NAME,Date_time,WHT,SST
월포해수욕장,2021-07-14 09,0.1,22.88
월포해수욕장,2021-07-14 12,0.1,24.2
월포해수욕장,2021-07-14 15,0.1,24.58
월포해수욕장,2021-07-14 18,0.16,25.26
월포해수욕장,2021-07-15 21,0.1,24.38
월포해수욕장,2021-07-15 00,0.1,23.75
월포해수욕장,2021-07-15 03,0.1,23.31
월포해수욕장,2021-07-15 06,0.0,22.72
월포해수욕장,2021-07-15 09,0.11,23.59
월포해수욕장,2021-07-15 12,0.04,24.64
월포해수욕장,2021-07-15 15,0.1,25.47
월포해수욕장,2021-07-15 18,0.14,25.68
구조라해수욕장,2021-07-13 09,0.41,21.58
구조라해수욕장,2021-07-13 12,0.46,23.05
구조라해수욕장,2021-07-13 15,0.05,22.96
구조라해수욕장,2021-07-13 18,0.03,22.38
구조라해수욕장,2021-07-14 21,0.1,21.8
구조라해수욕장,2021-07-14 00,0.17,21.45
구조라해수욕장,2021-07-14 03,0.13,21.58
구조라해수욕장,2021-07-14 06,0.07,21.11
구조라해수욕장,2021-07-14 09,0.22,20.79
구조라해수욕장,2021-07-14 12,0.25,22.27
구조라해수욕장,2021-07-14 15,0.26,22.92
구조라해수욕장,2021-07-14 18,0.1,21.69
구조라해수욕장,2021-07-15 21,0.37,22.3
구조라해수욕장,2021-07-15 00,0.26,21.88
구조라해수욕장,2021-07-15 03,0.05,21.52
구조라해수욕장,2021-07-15 06,0.1,21.22
구조라해수욕장,2021-07-15 09,0.14,21.52
구조라해수욕장,2021-07-15 12,0.11,22.39
구조라해수욕장,2021-07-15 15,0.2,23.94
구조라해수욕장,2021-07-15 18,0.1,24.19
문섬,2021-07-13 09,1.28,24.28
문섬,2021-07-13 12,1.23,24.27
문섬,2021-07-13 15,0.98,24.21
문섬,2021-07-13 18,1.13,23.72
문섬,2021-07-14 21,1.3,23.77
문섬,2021-07-14 00,1.23,23.54
문섬,2021-07-14 03,1.0,23.63
문섬,2021-07-14 06,1.01,23.88
문섬,2021-07-14 09,0.87,24.46
문섬,2021-07-14 12,1.01,24.66
문섬,2021-07-14 15,0.99,24.6
문섬,2021-07-14 18,0.73,23.97
문섬,2021-07-15 21,0.55,23.63
문섬,2021-07-15 00,0.82,23.89
문섬,2021-07-15 03,0.83,23.82
문섬,2021-07-15 06,0.71,23.37
문섬,2021-07-15 09,0.61,23.58
문섬,2021-07-15 12,0.85,24.05
문섬,2021-07-15 15,0.53,24.34
문섬,2021-07-15 18,0.56,24.52
