생산일,코드,해수욕장,예측일자,시간,평균기온,기온점수,평균수온,수온점수,최대풍속,풍속점수,최대파고,파고점수,총점수
20210902,HS42,고래불해수욕장,20210901,PM,23.3,3,24.9,5,10.8,1,2.0,1,1.50
20210902,HS43,화진포해수욕장,20210901,AM,20.9,2,22.5,5,5.1,3,1.2,3,3.15
20210902,HS43,화진포해수욕장,20210901,PM,21.4,2,22.5,5,5.1,3,1.5,2,2.60
20210902,HS44,관성해수욕장,20210901,AM,25.0,4,22.4,5,4.5,4,0.3,5,4.65
20210902,HS44,관성해수욕장,20210901,PM,22.4,3,22.5,5,5.6,3,0.5,4,3.75
20210902,HS46,삼척해수욕장,20210901,AM,21.5,2,22.6,5,7.8,3,1.9,2,2.60
20210902,HS46,삼척해수욕장,20210901,PM,22.3,3,22.6,5,6.2,3,1.9,2,2.65
20210902,HS47,송지호해수욕장,20210901,AM,21.0,2,22.5,5,6.1,3,1.2,3,3.15
20210902,HS47,송지호해수욕장,20210901,PM,21.4,2,22.5,5,5.3,3,1.5,2,2.60
20210902,HS49,칠포해수욕장,20210901,AM,22.6,3,26.0,5,9.9,2,0.8,4,3.45
20210902,HS49,칠포해수욕장,20210901,PM,23.5,3,25.8,5,10.7,1,1.5,2,2.05
20210902,HS50,진하해수욕장,20210901,AM,26.6,4,22.4,5,7.9,3,0.3,5,4.35
20210902,HS50,진하해수욕장,20210901,PM,24.6,4,22.5,5,10.6,1,0.5,4,3.20
20210902,HS51,변산해수욕장,20210901,AM,24.2,4,25.8,5,6.1,3,0.6,4,3.80
20210902,HS51,변산해수욕장,20210901,PM,23.4,3,25.8,5,4.1,4,0.5,4,4.05
20210902,HS52,선유도해수욕장,20210901,AM,24.0,4,25.8,5,4.8,4,0.7,4,4.10
20210902,HS52,선유도해수욕장,20210901,PM,23.7,3,25.8,5,5.0,3,0.7,4,3.75
20210902,HS53,구시포해수욕장,20210901,AM,24.6,4,25.1,5,5.4,3,0.7,4,3.80
20210902,HS53,구시포해수욕장,20210901,PM,23.7,3,25.4,5,4.8,4,0.6,4,4.05
