STN,NAME,DATE,AM/PM,TEMP_MIN,TEMP_AVE,TEMP_MAX,WIND_MIN,WIND_AVE,WIND_MAX,SKY,RAIN_AMT
SD1,진도,20210902,AM,24.0,24.5,25.0,1.3,2.1,2.9,4,0
SD1,진도,20210902,PM,23.0,24.0,25.0,0.8,2.1,2.9,4,3.4
SD1,진도,20210903,AM,23.0,24.5,26.0,5.0,5.4,5.8,4,0
SD1,진도,20210903,PM,25.0,26.0,27.0,2.8,3.8,5.0,4,0
SD1,진도,20210904,AM,24.0,25.5,27.0,6.2,6.6,6.9,4,0
SD1,진도,20210904,PM,25.0,26.3,27.0,5.4,5.9,6.2,4,0
SD2,무창포,20210902,AM,23.0,23.5,24.0,4.8,5.3,5.9,4,0
SD2,무창포,20210902,PM,24.0,24.0,24.0,3.5,4.0,4.8,4,0
SD2,무창포,20210903,AM,23.0,24.5,26.0,5.0,5.8,6.5,4,0
SD2,무창포,20210903,PM,26.0,26.3,27.0,0.7,2.5,5.0,3,0
SD2,무창포,20210904,AM,23.0,24.5,26.0,3.7,5.2,6.7,1,0
SD2,무창포,20210904,PM,25.0,26.0,27.0,1.6,2.8,3.7,1,0
SD4,제부도,20210902,AM,21.0,22.0,23.0,5.2,5.6,5.9,4,0
SD4,제부도,20210902,PM,23.0,23.3,24.0,5.2,5.6,5.9,4,0
SD4,제부도,20210903,AM,22.0,23.5,25.0,2.1,3.5,4.8,4,0
SD4,제부도,20210903,PM,25.0,25.3,26.0,2.1,3.5,4.4,1,0
SD4,제부도,20210904,AM,22.0,23.5,25.0,1.5,3.2,4.9,1,0
SD4,제부도,20210904,PM,24.0,25.0,26.0,1.5,2.1,2.5,1,0
SD5,서건도,20210902,AM,29.0,29.5,30.0,2.6,3.0,3.3,4,3.5
SD5,서건도,20210902,PM,27.0,28.7,30.0,1.9,2.5,3.3,4,0
SD5,서건도,20210903,AM,28.0,28.0,28.0,2.1,2.1,2.1,4,22.5
SD5,서건도,20210903,PM,27.0,27.7,28.0,2.1,2.2,2.3,4,3
SD5,서건도,20210904,AM,27.0,27.5,28.0,6.3,6.5,6.7,3,0
SD5,서건도,20210904,PM,27.0,27.7,28.0,6.2,6.3,6.5,4,0
SD6,실미도,20210902,AM,21.0,22.0,23.0,5.5,5.8,6.0,4,0
SD6,실미도,20210902,PM,23.0,23.3,24.0,6.0,7.0,7.5,4,0
SD6,실미도,20210903,AM,22.0,23.0,24.0,1.9,3.5,5.1,4,0
SD6,실미도,20210903,PM,24.0,24.3,25.0,1.9,3.7,4.7,1,0
SD6,실미도,20210904,AM,21.0,22.5,24.0,1.5,3.6,5.7,1,0
SD6,실미도,20210904,PM,24.0,24.3,25.0,1.5,3.0,4.3,1,0
SD7,하섬,20210902,AM,23.0,23.5,24.0,2.9,3.0,3.1,4,0
SD7,하섬,20210902,PM,23.0,23.7,24.0,1.9,2.7,3.2,4,0
SD7,하섬,20210903,AM,22.0,23.5,25.0,1.4,2.0,2.6,4,0
SD7,하섬,20210903,PM,25.0,25.3,26.0,1.4,2.3,3.0,3,0
SD7,하섬,20210904,AM,22.0,24.0,26.0,0.4,1.6,2.8,1,0
SD7,하섬,20210904,PM,25.0,26.0,27.0,0.4,1.6,2.5,1,0
SD8,웅도,20210902,AM,21.0,22.0,23.0,4.3,4.5,4.7,4,0
SD8,웅도,20210902,PM,23.0,23.7,25.0,3.6,4.3,5.0,4,0
SD8,웅도,20210903,AM,22.0,23.5,25.0,3.1,3.3,3.5,4,0
SD8,웅도,20210903,PM,24.0,25.3,27.0,3.1,3.5,3.7,3,0
SD8,웅도,20210904,AM,22.0,23.5,25.0,2.9,3.5,4.0,1,0
SD8,웅도,20210904,PM,24.0,25.0,26.0,2.6,2.7,2.9,1,0
SD9,소야도,20210902,AM,22.0,22.5,23.0,7.3,7.5,7.7,4,0
SD9,소야도,20210902,PM,23.0,23.3,24.0,7.3,7.8,8.5,4,0
SD9,소야도,20210903,AM,22.0,23.0,24.0,4.5,5.4,6.3,4,0
SD9,소야도,20210903,PM,24.0,24.3,25.0,4.5,4.6,4.7,3,0
SD9,소야도,20210904,AM,22.0,23.0,24.0,3.5,5.0,6.6,1,0
SD9,소야도,20210904,PM,24.0,24.3,25.0,2.9,3.4,3.8,1,0
SD10,소매물도,20210902,AM,24.0,24.0,24.0,8.8,9.2,9.5,4,0
SD10,소매물도,20210902,PM,23.0,23.7,24.0,9.2,9.5,9.7,4,4.4
SD10,소매물도,20210903,AM,24.0,24.5,25.0,10.2,10.2,10.2,4,13.6
SD10,소매물도,20210903,PM,24.0,24.7,25.0,10.2,10.7,11.3,4,4.4
SD10,소매물도,20210904,AM,24.0,24.5,25.0,10.1,10.2,10.3,3,0
SD10,소매물도,20210904,PM,24.0,24.7,25.0,9.9,10.4,11.1,3,0
SD11,동섬,20210902,AM,23.0,23.5,24.0,4.7,5.2,5.7,4,1
SD11,동섬,20210902,PM,23.0,23.3,24.0,5.7,5.8,5.9,4,0
SD11,동섬,20210903,AM,24.0,24.5,25.0,6.8,6.9,7.0,4,4.4
SD11,동섬,20210903,PM,24.0,24.7,25.0,6.9,7.0,7.0,4,0
SD11,동섬,20210904,AM,24.0,25.0,26.0,5.6,6.0,6.4,3,0
SD11,동섬,20210904,PM,25.0,26.0,27.0,4.9,5.8,6.9,3,0
SD19,우도,20210902,AM,23.0,23.5,24.0,3.8,3.8,3.9,4,1.2
SD19,우도,20210902,PM,23.0,23.7,24.0,3.7,3.8,3.9,4,2.1
SD19,우도,20210903,AM,23.0,24.5,26.0,5.3,5.3,5.4,4,9.1
SD19,우도,20210903,PM,26.0,26.3,27.0,4.4,4.7,5.4,4,0
SD19,우도,20210904,AM,24.0,25.5,27.0,4.3,5.0,5.7,3,0
SD19,우도,20210904,PM,26.0,27.0,28.0,4.0,4.2,4.3,3,0
SD20,선재도,20210902,AM,22.0,22.5,23.0,6.6,6.6,6.6,4,0
SD20,선재도,20210902,PM,23.0,23.3,24.0,6.6,7.1,7.5,4,0
SD20,선재도,20210903,AM,22.0,23.5,25.0,2.5,3.9,5.3,4,0
SD20,선재도,20210903,PM,25.0,25.0,25.0,2.5,4.2,5.2,1,0
SD20,선재도,20210904,AM,22.0,23.0,24.0,1.6,3.7,5.8,1,0
SD20,선재도,20210904,PM,24.0,24.3,25.0,1.6,3.0,4.0,1,0
SD21,화도,20210902,AM,24.0,24.5,25.0,2.6,3.1,3.6,4,0
SD21,화도,20210902,PM,23.0,24.3,25.0,2.6,4.4,5.3,4,1.2
SD21,화도,20210903,AM,23.0,24.5,26.0,4.6,4.7,4.8,4,0.5
SD21,화도,20210903,PM,24.0,25.3,26.0,3.6,4.2,4.6,4,0
SD21,화도,20210904,AM,23.0,25.0,27.0,2.6,4.2,5.9,4,0
SD21,화도,20210904,PM,25.0,26.3,27.0,2.6,3.3,4.2,3,0
SD22,대섬,20210902,AM,24.0,24.5,25.0,1.4,1.7,2.0,4,0
SD22,대섬,20210902,PM,24.0,24.3,25.0,1.2,1.6,2.0,4,8.8
SD22,대섬,20210903,AM,23.0,24.5,26.0,5.0,5.1,5.2,4,4.5
SD22,대섬,20210903,PM,25.0,25.7,26.0,3.7,4.3,5.0,4,0
SD22,대섬,20210904,AM,24.0,25.0,26.0,5.7,5.8,5.9,4,0
SD22,대섬,20210904,PM,25.0,26.0,27.0,4.9,5.4,5.7,3,0
