생산일,코드,권역,지역,예측일자,어종,어종타입,물때,물때점수,최소파고,평균파고,최대파고,파고점수,최소수온,평균수온,최대수온,수온점수,최저기온,평균기온,최대기온,기온점수,최소풍속,평균풍속,최대풍속,풍속점수,총점수,예보지수
20210902,SF2,황해남부,가거도,20210902,감성돔,BP,3,3,0.4,0.5,0.6,3,26.2,26.4,26.6,1,22.8,23.3,24.1,4,0.9,2.0,4.3,4,2.88,나쁨
20210902,SF35,남해서부,거문도,20210902,농어,SB,3,3,0.6,0.8,1.0,3,24.9,25.0,25.1,3,24.0,24.5,25.0,5,5.8,6.9,7.8,3,3.08,보통
20210902,SF37,남해서부,거문도,20210902,참돔,RP,3,3,0.6,0.8,1.0,3,24.9,25.0,25.1,3,24.0,24.5,25.0,5,5.8,6.9,7.8,3,3.08,보통
20210902,SF38,남해서부,거문도,20210902,감성돔,BP,3,3,0.6,0.8,1.0,3,24.9,25.0,25.1,1,24.0,24.5,25.0,5,5.8,6.9,7.8,3,2.68,나쁨
20210902,SF39,남해서부,거문도,20210902,우럭,RF,3,4,0.6,0.8,1.0,3,24.9,25.0,25.1,2,24.0,24.5,25.0,5,5.8,6.9,7.8,3,3.04,보통
20210902,SF14,남해동부,거제도,20210902,우럭,RF,3,4,1.0,1.1,1.2,2,23.6,23.7,23.8,3,22.8,23.0,23.4,4,5.6,7.3,8.3,3,2.40,나쁨
20210902,SF11,황해중부,국화도,20210902,우럭,RF,3,4,0.1,0.2,0.2,5,25.4,25.7,25.9,2,22.2,23.5,24.2,4,1.8,3.6,6.4,3,3.72,보통
20210902,SF56,제주도,김녕,20210902,벵에돔,OP,3,3,0.2,0.4,0.6,3,28.6,29.1,29.6,1,25.0,25.3,25.6,5,2.5,4.7,6.1,3,2.68,나쁨
20210902,SF57,제주도,김녕,20210902,농어,SB,3,3,0.2,0.4,0.6,3,28.6,29.1,29.6,1,25.0,25.3,25.6,5,2.5,4.7,6.1,3,2.68,나쁨
20210902,SF58,제주도,김녕,20210902,돌돔,RB,3,4,0.2,0.4,0.6,3,28.6,29.1,29.6,2,25.0,25.3,25.6,5,2.5,4.7,6.1,3,3.04,보통
20210902,SF59,제주도,김녕,20210902,참돔,RP,3,3,0.2,0.4,0.6,3,28.6,29.1,29.6,1,25.0,25.3,25.6,5,2.5,4.7,6.1,3,2.68,나쁨
20210902,SF49,황해중부,모항항,20210902,우럭,RF,3,4,0.2,0.3,0.4,4,23.1,24.0,24.5,3,23.0,23.6,24.3,4,2.1,3.4,5.5,3,3.56,보통
20210902,SF50,황해중부,모항항,20210902,감성돔,BP,3,3,0.2,0.3,0.4,4,23.1,24.0,24.5,2,23.0,23.6,24.3,4,2.1,3.4,5.5,3,3.20,보통
20210902,SF51,황해중부,방포항,20210902,우럭,RF,3,4,0.2,0.2,0.2,5,25.0,25.7,26.0,2,23.6,23.7,24.1,4,1.0,2.6,4.0,4,3.96,보통
20210902,SF74,남해동부,부산남부,20210902,우럭,RF,3,4,1.0,1.0,1.1,2,24.8,25.0,25.1,2,22.4,22.9,23.5,4,5.3,5.8,6.2,3,2.40,나쁨
20210902,SF75,남해동부,부산남부,20210902,감성돔,BP,3,3,1.0,1.0,1.1,2,24.8,25.0,25.1,1,22.4,22.9,23.5,4,5.3,5.8,6.2,3,2.40,나쁨
20210902,SF76,남해동부,부산남부,20210902,돌돔,RB,3,4,1.0,1.0,1.1,2,24.8,25.0,25.1,5,22.4,22.9,23.5,4,5.3,5.8,6.2,3,2.40,나쁨
20210902,SF77,남해동부,부산남부,20210902,참돔,RP,3,3,1.0,1.0,1.1,2,24.8,25.0,25.1,3,22.4,22.9,23.5,4,5.3,5.8,6.2,3,2.40,나쁨
20210902,SF78,남해동부,부산남부,20210902,벵에돔,OP,3,3,1.0,1.0,1.1,2,24.8,25.0,25.1,1,22.4,22.9,23.5,4,5.3,5.8,6.2,3,2.40,나쁨
20210902,SF79,남해동부,부산남부,20210902,농어,SB,3,3,1.0,1.0,1.1,2,24.8,25.0,25.1,3,22.4,22.9,23.5,4,5.3,5.8,6.2,3,2.40,나쁨
20210902,SF67,남해동부,부산동부,20210902,우럭,RF,3,4,0.9,1.0,1.0,3,23.3,23.9,24.4,3,22.6,23.1,23.6,4,7.1,8.0,8.7,3,3.20,보통
20210902,SF68,남해동부,부산동부,20210902,감성돔,BP,3,3,0.9,1.0,1.0,3,23.3,23.9,24.4,2,22.6,23.1,23.6,4,7.1,8.0,8.7,3,2.84,나쁨
20210902,SF69,남해동부,부산동부,20210902,참돔,RP,3,3,0.9,1.0,1.0,3,23.3,23.9,24.4,4,22.6,23.1,23.6,4,7.1,8.0,8.7,3,3.24,보통
20210902,SF70,남해동부,부산동부,20210902,벵에돔,OP,3,3,0.9,1.0,1.0,3,23.3,23.9,24.4,3,22.6,23.1,23.6,4,7.1,8.0,8.7,3,3.04,보통
