생산일,코드,권역,지역,예측일자,어종,어종타입,물때,물때점수,최소파고,평균파고,최대파고,파고점수,최소수온,평균수온,최대수온,수온점수,최저기온,평균기온,최대기온,기온점수,최소풍속,평균풍속,최대풍속,풍속점수,특보,특보점수,총점수,예보지수
20210902,SF2,황해남부,가거도,20210902,감성돔,BP,3,3,0.5,0.6,0.7,3,23.9,24.1,25.3,2,22.8,23.3,24.1,4,0.9,2,4.3,4,-,5,3.08,보통
20210902,SF35,남해서부,거문도,20210902,농어,SB,3,3,0.4,0.6,0.7,3,23.3,23.4,24.5,3,24,24.5,25,5,5.8,6.9,7.8,3,-,5,3.08,보통
20210902,SF37,남해서부,거문도,20210902,참돔,RP,3,3,0.4,0.6,0.7,3,23.3,23.4,24.5,4,24,24.5,25,5,5.8,6.9,7.8,3,-,5,3.28,보통
20210902,SF38,남해서부,거문도,20210902,감성돔,BP,3,3,0.4,0.6,0.7,3,23.3,23.4,24.5,2,24,24.5,25,5,5.8,6.9,7.8,3,-,5,2.88,나쁨
20210902,SF39,남해서부,거문도,20210902,우럭,RF,3,4,0.4,0.6,0.7,3,23.3,23.4,24.5,3,24,24.5,25,5,5.8,6.9,7.8,3,-,5,3.24,보통
20210902,SF14,남해동부,거제도,20210902,우럭,RF,3,4,0.8,0.9,1,3,25,25.1,25.5,2,22.8,23,23.5,4,5.6,7.3,8.3,3,-,5,3,보통
20210902,SF11,황해중부,국화도,20210902,우럭,RF,3,4,0.1,0.3,0.3,4,24.2,24.5,24.7,3,22.2,23.5,24.2,4,1.8,3.6,6.4,3,-,5,3.56,보통
20210902,SF56,제주도,김녕,20210902,벵에돔,OP,3,3,0.1,0.3,0.4,4,26.4,27.1,27.1,1,25,25.3,25.6,5,2.5,4.7,6.1,3,-,5,3.04,보통
20210902,SF57,제주도,김녕,20210902,농어,SB,3,3,0.1,0.3,0.4,4,26.4,27.1,27.1,2,25,25.3,25.6,5,2.5,4.7,6.1,3,-,5,3.24,보통
20210902,SF58,제주도,김녕,20210902,돌돔,RB,3,4,0.1,0.3,0.4,4,26.4,27.1,27.1,3,25,25.3,25.6,5,2.5,4.7,6.1,3,-,5,3.6,보통
20210902,SF59,제주도,김녕,20210902,참돔,RP,3,3,0.1,0.3,0.4,4,26.4,27.1,27.1,2,25,25.3,25.6,5,2.5,4.7,6.1,3,-,5,3.24,보통
20210902,SF49,황해중부,모항항,20210902,우럭,RF,3,4,0.2,0.3,0.4,4,23.4,23.6,24.5,3,23,23.6,24.3,4,2.1,3.4,5.5,3,-,5,3.56,보통
20210902,SF50,황해중부,모항항,20210902,감성돔,BP,3,3,0.2,0.3,0.4,4,23.4,23.6,24.5,2,23,23.6,24.3,4,2.1,3.4,5.5,3,-,5,3.2,보통
20210902,SF51,황해중부,방포항,20210902,우럭,RF,3,4,0.2,0.2,0.3,5,23.4,24.1,25.4,3,23.4,23.7,24.1,4,1,2.6,4,4,-,5,4.16,좋음
20210902,SF74,남해동부,부산남부,20210902,우럭,RF,3,4,1.6,1.6,1.8,2,24.2,24.4,24.5,3,22.4,22.9,23.5,4,5.3,5.8,6.2,3,-,5,2.4,나쁨
