생성시간, 예측시간, 지점코드, 지점이름, 지수, 지수단계, 수정사유
2021-09-02,2021-09-02 00:00,PT_0001,북항로,3,LV2,00
2021-09-02,2021-09-02 06:00,PT_0001,북항로,3,LV2,00
2021-09-02,2021-09-02 12:00,PT_0001,북항로,2,LV3,00
2021-09-02,2021-09-02 18:00,PT_0001,북항로,2,LV3,00
2021-09-02,2021-09-03 00:00,PT_0001,북항로,3,LV2,00
2021-09-02,2021-09-03 06:00,PT_0001,북항로,3,LV2,00
2021-09-02,2021-09-03 12:00,PT_0001,북항로,2,LV3,00
2021-09-02,2021-09-03 18:00,PT_0001,북항로,2,LV3,00
2021-09-02,2021-09-04 00:00,PT_0001,북항로,3,LV2,00
2021-09-02,2021-09-04 06:00,PT_0001,북항로,3,LV2,00
2021-09-02,2021-09-04 12:00,PT_0001,북항로,2,LV3,00
2021-09-02,2021-09-04 18:00,PT_0001,북항로,3,LV2,00
2021-09-02,2021-09-02 00:00,PT_0002,남항로,3,LV2,00
2021-09-02,2021-09-02 06:00,PT_0002,남항로,3,LV2,00
2021-09-02,2021-09-02 12:00,PT_0002,남항로,4,LV1,00
2021-09-02,2021-09-02 18:00,PT_0002,남항로,4,LV1,00
2021-09-02,2021-09-03 00:00,PT_0002,남항로,4,LV1,00
2021-09-02,2021-09-03 06:00,PT_0002,남항로,4,LV1,00
2021-09-02,2021-09-03 12:00,PT_0002,남항로,4,LV1,00
2021-09-02,2021-09-03 18:00,PT_0002,남항로,3,LV2,00
2021-09-02,2021-09-04 00:00,PT_0002,남항로,3,LV2,00
2021-09-02,2021-09-04 06:00,PT_0002,남항로,4,LV1,00
2021-09-02,2021-09-04 12:00,PT_0002,남항로,3,LV2,00
2021-09-02,2021-09-04 18:00,PT_0002,남항로,3,LV2,00
2021-09-02,2021-09-02 00:00,PT_0003,감천항로,3,LV2,00
2021-09-02,2021-09-02 06:00,PT_0003,감천항로,3,LV2,00
2021-09-02,2021-09-02 12:00,PT_0003,감천항로,3,LV2,00
2021-09-02,2021-09-02 18:00,PT_0003,감천항로,3,LV2,00
2021-09-02,2021-09-03 00:00,PT_0003,감천항로,3,LV2,00
2021-09-02,2021-09-03 06:00,PT_0003,감천항로,3,LV2,00
2021-09-02,2021-09-03 12:00,PT_0003,감천항로,3,LV2,00
2021-09-02,2021-09-03 18:00,PT_0003,감천항로,3,LV2,00
2021-09-02,2021-09-04 00:00,PT_0003,감천항로,3,LV2,00
2021-09-02,2021-09-04 06:00,PT_0003,감천항로,3,LV2,00
2021-09-02,2021-09-04 12:00,PT_0003,감천항로,2,LV3,00
2021-09-02,2021-09-04 18:00,PT_0003,감천항로,2,LV3,00
2021-09-02,2021-09-02 00:00,PT_0004,신항항로,3,LV2,00
2021-09-02,2021-09-02 06:00,PT_0004,신항항로,3,LV2,00
2021-09-02,2021-09-02 12:00,PT_0004,신항항로,3,LV2,00
2021-09-02,2021-09-02 18:00,PT_0004,신항항로,4,LV1,00
2021-09-02,2021-09-03 00:00,PT_0004,신항항로,4,LV1,00
2021-09-02,2021-09-03 06:00,PT_0004,신항항로,4,LV1,00
2021-09-02,2021-09-03 12:00,PT_0004,신항항로,2,LV3,00
2021-09-02,2021-09-03 18:00,PT_0004,신항항로,3,LV2,00
2021-09-02,2021-09-04 00:00,PT_0004,신항항로,3,LV2,00
2021-09-02,2021-09-04 06:00,PT_0004,신항항로,3,LV2,00
2021-09-02,2021-09-04 12:00,PT_0004,신항항로,3,LV2,00
2021-09-02,2021-09-04 18:00,PT_0004,신항항로,3,LV2,00
2021-09-02,2021-09-02 00:00,PT_0005,주의해역,4,LV1,00
2021-09-02,2021-09-02 06:00,PT_0005,주의해역,4,LV1,00
2021-09-02,2021-09-02 12:00,PT_0005,주의해역,4,LV1,00
2021-09-02,2021-09-02 18:00,PT_0005,주의해역,4,LV1,00
2021-09-02,2021-09-03 00:00,PT_0005,주의해역,4,LV1,00
2021-09-02,2021-09-03 06:00,PT_0005,주의해역,4,LV1,00
2021-09-02,2021-09-03 12:00,PT_0005,주의해역,4,LV1,00
