FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
SW,20210902,AM,22.7,21.4,6.0,13.9,23.8,6.4,0.5,11.7,3.0,4.9,0.2,1.5,4.0,7.5,1,0.4,-,-,60.0,보통
SW,20210902,PM,23.0,20.9,6.3,13.4,24.2,6.2,0.5,11.7,3.0,4.9,0.2,1.5,4.0,7.5,1,3.3,-,-,60.0,보통
SW,20210903,AM,24.5,18.3,7.6,11.1,24.3,6.2,0.6,10.9,4.0,3.9,0.3,1.0,4.0,7.5,1,2.9,-,-,60.0,보통
SW,20210903,PM,24.8,17.8,7.9,10.6,24.4,6.1,0.6,10.9,4.0,3.9,0.6,0.0,4.0,7.5,1,0.3,-,-,60.0,보통
SW,20210904,AM,24.0,19.2,8.0,10.5,24.3,6.2,0.6,10.9,5.0,3.9,0.2,1.5,2.1,17.4,1,0.0,-,-,71.6,좋음
SW,20210904,PM,24.2,18.8,8.0,10.5,24.7,6.0,0.5,11.7,5.0,3.9,0.5,0.1,2.4,17.4,1,0.0,-,-,70.4,좋음
SW,20210905,DY,24.6,18.1,8.6,9.4,25.4,5.7,0.7,10.1,6.0,3.9,0.4,0.5,3.0,17.4,1,0.0,-,-,67.1,좋음
SW,20210906,DY,25.0,17.4,7.7,11.0,25.8,5.5,0.8,9.4,7.0,2.4,0.3,1.0,3.0,17.4,1,0.0,-,-,66.1,좋음
SW,20210907,DY,25.9,15.9,10.8,5.6,25.8,5.5,1.4,4.7,8.0,2.4,0.3,1.0,4.0,7.5,1,0.0,-,-,44.6,나쁨
SW,20210908,DY,24.5,18.3,2.9,19.3,24.2,6.2,0.4,10.0,9.0,2.4,0.3,1.0,3.0,17.4,1,0.0,-,-,76.6,매우좋음
NE,20210902,AM,22.8,17.6,6.6,10.7,22.2,13.6,0.8,11.1,3.0,10.6,0.1,0.9,4.0,6.1,1,0.2,-,-,60.0,보통
NE,20210902,PM,23.3,16.9,7.1,10.0,22.8,13.1,0.8,11.1,3.0,10.6,0.2,0.7,4.0,6.1,1,2.4,-,-,60.0,보통
NE,20210903,AM,24.0,15.9,8.8,7.5,23.4,12.5,1.0,9.2,4.0,8.5,0.2,0.7,4.0,6.1,1,2.1,-,-,60.0,보통
NE,20210903,PM,24.0,15.9,9.1,7.1,24.2,11.8,1.1,8.3,4.0,8.5,0.4,0.2,4.0,6.1,1,0.8,-,-,60.0,보통
NE,20210904,AM,23.5,16.6,9.5,6.5,24.0,12.0,1.0,9.2,5.0,8.5,0.1,0.9,2.6,14.1,1,0.0,-,-,69.8,좋음
NE,20210904,PM,23.6,16.5,9.2,6.9,24.2,11.8,0.9,10.1,5.0,8.5,0.3,0.4,2.3,14.1,1,0.0,-,-,70.3,좋음
NE,20210905,DY,23.9,16.0,10.1,5.6,24.9,11.2,0.7,12.0,6.0,8.5,0.2,0.7,3.0,14.1,1,0.0,-,-,70.1,좋음
NE,20210906,DY,24.6,15.0,8.8,7.5,25.4,10.7,0.8,11.1,7.0,5.3,0.2,0.7,3.0,14.1,1,0.0,-,-,66.4,좋음
NE,20210907,DY,25.8,13.3,12.6,2.0,25.4,10.7,1.2,7.4,8.0,5.3,0.3,0.4,4.0,6.1,1,0.0,-,-,47.2,나쁨
NE,20210908,DY,24.1,15.7,3.1,15.7,23.9,12.1,0.5,13.8,9.0,5.3,0.2,0.7,3.0,14.1,1,0.0,-,-,79.4,매우좋음
