생산일,코드,항로명,선박명,선박종류,예측일자,시간,운항시간,운항시간점수,선박톤수,선박톤수점수,최소파고,평균파고,최대파고,파고점수,최소풍속,평균풍속,최대풍속,풍속점수,특보,특보점수,총점수,예보지수
20210902,SK5,완도-제주,송림블루오션,카페리,20210902,AM,5.0,1,2374,4,0.1,0.3,0.6,4,0.8,2.4,4.6,4,-,5,3.4,보통
20210902,SK5,완도-제주,송림블루오션,카페리,20210902,PM,5.0,1,2374,4,0.1,0.3,0.5,4,1.4,3.7,6.7,3,-,5,3.18,보통
20210902,SK5,완도-제주,한일블루나래,쾌속카페리,20210902,AM,1.7,3,1605,4,0.1,0.3,0.6,4,0.8,2.4,4.6,4,-,5,3.8,좋음
20210902,SK5,완도-제주,한일블루나래,쾌속카페리,20210902,PM,1.7,3,1605,4,0.1,0.3,0.5,4,1.4,3.7,6.7,3,-,5,3.58,좋음
20210902,SK5,완도-제주,실버클라우드,카페리,20210902,AM,2.7,2,20263,5,0.1,0.3,0.6,4,0.8,2.4,4.6,4,-,5,3.73,좋음
20210902,SK5,완도-제주,실버클라우드,카페리,20210902,PM,2.7,2,20263,5,0.1,0.3,0.5,4,1.4,3.7,6.7,3,-,5,3.5,좋음
20210902,SK16,완도-청산,퀸청산,고속선,20210902,AM,0.8,4,997,3,0.1,0.4,0.5,4,0.8,2.3,3.8,4,-,5,3.88,좋음
20210902,SK16,완도-청산,퀸청산,고속선,20210902,PM,0.8,4,997,3,0.2,0.3,0.6,4,1.4,3.6,6.7,3,-,5,3.65,좋음
20210902,SK16,완도-청산,청산아일랜드,고속선,20210902,AM,0.8,4,498,2,0.1,0.4,0.5,4,0.8,2.3,3.8,4,-,5,3.75,좋음
20210902,SK16,완도-청산,청산아일랜드,고속선,20210902,PM,0.8,4,498,2,0.2,0.3,0.6,4,1.4,3.6,6.7,3,-,5,3.53,좋음
20210902,SK6,녹동-제주,아리온제주,카페리,20210902,AM,3.8,1,6266,5,0.1,0.3,0.5,4,1.3,3.2,6.0,3,-,5,3.3,보통
20210902,SK6,녹동-제주,아리온제주,카페리,20210902,PM,3.8,1,6266,5,0.1,0.4,0.6,4,1.6,5.2,7.6,3,-,5,3.3,보통
20210902,SK22,여수-제주,한일골드스텔라,카페리,20210902,AM,5.0,1,15195,5,0.1,0.4,0.6,4,2.4,5.5,8.5,3,-,5,3.3,보통
20210902,SK22,여수-제주,한일골드스텔라,카페리,20210902,PM,5.0,1,15195,5,0.1,0.4,0.6,4,3.4,6.6,9.0,2,-,5,1.5,나쁨
20210902,SK17,통영-소매물,한솔1,고속선,20210902,AM,1.7,3,128,2,0.1,0.3,0.5,4,5.0,6.6,8.6,3,-,5,3.33,보통
20210902,SK17,통영-소매물,한솔1,고속선,20210902,PM,1.7,3,128,2,0.1,0.2,0.4,5,5.7,7.9,9.6,2,-,5,1.5,나쁨
20210902,SK17,통영-소매물,한솔2,고속선,20210902,AM,1.7,3,109,2,0.1,0.3,0.5,4,5.0,6.6,8.6,3,-,5,3.33,보통
20210902,SK17,통영-소매물,한솔2,고속선,20210902,PM,1.7,3,109,2,0.1,0.2,0.4,5,5.7,7.9,9.6,2,-,5,1.5,나쁨
20210902,SK10,부산-제주,뉴스타,일반카페리,20210902,AM,12.0,1,9997,5,0.2,1.1,1.5,3,2.4,7.4,9.7,2,-,5,1.5,나쁨
20210902,SK10,부산-제주,뉴스타,일반카페리,20210902,PM,12.0,1,9997,5,0.2,1.2,1.6,3,3.4,7.9,10.0,2,-,5,1.5,나쁨
20210902,SK11,부산-대마,오션플라워,초쾌속선,20210902,AM,1.2,4,445,2,1.6,1.7,1.8,3,7.5,8.2,9.0,2,-,5,1.5,나쁨
20210902,SK11,부산-대마,오션플라워,초쾌속선,20210902,PM,1.2,4,445,2,1.6,1.7,1.9,3,7.1,8.5,10.0,2,-,5,1.5,나쁨
20210902,SK11,부산-대마,니나,초쾌속선,20210902,AM,1.5,3,364,2,1.6,1.7,1.8,3,7.5,8.2,9.0,2,-,5,1.5,나쁨
20210902,SK11,부산-대마,니나,초쾌속선,20210902,PM,1.5,3,364,2,1.6,1.7,1.9,3,7.1,8.5,10.0,2,-,5,1.5,나쁨
20210902,SK11,부산-대마,비틀(대마),초쾌속선,20210902,AM,1.5,3,164,2,1.6,1.7,1.8,3,7.5,8.2,9.0,2,-,5,1.5,나쁨
20210902,SK11,부산-대마,비틀(대마),초쾌속선,20210902,PM,1.5,3,164,2,1.6,1.7,1.9,3,7.1,8.5,10.0,2,-,5,1.5,나쁨
20210902,SK12,부산-후쿠오카,뉴카멜리아,카페리,20210902,AM,9.0,1,19961,5,1.0,1.6,1.8,3,1.8,7.3,9.0,2,-,5,1.5,나쁨
20210902,SK12,부산-후쿠오카,뉴카멜리아,카페리,20210902,PM,9.0,1,19961,5,0.9,1.7,1.9,3,6.0,7.8,9.8,2,-,5,1.5,나쁨
20210902,SK12,부산-후쿠오카,코비(후쿠오카),초쾌속선,20210902,AM,3.5,1,162,2,1.0,1.6,1.8,3,1.8,7.3,9.0,2,-,5,1.5,나쁨
20210902,SK12,부산-후쿠오카,코비(후쿠오카),초쾌속선,20210902,PM,3.5,1,162,2,0.9,1.7,1.9,3,6.0,7.8,9.8,2,-,5,1.5,나쁨
20210902,SK12,부산-후쿠오카,비틀(후쿠오카),초쾌속선,20210902,AM,3.5,1,164,2,1.0,1.6,1.8,3,1.8,7.3,9.0,2,-,5,1.5,나쁨
20210902,SK12,부산-후쿠오카,비틀(후쿠오카),초쾌속선,20210902,PM,3.5,1,164,2,0.9,1.7,1.9,3,6.0,7.8,9.8,2,-,5,1.5,나쁨
20210902,SK13,부산-오사카,팬스타,카페리,20210902,AM,19.0,1,21688,5,1.0,1.6,1.8,3,4.2,7.6,9.0,2,-,5,1.5,나쁨
20210902,SK13,부산-오사카,팬스타,카페리,20210902,PM,19.0,1,21688,5,0.8,1.7,1.9,3,5.4,7.5,10.0,2,-,5,1.5,나쁨
20210902,SK7,포항-울릉,엘도라도,초쾌속선,20210902,AM,3.2,1,668,3,0.7,1.4,1.8,3,5.0,5.8,6.4,3,-,5,2.6,보통
20210902,SK7,포항-울릉,엘도라도,초쾌속선,20210902,PM,3.2,1,668,3,0.5,1.0,1.4,3,4.2,5.3,5.8,3,-,5,2.6,보통
20210902,SK7,포항-울릉,썬라이즈,초쾌속선,20210902,AM,3.2,1,388,2,0.7,1.4,1.8,3,5.0,5.8,6.4,3,-,5,2.48,나쁨
20210902,SK7,포항-울릉,썬라이즈,초쾌속선,20210902,PM,3.2,1,388,2,0.5,1.0,1.4,3,4.2,5.3,5.8,3,-,5,2.48,나쁨
20210902,SK23,후포-울릉,씨플라워,초쾌속선,20210902,AM,2.5,2,388,2,0.5,1.1,1.3,3,4.5,5.2,6.0,3,-,5,2.68,보통
20210902,SK23,후포-울릉,씨플라워,초쾌속선,20210902,PM,2.5,2,388,2,0.3,0.8,1.0,3,4.3,5.0,5.8,3,-,5,2.68,보통
20210902,SK8,강릉-울릉,씨스타11,초쾌속선,20210902,AM,3.0,1,420,2,0.6,1.0,1.3,3,3.3,4.3,5.8,3,-,5,2.48,나쁨
20210902,SK8,강릉-울릉,씨스타11,초쾌속선,20210902,PM,3.0,1,420,2,0.3,0.6,0.8,4,3.1,4.6,5.9,3,-,5,2.93,보통
20210902,SK8,강릉-울릉,씨스타5,초쾌속선,20210902,AM,3.0,1,388,2,0.6,1.0,1.3,3,3.3,4.3,5.8,3,-,5,2.48,나쁨
20210902,SK8,강릉-울릉,씨스타5,초쾌속선,20210902,PM,3.0,1,388,2,0.3,0.6,0.8,4,3.1,4.6,5.9,3,-,5,2.93,보통
20210902,SK9,묵호-울릉,씨스타1,초쾌속선,20210902,AM,2.7,2,388,2,0.9,1.2,1.3,3,2.2,4.1,5.5,3,-,5,2.68,보통
20210902,SK9,묵호-울릉,씨스타1,초쾌속선,20210902,PM,2.7,2,388,2,0.5,0.6,0.8,4,3.6,4.4,5.4,3,-,5,3.12,보통
20210902,SK9,묵호-울릉,씨스타3,쾌속카페리,20210902,AM,2.7,2,550,3,0.9,1.2,1.3,3,2.2,4.1,5.5,3,-,5,2.8,보통
20210902,SK9,묵호-울릉,씨스타3,쾌속카페리,20210902,PM,2.7,2,550,3,0.5,0.6,0.8,4,3.6,4.4,5.4,3,-,5,3.25,보통
20210902,SK1,인천-백령,하모니플라워,쾌속카페리,20210903,AM,3.7,1,2071,4,0.1,0.4,0.7,4,0.9,5.4,7.6,3,-,5,3.18,보통
20210902,SK1,인천-백령,하모니플라워,쾌속카페리,20210903,PM,3.7,1,2071,4,0.1,0.3,0.5,4,0.5,3.0,6.3,3,-,5,3.18,보통
20210902,SK1,인천-백령,코리아킹,초쾌속선,20210903,AM,3.7,1,534,3,0.1,0.4,0.7,4,0.9,5.4,7.6,3,-,5,3.05,보통
20210902,SK1,인천-백령,코리아킹,초쾌속선,20210903,PM,3.7,1,534,3,0.1,0.3,0.5,4,0.5,3.0,6.3,3,-,5,3.05,보통
20210902,SK2,인천-연평,플라잉카페리,쾌속카페리,20210903,AM,2.0,3,573,3,0.1,0.3,0.5,4,0.9,4.4,6.7,3,-,5,3.45,보통
20210902,SK2,인천-연평,플라잉카페리,쾌속카페리,20210903,PM,2.0,3,573,3,0.1,0.2,0.4,5,0.8,2.3,4.2,4,-,5,4.12,좋음
20210902,SK19,인천-단동,동방명주6,카페리,20210903,AM,16.0,1,16537,5,0.2,0.5,0.8,4,1.9,4.3,7.7,3,-,5,3.3,보통
20210902,SK19,인천-단동,동방명주6,카페리,20210903,PM,16.0,1,16537,5,0.1,0.4,0.7,4,0.4,2.4,5.9,3,-,5,3.3,보통
20210902,SK20,인천-석도,화동명주8,카페리,20210903,AM,14.0,1,35092,5,0.3,0.7,1.0,3,3.8,6.0,7.8,3,-,5,2.85,보통
20210902,SK20,인천-석도,화동명주8,카페리,20210903,PM,14.0,1,35092,5,0.2,0.5,1.0,3,0.8,5.0,7.0,3,-,5,2.85,보통
20210902,SK21,대천-외연,웨스트프론티어,일반선,20210903,AM,2.2,3,140,2,0.1,0.2,0.5,4,1.2,2.9,5.3,3,-,5,3.33,보통
20210902,SK21,대천-외연,웨스트프론티어,일반선,20210903,PM,2.2,3,140,2,0.1,0.2,0.4,5,0.8,3.8,5.8,3,-,5,3.77,좋음
20210902,SK3,군산-어청,뉴어청훼리,고속선,20210903,AM,2.7,2,121,2,0.1,0.2,0.4,5,0.8,2.8,5.2,3,-,5,3.57,좋음
20210902,SK3,군산-어청,뉴어청훼리,고속선,20210903,PM,2.7,2,121,2,0.1,0.2,0.5,4,1.1,4.3,5.6,3,-,5,3.12,보통
20210902,SK14,격포-위도,파장금카페리,고속선,20210903,AM,0.8,4,322,2,0.1,0.1,0.2,5,2.7,3.2,4.2,4,-,5,4.2,좋음
20210902,SK14,격포-위도,파장금카페리,고속선,20210903,PM,0.8,4,322,2,0.1,0.1,0.2,5,3.6,4.8,5.6,3,-,5,3.97,좋음
20210902,SK18,목포-홍도,뉴골드스타,초쾌속선,20210903,AM,2.5,2,308,2,0.1,0.2,0.4,5,1.0,3.2,4.7,4,-,5,3.8,좋음
20210902,SK18,목포-홍도,뉴골드스타,초쾌속선,20210903,PM,2.5,2,308,2,0.1,0.2,0.3,5,1.2,4.0,6.0,3,-,5,3.57,좋음
20210902,SK18,목포-홍도,남해엔젤,초쾌속선,20210903,AM,2.5,2,319,2,0.1,0.2,0.4,5,1.0,3.2,4.7,4,-,5,3.8,좋음
20210902,SK18,목포-홍도,남해엔젤,초쾌속선,20210903,PM,2.5,2,319,2,0.1,0.2,0.3,5,1.2,4.0,6.0,3,-,5,3.57,좋음
20210902,SK4,목포-제주,퀸제누비아,카페리,20210903,AM,4.5,1,27391,5,0.1,0.7,1.5,3,1.2,5.5,9.3,2,-,5,1.5,나쁨
20210902,SK4,목포-제주,퀸제누비아,카페리,20210903,PM,4.5,1,27391,5,0.1,0.7,1.5,3,0.4,5.4,9.1,2,-,5,1.5,나쁨
20210902,SK4,목포-제주,퀸메리,카페리,20210903,AM,4.5,1,13665,5,0.1,0.7,1.5,3,1.2,5.5,9.3,2,-,5,1.5,나쁨
20210902,SK4,목포-제주,퀸메리,카페리,20210903,PM,4.5,1,13665,5,0.1,0.7,1.5,3,0.4,5.4,9.1,2,-,5,1.5,나쁨
20210902,SK5,완도-제주,송림블루오션,카페리,20210903,AM,5.0,1,2374,4,0.2,1.1,1.6,3,6.9,8.5,9.3,2,-,5,1.5,나쁨
20210902,SK5,완도-제주,송림블루오션,카페리,20210903,PM,5.0,1,2374,4,0.2,1.1,1.6,3,5.1,7.8,9.3,2,-,5,1.5,나쁨
20210902,SK5,완도-제주,한일블루나래,쾌속카페리,20210903,AM,1.7,3,1605,4,0.2,1.1,1.6,3,6.9,8.5,9.3,2,-,5,1.5,나쁨
20210902,SK5,완도-제주,한일블루나래,쾌속카페리,20210903,PM,1.7,3,1605,4,0.2,1.1,1.6,3,5.1,7.8,9.3,2,-,5,1.5,나쁨
20210902,SK5,완도-제주,실버클라우드,카페리,20210903,AM,2.7,2,20263,5,0.2,1.1,1.6,3,6.9,8.5,9.3,2,-,5,1.5,나쁨
20210902,SK5,완도-제주,실버클라우드,카페리,20210903,PM,2.7,2,20263,5,0.2,1.1,1.6,3,5.1,7.8,9.3,2,-,5,1.5,나쁨
20210902,SK16,완도-청산,퀸청산,고속선,20210903,AM,0.8,4,997,3,0.2,0.9,1.6,3,6.9,8.1,9.1,2,-,5,1.5,나쁨
20210902,SK16,완도-청산,퀸청산,고속선,20210903,PM,0.8,4,997,3,0.2,0.9,1.6,3,5.1,7.4,9.3,2,-,5,1.5,나쁨
20210902,SK16,완도-청산,청산아일랜드,고속선,20210903,AM,0.8,4,498,2,0.2,0.9,1.6,3,6.9,8.1,9.1,2,-,5,1.5,나쁨
20210902,SK16,완도-청산,청산아일랜드,고속선,20210903,PM,0.8,4,498,2,0.2,0.9,1.6,3,5.1,7.4,9.3,2,-,5,1.5,나쁨
20210902,SK6,녹동-제주,아리온제주,카페리,20210903,AM,3.8,1,6266,5,0.2,0.9,1.4,3,4.9,8.0,9.5,2,-,5,1.5,나쁨
20210902,SK6,녹동-제주,아리온제주,카페리,20210903,PM,3.8,1,6266,5,0.2,0.9,1.4,3,2.5,7.2,9.1,2,-,5,1.5,나쁨
20210902,SK22,여수-제주,한일골드스텔라,카페리,20210903,AM,5.0,1,15195,5,1.0,1.5,1.7,3,1.8,8.3,9.7,2,-,5,1.5,나쁨
20210902,SK22,여수-제주,한일골드스텔라,카페리,20210903,PM,5.0,1,15195,5,1.0,1.5,1.9,3,1.8,7.8,10.1,2,-,5,1.5,나쁨
20210902,SK17,통영-소매물,한솔1,고속선,20210903,AM,1.7,3,128,2,0.3,0.8,1.4,3,4.4,8.2,10.0,2,-,5,1.5,나쁨
20210902,SK17,통영-소매물,한솔1,고속선,20210903,PM,1.7,3,128,2,0.3,0.8,1.5,3,4.9,9.0,11.0,2,-,5,1.5,나쁨
20210902,SK17,통영-소매물,한솔2,고속선,20210903,AM,1.7,3,109,2,0.3,0.8,1.4,3,4.4,8.2,10.0,2,-,5,1.5,나쁨
20210902,SK17,통영-소매물,한솔2,고속선,20210903,PM,1.7,3,109,2,0.3,0.8,1.5,3,4.9,9.0,11.0,2,-,5,1.5,나쁨
20210902,SK10,부산-제주,뉴스타,일반카페리,20210903,AM,12.0,1,9997,5,1.0,1.7,1.9,3,8.9,9.7,10.4,2,-,5,1.5,나쁨
20210902,SK10,부산-제주,뉴스타,일반카페리,20210903,PM,12.0,1,9997,5,1.2,1.9,2.4,2,7.6,10.1,11.3,2,-,5,1.5,나쁨
20210902,SK11,부산-대마,오션플라워,초쾌속선,20210903,AM,1.2,4,445,2,1.2,1.6,1.9,3,8.6,9.3,9.9,2,-,5,1.5,나쁨
20210902,SK11,부산-대마,오션플라워,초쾌속선,20210903,PM,1.2,4,445,2,1.4,2.0,2.4,2,9.7,10.4,11.2,2,-,5,1.5,나쁨
20210902,SK11,부산-대마,니나,초쾌속선,20210903,AM,1.5,3,364,2,1.2,1.6,1.9,3,8.6,9.3,9.9,2,-,5,1.5,나쁨
20210902,SK11,부산-대마,니나,초쾌속선,20210903,PM,1.5,3,364,2,1.4,2.0,2.4,2,9.7,10.4,11.2,2,-,5,1.5,나쁨
20210902,SK11,부산-대마,비틀(대마),초쾌속선,20210903,AM,1.5,3,164,2,1.2,1.6,1.9,3,8.6,9.3,9.9,2,-,5,1.5,나쁨
20210902,SK11,부산-대마,비틀(대마),초쾌속선,20210903,PM,1.5,3,164,2,1.4,2.0,2.4,2,9.7,10.4,11.2,2,-,5,1.5,나쁨
20210902,SK12,부산-후쿠오카,뉴카멜리아,카페리,20210903,AM,9.0,1,19961,5,0.4,1.2,1.8,3,6.3,9.0,10.2,2,-,5,1.5,나쁨
20210902,SK12,부산-후쿠오카,뉴카멜리아,카페리,20210903,PM,9.0,1,19961,5,0.4,1.5,2.4,2,8.8,10.5,11.4,2,-,5,1.5,나쁨
20210902,SK12,부산-후쿠오카,코비(후쿠오카),초쾌속선,20210903,AM,3.5,1,162,2,0.4,1.2,1.8,3,6.3,9.0,10.2,2,-,5,1.5,나쁨
20210902,SK12,부산-후쿠오카,코비(후쿠오카),초쾌속선,20210903,PM,3.5,1,162,2,0.4,1.5,2.4,2,8.8,10.5,11.4,2,-,5,1.5,나쁨
20210902,SK12,부산-후쿠오카,비틀(후쿠오카),초쾌속선,20210903,AM,3.5,1,164,2,0.4,1.2,1.8,3,6.3,9.0,10.2,2,-,5,1.5,나쁨
20210902,SK12,부산-후쿠오카,비틀(후쿠오카),초쾌속선,20210903,PM,3.5,1,164,2,0.4,1.5,2.4,2,8.8,10.5,11.4,2,-,5,1.5,나쁨
20210902,SK13,부산-오사카,팬스타,카페리,20210903,AM,19.0,1,21688,5,0.3,1.2,1.8,3,7.7,9.3,10.5,2,-,5,1.5,나쁨
20210902,SK13,부산-오사카,팬스타,카페리,20210903,PM,19.0,1,21688,5,0.3,1.5,2.3,2,9.5,10.7,11.8,2,-,5,1.5,나쁨
20210902,SK7,포항-울릉,엘도라도,초쾌속선,20210903,AM,3.2,1,668,3,0.5,0.8,1.1,3,5.0,6.5,7.5,3,-,5,2.6,보통
20210902,SK7,포항-울릉,엘도라도,초쾌속선,20210903,PM,3.2,1,668,3,0.5,0.9,1.3,3,5.9,6.9,8.2,3,-,5,2.6,보통
20210902,SK7,포항-울릉,썬라이즈,초쾌속선,20210903,AM,3.2,1,388,2,0.5,0.8,1.1,3,5.0,6.5,7.5,3,-,5,2.48,나쁨
20210902,SK7,포항-울릉,썬라이즈,초쾌속선,20210903,PM,3.2,1,388,2,0.5,0.9,1.3,3,5.9,6.9,8.2,3,-,5,2.48,나쁨
20210902,SK23,후포-울릉,씨플라워,초쾌속선,20210903,AM,2.5,2,388,2,0.2,0.6,0.9,4,5.1,5.9,6.5,3,-,5,3.12,보통
20210902,SK23,후포-울릉,씨플라워,초쾌속선,20210903,PM,2.5,2,388,2,0.2,0.7,1.0,3,5.4,6.5,8.0,3,-,5,2.68,보통
20210902,SK8,강릉-울릉,씨스타11,초쾌속선,20210903,AM,3.0,1,420,2,0.2,0.4,0.6,4,2.9,4.5,6.4,3,-,5,2.93,보통
20210902,SK8,강릉-울릉,씨스타11,초쾌속선,20210903,PM,3.0,1,420,2,0.2,0.4,0.6,4,3.4,5.2,7.1,3,-,5,2.93,보통
20210902,SK8,강릉-울릉,씨스타5,초쾌속선,20210903,AM,3.0,1,388,2,0.2,0.4,0.6,4,2.9,4.5,6.4,3,-,5,2.93,보통
20210902,SK8,강릉-울릉,씨스타5,초쾌속선,20210903,PM,3.0,1,388,2,0.2,0.4,0.6,4,3.4,5.2,7.1,3,-,5,2.93,보통
20210902,SK9,묵호-울릉,씨스타1,초쾌속선,20210903,AM,2.7,2,388,2,0.4,0.5,0.6,4,2.0,4.4,6.0,3,-,5,3.12,보통
20210902,SK9,묵호-울릉,씨스타1,초쾌속선,20210903,PM,2.7,2,388,2,0.4,0.5,0.7,4,3.8,5.5,6.9,3,-,5,3.12,보통
20210902,SK9,묵호-울릉,씨스타3,쾌속카페리,20210903,AM,2.7,2,550,3,0.4,0.5,0.6,4,2.0,4.4,6.0,3,-,5,3.25,보통
20210902,SK9,묵호-울릉,씨스타3,쾌속카페리,20210903,PM,2.7,2,550,3,0.4,0.5,0.7,4,3.8,5.5,6.9,3,-,5,3.25,보통
20210902,SK1,인천-백령,하모니플라워,쾌속카페리,20210904,AM,3.7,1,2071,4,0.1,0.4,0.6,4,1.1,6.0,8.0,3,-,5,3.18,보통
20210902,SK1,인천-백령,하모니플라워,쾌속카페리,20210904,PM,3.7,1,2071,4,0.1,0.3,0.6,4,0.7,3.7,6.6,3,-,5,3.18,보통
20210902,SK1,인천-백령,코리아킹,초쾌속선,20210904,AM,3.7,1,534,3,0.1,0.4,0.6,4,1.1,6.0,8.0,3,-,5,3.05,보통
20210902,SK1,인천-백령,코리아킹,초쾌속선,20210904,PM,3.7,1,534,3,0.1,0.3,0.6,4,0.7,3.7,6.6,3,-,5,3.05,보통
20210902,SK2,인천-연평,플라잉카페리,쾌속카페리,20210904,AM,2.0,3,573,3,0.1,0.4,0.5,4,1.1,4.7,6.5,3,-,5,3.45,보통
20210902,SK2,인천-연평,플라잉카페리,쾌속카페리,20210904,PM,2.0,3,573,3,0.1,0.3,0.5,4,0.6,2.0,3.9,4,-,5,3.68,좋음
20210902,SK19,인천-단동,동방명주6,카페리,20210904,AM,16.0,1,16537,5,0.2,0.5,0.7,4,2.9,6.4,8.2,3,-,5,3.3,보통
20210902,SK19,인천-단동,동방명주6,카페리,20210904,PM,16.0,1,16537,5,0.1,0.4,0.6,4,0.2,4.5,7.2,3,-,5,3.3,보통
20210902,SK20,인천-석도,화동명주8,카페리,20210904,AM,14.0,1,35092,5,0.3,0.6,0.7,4,4.5,6.9,8.6,3,-,5,3.3,보통
20210902,SK20,인천-석도,화동명주8,카페리,20210904,PM,14.0,1,35092,5,0.3,0.6,0.8,4,1.5,5.8,8.8,3,-,5,3.3,보통
20210902,SK21,대천-외연,웨스트프론티어,일반선,20210904,AM,2.2,3,140,2,0.1,0.2,0.5,4,5.2,6.3,7.6,3,-,5,3.33,보통
20210902,SK21,대천-외연,웨스트프론티어,일반선,20210904,PM,2.2,3,140,2,0.1,0.2,0.3,5,4.8,6.3,8.2,3,-,5,3.77,좋음
20210902,SK3,군산-어청,뉴어청훼리,고속선,20210904,AM,2.7,2,121,2,0.1,0.2,0.5,4,5.6,6.4,7.7,3,-,5,3.12,보통
20210902,SK3,군산-어청,뉴어청훼리,고속선,20210904,PM,2.7,2,121,2,0.1,0.1,0.3,5,5.3,6.8,9.0,2,-,5,1.5,나쁨
20210902,SK14,격포-위도,파장금카페리,고속선,20210904,AM,0.8,4,322,2,0.1,0.2,0.3,5,4.0,5.2,6.5,3,-,5,3.97,좋음
20210902,SK14,격포-위도,파장금카페리,고속선,20210904,PM,0.8,4,322,2,0.1,0.2,0.6,4,4.8,5.8,7.3,3,-,5,3.53,좋음
20210902,SK18,목포-홍도,뉴골드스타,초쾌속선,20210904,AM,2.5,2,308,2,0.1,0.3,0.5,4,2.7,5.7,8.0,3,-,5,3.12,보통
20210902,SK18,목포-홍도,뉴골드스타,초쾌속선,20210904,PM,2.5,2,308,2,0.1,0.2,0.4,5,2.4,4.4,6.2,3,-,5,3.57,좋음
