생산일,코드,권역,지역,예측일자,갈라짐시작시간,갈라짐종료시간,체험시간,체험시간점수,최저기온,평균기온,최고기온,기온점수,최저풍속,평균풍속,최대풍속,풍속점수,날씨,날씨점수,강수량,강수점수,특보,특보점수,총점수,예보지수,,,,,,,
20210902,SD19,남해서부,우도,20210902,9:00,15:41,6.68,5,21.7,22.4,24.1,4,3.7,4.8,5.9,3,4,2,11.2,1,-,5,1,매우나쁨,,,,,,,
20210902,SD20,황해중부,선재도,20210902,9:00,18:00,9,5,21.5,23.1,23.7,4,2.4,4.5,6.5,3,4,2,0,5,-,5,4.3,좋음,,,,,,,
20210902,SD21,황해남부,화도,20210902,9:00,18:00,9,5,21.5,22.7,24.9,4,0.8,2.5,5.9,3,4,2,1.7,3,-,5,3,보통,,,,,,,
20210902,SD4,황해중부,제부도,20210902,9:00,18:00,9,5,22.4,23.8,24.7,4,1.5,3.4,6.3,3,4,2,0,5,-,5,4.3,좋음,,,,,,,
20210902,SD5,제주도,서건도,20210902,9:00,15:30,6.5,5,25.6,26.6,27,5,2.7,3.5,4.4,4,4,2,2.4,3,-,5,3,보통,,,,,,,
20210902,SD6,황해중부,실미도,20210902,16:23,18:00,1.62,3,21.4,23.2,24.6,4,2.3,4.8,6.2,3,4,2,0,5,-,5,2.9,나쁨,,,,,,,
20210902,SD8,황해중부,웅도,20210902,9:00,18:00,9,5,22.9,23.6,24.2,4,2.4,4.4,5.8,3,4,2,0,5,-,5,4.3,좋음,,,,,,,
20210902,SD9,황해중부,소야도,20210902,17:00,18:00,1,3,21.8,22.9,23.8,4,5,6.2,7.1,3,4,2,0,5,-,5,2.9,나쁨,,,,,,,
20210902,SD19,남해서부,우도,20210903,9:55,16:36,6.68,5,23.9,25.8,27.3,5,4,4.8,6.6,3,4,2,0,5,-,5,4.35,좋음,,,,,,,
20210902,SD20,황해중부,선재도,20210903,9:00,13:34,4.57,5,22.2,23.6,24.2,4,2.3,3.7,4.9,4,1,5,0,5,-,5,4.85,매우좋음,,,,,,,
20210902,SD20,황해중부,선재도,20210903,15:05,18:00,2.92,4,22.2,23.6,24.2,4,2.3,3.7,4.9,4,1,5,0,5,-,5,4.15,좋음,,,,,,,
20210902,SD21,황해남부,화도,20210903,9:00,18:00,9,5,23.4,24.4,24.9,5,1,3.5,5.8,3,4,2,0,5,-,5,4.35,좋음,,,,,,,
20210902,SD4,황해중부,제부도,20210903,9:00,18:00,9,5,22.9,24,24.8,5,1.3,3.5,4.9,4,1,5,0,5,-,5,4.9,매우좋음,,,,,,,
20210902,SD5,제주도,서건도,20210903,9:53,16:24,6.52,5,25.1,27.1,28.7,5,3.4,7.4,8.9,3,4,2,2.9,3,-,5,3,보통,,,,,,,
20210902,SD6,황해중부,실미도,20210903,9:00,10:37,1.62,3,22.5,23.4,24.5,4,1.3,2.8,4.6,4,4,2,0,5,-,5,3,보통,,,,,,,
20210902,SD6,황해중부,실미도,20210903,17:37,18:00,0.38,1,22.5,23.4,24.5,4,1.3,2.8,4.6,4,1,5,0,5,-,5,1,매우나쁨,,,,,,,
20210902,SD8,황해중부,웅도,20210903,9:00,18:00,9,5,22.9,24.1,24.6,5,3.8,5,5.8,3,3,3,0,5,-,5,4.5,좋음,,,,,,,
20210902,SD9,황해중부,소야도,20210903,9:00,9:46,0.77,2,22.2,23.2,24,4,2.4,4.1,6.4,3,4,2,0,5,-,5,2.2,나쁨,,,,,,,
20210902,SD10,남해동부,소매물도,20210904,11:48,14:43,2.92,4,24.1,24.2,25.2,5,10.3,11,11.8,2,3,3,0,5,-,5,3.7,보통,,,,,,,
20210902,SD19,남해서부,우도,20210904,10:48,17:20,6.53,5,23.2,25,26.3,5,4.6,6,7.3,3,3,3,0,5,-,5,4.5,좋음,,,,,,,
20210902,SD20,황해중부,선재도,20210904,9:00,13:32,4.53,5,21.2,23.1,23.9,4,1,2.9,4.8,4,1,5,0,5,-,5,4.85,매우좋음,,,,,,,
20210902,SD20,황해중부,선재도,20210904,16:48,18:00,1.2,3,21.2,23.1,23.9,4,1,2.9,4.8,4,1,5,0,5,-,5,3.45,보통,,,,,,,
20210902,SD21,황해남부,화도,20210904,9:00,18:00,9,5,23.5,24.8,25.2,5,1.6,3.1,5.7,3,3,3,0,5,-,5,4.5,좋음,,,,,,,
20210902,SD4,황해중부,제부도,20210904,9:00,14:41,5.68,5,21.9,23.7,24.4,4,1.6,3.4,5.7,3,1,5,0,5,-,5,4.75,매우좋음,,,,,,,
20210902,SD4,황해중부,제부도,20210904,15:32,18:00,2.47,4,21.9,23.7,24.4,4,1.6,3.4,5.7,3,1,5,0,5,-,5,4.05,좋음,,,,,,,
20210902,SD5,제주도,서건도,20210904,10:42,17:08,6.43,5,24.8,26.5,27.6,5,7.6,8.7,9.6,2,4,2,0,5,-,5,4.25,좋음,,,,,,,
20210902,SD6,황해중부,실미도,20210904,9:00,11:48,2.8,4,21.5,23.1,24,4,1.1,2.6,4.4,4,1,5,0,5,-,5,4.15,좋음,,,,,,,
20210902,SD8,황해중부,웅도,20210904,9:00,18:00,9,5,21.9,23.7,24.4,4,4.2,4.8,5.4,3,1,5,0,5,-,5,4.75,매우좋음,,,,,,,
20210902,SD9,황해중부,소야도,20210904,9:00,11:17,2.28,4,21.4,22.8,23.8,4,2.2,4.1,6.6,3,1,5,0,5,-,5,4.05,좋음,,,,,,,
