생산일,코드,권역,지역,예측일자,어종,어종타입,물때,물때점수,최소파고,평균파고,최대파고,파고점수,최소수온,평균수온,최대수온,수온점수,최저기온,평균기온,최대기온,기온점수,최소풍속,평균풍속,최대풍속,풍속점수,총점수
20210902,SF31,황해남부,상태도,20210901,참돔,RP,2,2,0.8,0.9,1.0,3,22,23,24,4,25,26,26,5,4,6,8,3,3.12
20210902,SF32,황해남부,상태도,20210901,돌돔,RB,2,3,0.8,0.9,1.0,3,22,23,24,5,25,26,26,5,4,6,8,3,3.48
20210902,SF33,황해남부,상태도,20210901,우럭,RF,2,4,0.8,0.9,1.0,3,22,23,24,3,25,26,26,5,4,6,8,3,3.24
20210902,SF34,황해남부,상태도,20210901,감성돔,BP,2,2,0.8,0.9,1.0,3,22,23,24,2,25,26,26,5,4,6,8,3,2.72
20210902,SF7,제주도,서귀포,20210901,벵에돔,OP,2,2,0.6,0.7,0.7,3,24,25,25,1,27,27,27,5,7,8,9,2,2.60
20210902,SF10,제주도,성산포,20210901,돌돔,RB,2,3,0.2,0.3,0.4,4,26,27,27,3,27,28,28,5,7,8,9,2,3.20
20210902,SF15,황해남부,신시도,20210901,우럭,RF,2,4,0.5,0.6,0.7,3,26,26,26,2,24,24,24,5,3,4,5,3,3.04
20210902,SF16,남해서부,신지도,20210901,우럭,RF,2,4,0.5,0.7,1.0,3,25,25,25,2,26,27,27,5,6,8,9,2,2.60
20210902,SF54,동해중부,아야진항,20210901,우럭,RF,2,4,1.0,1.2,1.5,2,23,23,23,3,21,21,22,4,4,5,6,3,2.40
20210902,SF55,동해중부,아야진항,20210901,감성돔,BP,2,2,1.0,1.2,1.5,2,23,23,23,2,21,21,22,4,4,5,6,3,2.40
20210902,SF24,황해중부,어청도,20210901,농어,SB,2,2,0.5,0.6,0.7,3,25,25,25,3,23,23,24,4,5,6,7,3,2.88
20210902,SF25,황해중부,어청도,20210901,참돔,RP,2,2,0.5,0.6,0.7,3,25,25,25,3,23,23,24,4,5,6,7,3,2.88
20210902,SF26,황해중부,어청도,20210901,돌돔,RB,2,3,0.5,0.6,0.7,3,25,25,25,5,23,23,24,4,5,6,7,3,3.44
20210902,SF27,황해중부,어청도,20210901,우럭,RF,2,4,0.5,0.6,0.7,3,25,25,25,2,23,23,24,4,5,6,7,3,3.00
20210902,SF28,황해중부,어청도,20210901,감성돔,BP,2,2,0.5,0.6,0.7,3,25,25,25,1,23,23,24,4,5,6,7,3,2.48
20210902,SF4,남해서부,연도,20210901,감성돔,BP,2,2,0.2,0.2,0.3,4,26,26,26,1,26,26,27,5,7,8,9,2,2.64
20210902,SF47,황해중부,영흥도,20210901,우럭,RF,2,4,0.3,0.5,0.7,3,24,24,24,3,21,23,24,4,5,5,7,3,3.20
20210902,SF48,황해중부,영흥도,20210901,농어,SB,2,2,0.3,0.5,0.7,3,24,24,24,3,21,23,24,4,5,5,7,3,2.88
20210902,SF52,동해중부,외옹치항,20210901,우럭,RF,2,4,0.9,1.2,1.5,2,22,22,22,3,21,21,22,4,4,5,6,3,2.40
20210902,SF53,동해중부,외옹치항,20210901,감성돔,BP,2,2,0.9,1.2,1.5,2,22,22,22,3,21,21,22,4,4,5,6,3,2.40
20210902,SF8,남해동부,욕지도,20210901,벵에돔,OP,2,2,0.5,0.6,0.7,3,26,26,26,1,26,26,27,5,7,9,10,2,2.60
20210902,SF5,동해남부,울산,20210901,감성돔,BP,2,2,0.2,0.3,0.5,4,22,22,22,3,23,25,26,5,5,7,11,2,3.04
20210902,SF6,동해남부,울진후정,20210901,감성돔,BP,2,2,1.5,1.7,1.9,2,25,26,26,1,22,23,23,4,6,8,10,2,2.00
20210902,SF3,남해서부,추자도,20210901,감성돔,BP,2,2,1.0,1.1,1.3,2,25,25,26,1,27,27,27,5,8,8,9,2,2.00
20210902,SF40,동해남부,포항,20210901,농어,SB,2,2,0.7,1.0,1.5,2,25,25,25,3,23,23,24,4,3,7,11,2,2.00
20210902,SF42,동해남부,포항,20210901,감성돔,BP,2,2,0.7,1.0,1.5,2,25,25,25,1,23,23,24,4,3,7,11,2,2.00
20210902,SF43,동해남부,포항,20210901,벵에돔,OP,2,2,0.7,1.0,1.5,2,25,25,25,1,23,23,24,4,3,7,11,2,2.00
20210902,SF9,황해남부,하조도,20210901,돌돔,RB,2,3,0.3,0.4,0.5,4,26,26,26,4,25,26,26,5,5,8,9,2,3.40
20210902,SF44,동해남부,후포,20210901,벵에돔,OP,2,2,1.4,1.6,2.0,2,25,25,25,1,22,23,24,4,7,9,11,2,2.00
20210902,SF45,동해남부,후포,20210901,감성돔,BP,2,2,1.4,1.6,2.0,2,25,25,25,1,22,23,24,4,7,9,11,2,2.00
20210902,SF46,동해남부,후포,20210901,우럭,RF,2,4,1.4,1.6,2.0,2,25,25,25,2,22,23,24,4,7,9,11,2,2.00
