FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
NW,20210902,AM,24.9,18.2,4.1,17.8,28.3,3.6,0.3,6.4,3.0,4.8,0.1,3.8,4.0,8.0,4,0.0,-,-,70.6,좋음
NW,20210902,PM,24.8,18.3,5.1,16.0,28.2,3.6,0.3,6.4,3.0,4.8,0.2,2.9,4.0,8.0,4,1.4,-,-,60.0,보통
NW,20210903,AM,26.0,16.2,8.4,10.1,26.8,4.2,0.6,7.0,4.0,3.8,0.1,3.8,4.0,8.0,4,5.0,-,-,60.0,보통
NW,20210903,PM,26.2,15.8,8.5,9.9,26.8,4.2,0.7,6.5,4.0,3.8,0.2,2.9,4.0,8.0,4,0.7,-,-,60.0,보통
NW,20210904,AM,26.3,15.6,8.4,10.1,25.6,4.7,0.5,7.5,5.0,3.8,0.1,3.8,3.1,18.6,4,0.0,-,-,72.1,좋음
NW,20210904,PM,26.2,15.8,9.1,8.8,26.1,4.4,0.4,6.4,5.0,3.8,0.2,2.9,3.7,8.0,4,0.0,-,-,58.1,보통
NW,20210905,DY,26.4,15.5,9.1,8.8,26.6,4.2,0.8,6.0,6.0,3.8,0.2,2.9,4.0,8.0,4,0.0,-,-,57.2,보통
NW,20210906,DY,27.1,14.2,7.9,11.0,26.3,4.4,1.0,5.0,7.0,2.4,0.2,2.9,4.0,8.0,4,0.0,-,-,55.9,보통
NW,20210907,DY,26.4,15.5,11.3,4.9,27.5,3.9,2.5,0.0,8.0,2.4,0.4,1.1,4.0,8.0,4,0.0,-,-,43.8,나쁨
NW,20210908,DY,25.0,18.0,3.9,18.2,27.6,3.8,0.6,7.0,9.0,2.4,0.2,2.9,4.0,8.0,4,0.0,-,-,68.3,좋음
SW,20210902,AM,25.5,16.4,3.7,17.8,27.5,4.6,0.4,7.8,3.0,5.2,0.3,2.2,4.0,7.5,4,1.1,-,-,60.0,보통
SW,20210902,PM,25.2,16.9,3.4,18.3,27.6,4.5,0.3,7.8,3.0,5.2,0.3,2.2,4.0,7.5,4,0.7,-,-,60.0,보통
SW,20210903,AM,26.4,14.9,4.5,16.4,27.5,4.6,0.5,9.2,4.0,4.2,0.2,3.2,4.0,7.5,4,8.5,-,-,45.0,나쁨
SW,20210903,PM,26.4,14.9,6.2,13.5,27.8,4.4,0.5,9.2,4.0,4.2,0.3,2.2,4.0,7.5,4,1.7,-,-,60.0,보통
SW,20210904,AM,25.9,15.7,7.0,12.1,27.7,4.5,0.4,7.8,5.0,4.2,0.3,2.2,3.0,17.4,4,0.0,-,-,71.9,좋음
SW,20210904,PM,25.6,16.2,7.3,11.6,27.8,4.4,0.4,7.8,5.0,4.2,0.3,2.2,3.4,17.4,4,0.0,-,-,71.8,좋음
SW,20210905,DY,25.4,16.6,7.3,11.6,27.9,4.4,1.1,5.5,6.0,4.2,0.4,1.2,4.0,7.5,4,0.0,-,-,59.0,보통
SW,20210906,DY,25.3,16.8,7.3,11.6,27.8,4.4,1.3,4.3,7.0,2.6,0.4,1.2,4.0,7.5,4,0.0,-,-,56.4,보통
SW,20210907,DY,24.9,17.4,9.1,8.5,27.1,4.7,1.4,3.7,8.0,2.6,0.7,0.0,4.0,7.5,4,0.0,-,-,52.4,나쁨
SW,20210908,DY,25.0,17.3,4.0,17.3,25.1,5.7,0.3,7.8,9.0,2.6,0.7,0.0,4.0,7.5,4,0.0,-,-,66.2,좋음
NE,20210902,AM,25.2,16.0,4.1,16.2,28.0,6.1,0.3,9.4,3.0,5.9,0.3,1.8,4.0,6.9,4,2.1,-,-,60.0,보통
NE,20210902,PM,25.2,16.0,5.1,14.5,28.0,6.1,0.5,11.0,3.0,5.9,0.4,0.9,4.0,6.9,4,0.7,-,-,60.0,보통
NE,20210903,AM,25.6,15.4,8.9,8.3,27.1,6.7,1.1,6.6,4.0,4.7,0.3,1.8,4.0,6.9,4,6.4,-,-,45.0,나쁨
NE,20210903,PM,25.8,15.0,8.8,8.5,27.0,6.8,1.2,5.9,4.0,4.7,0.4,0.9,4.0,6.9,4,0.2,-,-,60.0,보통
NE,20210904,AM,25.5,15.5,9.4,7.5,24.9,8.2,1.1,6.6,5.0,4.7,0.3,1.8,4.0,6.9,4,0.0,-,-,59.2,보통
NE,20210904,PM,25.5,15.5,9.3,7.7,24.5,8.5,1.0,7.3,5.0,4.7,0.3,1.8,4.0,6.9,4,0.0,-,-,60.4,보통
NE,20210905,DY,25.9,14.9,10.7,5.4,24.2,8.7,1.8,1.5,6.0,4.7,0.4,0.9,4.0,6.9,4,0.0,-,-,51.0,나쁨
NE,20210906,DY,26.3,14.2,9.7,7.0,23.7,9.0,1.5,3.7,7.0,3.0,0.5,0.1,4.0,6.9,4,0.0,-,-,51.9,나쁨
NE,20210907,DY,26.9,13.2,12.2,2.9,25.1,8.1,2.1,0.0,8.0,3.0,0.8,0.0,4.0,6.9,4,0.0,-,-,42.1,나쁨
NE,20210908,DY,25.1,16.2,5.2,14.4,27.6,6.4,0.6,10.3,9.0,3.0,0.6,0.0,4.0,6.9,4,0.0,-,-,65.2,좋음
SE,20210902,AM,24.8,17.3,3.4,18.0,27.2,4.8,0.4,6.7,3.0,5.5,0.3,2.3,4.0,7.9,4,2.6,-,-,60.0,보통
SE,20210902,PM,24.8,17.3,3.5,17.8,27.5,4.6,0.4,6.7,3.0,5.5,0.2,3.4,4.0,7.9,4,0.4,-,-,60.0,보통
SE,20210903,AM,25.3,16.5,6.4,12.9,27.1,4.8,0.7,6.9,4.0,4.4,0.1,4.4,4.0,7.9,4,11.4,-,-,20.0,매우나쁨
SE,20210903,PM,25.5,16.1,6.7,12.4,27.4,4.7,0.8,6.3,4.0,4.4,0.2,3.4,4.0,7.9,4,1.0,-,-,60.0,보통
