FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
SW,20210904,DY,25.7,16.1,7.9,10.5,26.9,4.8,0.8,7.3,5.0,4.2,0.4,1.2,4.0,7.5,4,0.0,-,-,59.6,보통
NE,20210829,AM,26.6,13.7,4.2,16.0,27.5,6.4,0.1,9.4,14.0,4.7,0.4,0.9,2.0,16.0,6,0.0,-,HW,20.0,매우나쁨
NE,20210829,PM,26.8,13.4,5.3,14.2,28.0,6.1,0.1,9.4,14.0,4.7,0.2,2.6,2.4,16.0,6,0.0,-,HW,20.0,매우나쁨
NE,20210830,AM,26.0,14.7,3.2,17.7,27.7,6.3,0.1,9.4,15.0,5.9,0.3,1.8,3.0,16.0,6,0.0,-,-,83.8,매우좋음
NE,20210830,PM,26.0,14.7,3.1,17.8,28.1,6.0,0.1,9.4,15.0,5.9,0.2,2.6,3.0,16.0,6,2.2,-,-,60.0,보통
NE,20210831,AM,25.9,14.9,2.8,18.3,28.1,6.0,0.0,9.4,1.0,5.9,0.2,2.6,3.0,16.0,6,0.0,-,-,85.1,매우좋음
NE,20210831,PM,26.0,14.7,3.4,17.3,28.6,5.7,0.0,9.4,1.0,5.9,0.3,1.8,3.4,16.0,6,0.0,-,-,82.8,매우좋음
NE,20210901,DY,26.1,14.5,4.3,15.9,27.9,6.2,0.5,11.0,2.0,5.9,0.3,1.8,3.8,6.9,4,0.0,-,-,70.2,좋음
NE,20210902,DY,26.4,14.1,7.7,10.3,28.0,6.1,0.7,9.5,3.0,5.9,0.4,0.9,4.0,6.9,4,0.0,-,-,61.7,보통
NE,20210903,DY,25.0,16.3,3.4,17.3,28.2,6.0,0.6,10.3,4.0,4.7,0.3,1.8,4.0,6.9,4,0.0,-,-,71.3,좋음
NE,20210904,DY,25.7,15.2,10.2,6.2,26.3,7.3,1.4,4.4,5.0,4.7,0.4,0.9,4.0,6.9,4,0.0,-,-,53.6,나쁨
SE,20210829,AM,27.4,12.9,5.1,15.1,26.9,4.9,0.4,6.7,14.0,4.4,0.3,2.3,2.4,18.4,6,0.0,-,HW,20.0,매우나쁨
SE,20210829,PM,27.7,12.4,5.3,14.8,27.4,4.7,0.3,6.7,14.0,4.4,0.2,3.4,2.3,18.4,6,0.0,-,-·HW,20.0,매우나쁨
SE,20210830,AM,26.6,14.3,2.5,19.5,27.0,4.9,0.2,6.7,15.0,5.5,0.3,2.3,3.2,18.4,6,0.0,-,-,83.6,매우좋음
SE,20210830,PM,26.2,14.9,2.6,19.4,27.5,4.6,0.2,6.7,15.0,5.5,0.1,4.4,3.2,18.4,6,0.7,-,-,60.0,보통
SE,20210831,AM,26.5,14.4,3.2,18.3,27.5,4.6,0.1,6.7,1.0,5.5,0.2,3.4,3.1,18.4,6,0.0,-,-,83.3,매우좋음
SE,20210831,PM,26.5,14.4,4.2,16.6,27.9,4.4,0.1,6.7,1.0,5.5,0.1,4.4,3.1,18.4,6,0.0,-,-,82.4,매우좋음
SE,20210901,DY,26.4,14.6,5.5,14.4,27.5,4.6,0.7,6.9,2.0,5.5,0.3,2.3,3.8,7.9,4,0.0,-,-,64.2,보통
SE,20210902,DY,26.8,13.9,6.2,13.2,27.2,4.8,0.8,6.3,3.0,5.5,0.4,1.2,4.0,7.9,4,0.0,-,-,60.8,보통
SE,20210903,DY,25.5,16.1,3.9,17.2,26.8,5.0,0.2,6.7,4.0,4.4,0.2,3.4,4.0,7.9,4,0.0,-,-,68.7,좋음
SE,20210904,DY,25.0,17.0,7.5,11.0,27.1,4.8,1.1,4.8,5.0,4.4,0.2,3.4,4.0,7.9,4,0.0,-,-,61.3,보통
