FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
NW,20210829,AM,27.0,14.4,6.6,13.3,27.2,4.0,0.3,6.4,14.0,3.8,0.1,3.8,2.5,18.6,6,0.0,-,HW,20.0,매우나쁨
NW,20210829,PM,27.4,13.7,7.5,11.7,27.5,3.9,0.3,6.4,14.0,3.8,0.2,2.9,2.4,18.6,6,0.0,-,HW,20.0,매우나쁨
NW,20210830,AM,26.4,15.5,3.9,18.2,27.6,3.8,0.2,6.4,15.0,4.8,0.1,3.8,3.3,18.6,6,0.0,-,-,83.1,매우좋음
NW,20210830,PM,26.2,15.8,3.7,18.5,28.1,3.6,0.1,6.4,15.0,4.8,0.1,3.8,3.1,18.6,6,0.0,-,-,83.5,매우좋음
NW,20210831,AM,25.9,16.4,3.1,19.6,27.7,3.8,0.1,6.4,1.0,4.8,0.1,3.8,3.3,18.6,6,0.0,-,-,85.4,매우좋음
NW,20210831,PM,26.0,16.2,3.5,18.9,28.1,3.6,0.1,6.4,1.0,4.8,0.1,3.8,3.7,8.0,6,0.0,-,-,73.7,좋음
NW,20210901,DY,26.8,14.7,7.1,12.4,27.8,3.8,0.8,6.0,2.0,4.8,0.2,2.9,3.8,8.0,4,0.0,-,-,60.6,보통
NW,20210902,DY,26.9,14.6,8.2,10.4,28.0,3.7,1.0,5.0,3.0,4.8,0.2,2.9,4.0,8.0,4,0.0,-,-,57.4,보통
NW,20210903,DY,25.1,17.8,3.3,19.2,28.3,3.6,0.8,6.0,4.0,3.8,0.2,2.9,4.0,8.0,4,0.0,-,-,69.3,좋음
NW,20210904,DY,26.3,15.6,9.2,8.6,25.7,4.6,0.6,7.0,5.0,3.8,0.2,2.9,4.0,8.0,4,0.0,-,-,58.5,보통
SW,20210829,AM,26.7,14.3,5.1,15.4,27.1,4.7,0.4,7.8,14.0,4.2,0.5,0.1,2.8,17.4,6,0.0,-,HW,20.0,매우나쁨
SW,20210829,PM,26.4,14.9,4.5,16.4,27.4,4.6,0.4,7.8,14.0,4.2,0.4,1.2,2.1,17.4,6,0.0,-,-·HW,20.0,매우나쁨
SW,20210830,AM,26.0,15.5,3.2,18.7,27.2,4.7,0.2,7.8,15.0,5.2,0.4,1.2,3.7,7.5,6,0.0,-,-,72.6,좋음
SW,20210830,PM,26.0,15.5,3.7,17.8,27.7,4.5,0.2,7.8,15.0,5.2,0.2,3.2,3.2,17.4,6,0.0,-,-,83.4,매우좋음
SW,20210831,AM,25.7,16.1,2.8,19.3,27.7,4.5,0.2,7.8,1.0,5.2,0.4,1.2,3.6,7.5,6,0.0,-,-,73.6,좋음
SW,20210831,PM,25.6,16.2,3.3,18.5,28.1,4.3,0.1,7.8,1.0,5.2,0.2,3.2,3.8,7.5,6,0.0,-,-,74.7,좋음
SW,20210901,DY,25.3,16.8,3.9,17.4,27.9,4.4,0.8,7.3,2.0,5.2,0.4,1.2,3.8,7.5,4,0.0,-,-,67.8,좋음
SW,20210902,DY,25.5,16.4,5.9,14.0,27.5,4.6,1.0,6.1,3.0,5.2,0.5,0.1,4.0,7.5,4,0.0,-,-,61.9,보통
SW,20210903,DY,24.9,17.4,3.4,18.3,26.8,4.9,0.3,7.8,4.0,4.2,0.4,1.2,4.0,7.5,4,0.0,-,-,69.3,좋음
