생산일,코드,권역,지역,예측일자,어종,어종타입,물때,물때점수,최소파고,평균파고,최대파고,파고점수,최소수온,평균수온,최대수온,수온점수,최저기온,평균기온,최대기온,기온점수,최소풍속,평균풍속,최대풍속,풍속점수,총점수
20210829,SF65,남해동부,부산서부,20210828,농어,SB,13,2,0.7,0.8,0.8,3,19,19,20,5,25,26,27,5,0,4,6,3,3.32
20210829,SF1,황해남부,상왕등도,20210828,감성돔,BP,13,3,0.3,0.3,0.5,4,25,26,26,1,25,25,26,5,4,5,6,3,3.04
20210829,SF29,황해남부,상태도,20210828,농어,SB,13,2,0.5,0.6,0.8,3,22,22,22,4,25,26,26,5,4,5,8,3,3.12
20210829,SF31,황해남부,상태도,20210828,참돔,RP,13,2,0.5,0.6,0.8,3,22,22,22,4,25,26,26,5,4,5,8,3,3.12
20210829,SF32,황해남부,상태도,20210828,돌돔,RB,13,4,0.5,0.6,0.8,3,22,22,22,4,25,26,26,5,4,5,8,3,3.44
20210829,SF33,황해남부,상태도,20210828,우럭,RF,13,4,0.5,0.6,0.8,3,22,22,22,3,25,26,26,5,4,5,8,3,3.24
20210829,SF34,황해남부,상태도,20210828,감성돔,BP,13,3,0.5,0.6,0.8,3,22,22,22,3,25,26,26,5,4,5,8,3,3.08
20210829,SF7,제주도,서귀포,20210828,벵에돔,OP,13,3,0.5,0.6,0.7,3,23,23,24,3,26,27,27,5,6,8,9,2,2.60
20210829,SF10,제주도,성산포,20210828,돌돔,RB,13,4,0.2,0.3,0.4,4,25,26,27,4,27,27,27,5,0,4,8,3,3.80
20210829,SF15,황해남부,신시도,20210828,우럭,RF,13,4,0.3,0.4,0.6,3,26,26,26,2,24,25,26,5,3,5,6,3,3.04
20210829,SF16,남해서부,신지도,20210828,우럭,RF,13,4,0.2,0.4,0.6,3,25,25,25,2,26,26,27,5,2,5,7,3,3.04
20210829,SF54,동해중부,아야진항,20210828,우럭,RF,13,4,0.1,0.2,0.2,5,23,23,24,3,25,26,26,5,0,3,6,3,3.96
20210829,SF55,동해중부,아야진항,20210828,감성돔,BP,13,3,0.1,0.2,0.2,5,23,23,24,2,25,26,26,5,0,3,6,3,3.60
20210829,SF24,황해중부,어청도,20210828,농어,SB,13,2,0.3,0.4,0.6,3,25,25,25,3,25,25,25,5,2,3,5,3,2.92
20210829,SF25,황해중부,어청도,20210828,참돔,RP,13,2,0.3,0.4,0.6,3,25,25,25,3,25,25,25,5,2,3,5,3,2.92
20210829,SF26,황해중부,어청도,20210828,돌돔,RB,13,4,0.3,0.4,0.6,3,25,25,25,5,25,25,25,5,2,3,5,3,3.64
20210829,SF27,황해중부,어청도,20210828,우럭,RF,13,4,0.3,0.4,0.6,3,25,25,25,2,25,25,25,5,2,3,5,3,3.04
20210829,SF28,황해중부,어청도,20210828,감성돔,BP,13,3,0.3,0.4,0.6,3,25,25,25,1,25,25,25,5,2,3,5,3,2.68
20210829,SF4,남해서부,연도,20210828,감성돔,BP,13,3,0.2,0.3,0.4,4,26,28,28,1,26,26,26,5,2,5,7,3,3.04
20210829,SF47,황해중부,영흥도,20210828,우럭,RF,13,4,0.3,0.4,0.5,4,24,24,24,3,23,24,24,5,2,4,5,3,3.60
20210829,SF48,황해중부,영흥도,20210828,농어,SB,13,2,0.3,0.4,0.5,4,24,24,24,3,23,24,24,5,2,4,5,3,3.28
20210829,SF52,동해중부,외옹치항,20210828,우럭,RF,13,4,0.1,0.2,0.2,5,22,22,23,3,25,26,26,5,0,3,4,4,4.20
20210829,SF53,동해중부,외옹치항,20210828,감성돔,BP,13,3,0.1,0.2,0.2,5,22,22,23,3,25,26,26,5,0,3,4,4,4.04
20210829,SF8,남해동부,욕지도,20210828,벵에돔,OP,13,3,0.3,0.5,0.6,3,26,27,28,1,26,26,26,5,2,4,7,3,2.68
20210829,SF5,동해남부,울산,20210828,감성돔,BP,13,3,0.1,0.3,0.4,4,21,21,22,3,26,26,26,5,2,4,6,3,3.44
20210829,SF6,동해남부,울진후정,20210828,감성돔,BP,13,3,0.3,0.4,0.5,4,25,25,26,1,25,25,26,5,1,4,6,3,3.04
20210829,SF3,남해서부,추자도,20210828,감성돔,BP,13,3,0.5,0.6,0.8,3,22,23,23,2,26,26,26,5,2,4,5,3,2.88
20210829,SF40,동해남부,포항,20210828,농어,SB,13,2,0.2,0.2,0.3,4,25,26,26,2,25,26,27,5,1,3,5,3,3.08
20210829,SF42,동해남부,포항,20210828,감성돔,BP,13,3,0.2,0.2,0.3,4,25,26,26,1,25,26,27,5,1,3,5,3,3.04
20210829,SF43,동해남부,포항,20210828,벵에돔,OP,13,3,0.2,0.2,0.3,4,25,26,26,1,25,26,27,5,1,3,5,3,3.04
20210829,SF9,황해남부,하조도,20210828,돌돔,RB,13,4,0.2,0.3,0.5,4,25,25,25,5,25,26,26,5,1,2,3,4,4.24
20210829,SF44,동해남부,후포,20210828,벵에돔,OP,13,3,0.2,0.3,0.5,4,25,26,26,1,25,27,28,5,1,4,6,3,3.04
20210829,SF45,동해남부,후포,20210828,감성돔,BP,13,3,0.2,0.3,0.5,4,25,26,26,1,25,27,28,5,1,4,6,3,3.04
20210829,SF46,동해남부,후포,20210828,우럭,RF,13,4,0.2,0.3,0.5,4,25,26,26,2,25,27,28,5,1,4,6,3,3.40
