NAME,Date_time,WHT,SST
월포해수욕장,2021-08-31 21,0.05,26.26
월포해수욕장,2021-08-31 00,0.15,26.07
월포해수욕장,2021-08-31 03,0.11,25.98
월포해수욕장,2021-08-31 06,0.1,25.74
월포해수욕장,2021-08-31 09,0.18,26.12
월포해수욕장,2021-08-31 12,0.19,26.45
월포해수욕장,2021-08-31 15,0.41,26.91
월포해수욕장,2021-08-31 18,0.17,26.59
구조라해수욕장,2021-08-29 09,0.2,24.42
구조라해수욕장,2021-08-29 12,0.2,25.26
구조라해수욕장,2021-08-29 15,0.38,25.57
구조라해수욕장,2021-08-29 18,0.22,24.34
구조라해수욕장,2021-08-30 21,0.52,23.65
구조라해수욕장,2021-08-30 00,0.02,22.99
구조라해수욕장,2021-08-30 03,0.08,23.03
구조라해수욕장,2021-08-30 06,0.1,22.96
구조라해수욕장,2021-08-30 09,0.36,23.29
구조라해수욕장,2021-08-30 12,0.15,24.96
구조라해수욕장,2021-08-30 15,0.04,25.84
구조라해수욕장,2021-08-30 18,0.01,25.13
구조라해수욕장,2021-08-31 21,0.06,24.92
구조라해수욕장,2021-08-31 00,0.1,24.84
구조라해수욕장,2021-08-31 03,0.08,24.59
구조라해수욕장,2021-08-31 06,0.1,24.66
구조라해수욕장,2021-08-31 09,0.06,25.19
구조라해수욕장,2021-08-31 12,0.1,25.38
구조라해수욕장,2021-08-31 15,0.02,25.65
구조라해수욕장,2021-08-31 18,0.11,25.38
문섬,2021-08-29 09,0.48,24.57
문섬,2021-08-29 12,0.63,24.46
문섬,2021-08-29 15,0.67,24.91
문섬,2021-08-29 18,0.55,24.9
문섬,2021-08-30 21,0.41,24.84
문섬,2021-08-30 00,0.33,24.27
문섬,2021-08-30 03,0.34,24.62
문섬,2021-08-30 06,0.28,24.51
문섬,2021-08-30 09,0.26,24.73
문섬,2021-08-30 12,0.44,24.63
문섬,2021-08-30 15,0.29,25.14
문섬,2021-08-30 18,0.19,25.1
문섬,2021-08-31 21,0.05,24.95
문섬,2021-08-31 00,0.2,25.25
문섬,2021-08-31 03,0.25,24.72
문섬,2021-08-31 06,0.21,25.03
문섬,2021-08-31 09,0.25,25.0
문섬,2021-08-31 12,0.06,25.17
문섬,2021-08-31 15,0.12,25.52
문섬,2021-08-31 18,0.15,25.27
