NAME,Date_time,WHT,SST
상왕등도,2021-08-29 09,0.59,25.62
상왕등도,2021-08-29 12,0.46,26.41
상왕등도,2021-08-29 15,0.33,26.33
상왕등도,2021-08-29 18,0.25,26.14
상왕등도,2021-08-30 21,0.21,26.28
상왕등도,2021-08-30 00,0.15,25.99
상왕등도,2021-08-30 03,0.31,25.43
상왕등도,2021-08-30 06,0.24,25.39
상왕등도,2021-08-30 09,0.08,25.4
상왕등도,2021-08-30 12,-0.0,25.66
상왕등도,2021-08-30 15,0.3,25.84
상왕등도,2021-08-30 18,0.23,25.78
상왕등도,2021-08-31 21,0.37,25.95
상왕등도,2021-08-31 00,0.28,25.72
상왕등도,2021-08-31 03,0.09,25.16
상왕등도,2021-08-31 06,0.54,25.01
상왕등도,2021-08-31 09,0.49,25.45
상왕등도,2021-08-31 12,0.22,26.34
상왕등도,2021-08-31 15,0.12,26.29
상왕등도,2021-08-31 18,0.1,26.04
추자도,2021-08-29 09,0.83,24.01
추자도,2021-08-29 12,0.65,24.54
추자도,2021-08-29 15,0.56,24.34
추자도,2021-08-29 18,0.74,24.09
추자도,2021-08-30 21,0.7,24.09
추자도,2021-08-30 00,0.31,24.02
추자도,2021-08-30 03,0.35,23.43
추자도,2021-08-30 06,0.66,23.79
추자도,2021-08-30 09,0.29,23.6
추자도,2021-08-30 12,0.26,24.51
추자도,2021-08-30 15,0.1,24.76
추자도,2021-08-30 18,0.11,24.57
추자도,2021-08-31 21,0.04,24.63
추자도,2021-08-31 00,0.29,24.22
추자도,2021-08-31 03,0.37,24.19
추자도,2021-08-31 06,0.24,24.16
추자도,2021-08-31 09,0.16,24.58
추자도,2021-08-31 12,0.31,24.66
추자도,2021-08-31 15,0.21,25.81
추자도,2021-08-31 18,0.14,25.05
울진후정,2021-08-29 09,0.2,24.84
울진후정,2021-08-29 12,0.05,25.1
울진후정,2021-08-29 15,0.02,24.55
울진후정,2021-08-29 18,0.11,24.41
울진후정,2021-08-30 21,0.21,24.56
울진후정,2021-08-30 00,0.14,24.64
울진후정,2021-08-30 03,0.3,24.72
울진후정,2021-08-30 06,0.04,24.64
울진후정,2021-08-30 09,0.04,24.43
울진후정,2021-08-30 12,0.08,25.0
울진후정,2021-08-30 15,0.1,24.78
울진후정,2021-08-30 18,0.15,25.52
울진후정,2021-08-31 21,0.32,25.04
울진후정,2021-08-31 00,0.08,25.29
울진후정,2021-08-31 03,0.24,25.26
울진후정,2021-08-31 06,0.1,25.18
울진후정,2021-08-31 09,0.1,25.6
울진후정,2021-08-31 12,0.06,25.99
울진후정,2021-08-31 15,0.17,26.33
울진후정,2021-08-31 18,0.44,25.9
동명항,2021-08-29 09,0.2,23.77
동명항,2021-08-29 12,0.17,24.73
동명항,2021-08-29 15,0.14,25.2
동명항,2021-08-29 18,0.12,24.94
동명항,2021-08-30 21,0.14,25.38
동명항,2021-08-30 00,0.12,25.17
동명항,2021-08-30 03,0.11,24.6
동명항,2021-08-30 06,0.14,24.05
동명항,2021-08-30 09,0.15,24.48
동명항,2021-08-30 12,0.14,24.86
동명항,2021-08-30 15,0.19,24.98
동명항,2021-08-30 18,0.18,25.38
동명항,2021-08-31 21,0.12,25.49
동명항,2021-08-31 00,0.07,25.23
동명항,2021-08-31 03,0.06,25.0
동명항,2021-08-31 06,0.1,24.33
동명항,2021-08-31 09,0.22,24.06
동명항,2021-08-31 12,0.23,24.41
동명항,2021-08-31 15,0.19,24.93
동명항,2021-08-31 18,0.17,24.56
월포해수욕장,2021-08-29 09,0.19,24.98
월포해수욕장,2021-08-29 12,0.1,26.09
월포해수욕장,2021-08-29 15,0.02,26.45
월포해수욕장,2021-08-29 18,0.02,25.49
월포해수욕장,2021-08-30 21,0.23,26.05
월포해수욕장,2021-08-30 00,0.14,25.8
월포해수욕장,2021-08-30 03,0.1,25.43
월포해수욕장,2021-08-30 06,0.21,25.6
월포해수욕장,2021-08-30 09,0.1,25.72
월포해수욕장,2021-08-30 12,0.07,26.26
월포해수욕장,2021-08-30 15,0.1,26.76
월포해수욕장,2021-08-30 18,0.25,26.5
