생산일,코드,권역,지역,예측일자,어종,어종타입,물때,물때점수,최소파고,평균파고,최대파고,파고점수,최소수온,평균수온,최대수온,수온점수,최저기온,평균기온,최대기온,기온점수,최소풍속,평균풍속,최대풍속,풍속점수,총점수,예보지수
20210829,SF2,황해남부,가거도,20210829,감성돔,BP,14,2,0.6,0.8,0.9,3,26.1,26.6,26.8,1,25.8,26.0,26.2,5,6.4,7.2,7.9,3,2.52,나쁨
20210829,SF35,남해서부,거문도,20210829,농어,SB,14,1,0.4,0.4,0.4,4,24.0,25.1,25.8,3,26.3,26.4,26.5,5,3.1,4.8,5.8,3,3.12,보통
20210829,SF37,남해서부,거문도,20210829,참돔,RP,14,1,0.4,0.4,0.4,4,24.0,25.1,25.8,3,26.3,26.4,26.5,5,3.1,4.8,5.8,3,3.12,보통
20210829,SF38,남해서부,거문도,20210829,감성돔,BP,14,2,0.4,0.4,0.4,4,24.0,25.1,25.8,1,26.3,26.4,26.5,5,3.1,4.8,5.8,3,2.88,나쁨
20210829,SF39,남해서부,거문도,20210829,우럭,RF,14,5,0.4,0.4,0.4,4,24.0,25.1,25.8,2,26.3,26.4,26.5,5,3.1,4.8,5.8,3,3.56,보통
20210829,SF14,남해동부,거제도,20210829,우럭,RF,14,5,0.2,0.3,0.4,4,25.3,25.6,25.9,2,26.1,27.5,28.2,5,1.3,4.7,7.4,3,3.56,보통
20210829,SF11,황해중부,국화도,20210829,우럭,RF,14,5,0.1,0.1,0.1,5,25.9,26.2,26.3,2,21.7,22.3,22.7,4,2.9,5.9,9.1,2,3.64,보통
20210829,SF56,제주도,김녕,20210829,벵에돔,OP,14,2,0.1,0.2,0.2,5,27.5,28.0,28.3,1,26.5,26.7,27.0,5,1.3,2.4,4.4,4,3.48,보통
20210829,SF57,제주도,김녕,20210829,농어,SB,14,1,0.1,0.2,0.2,5,27.5,28.0,28.3,1,26.5,26.7,27.0,5,1.3,2.4,4.4,4,3.32,보통
20210829,SF58,제주도,김녕,20210829,돌돔,RB,14,2,0.1,0.2,0.2,5,27.5,28.0,28.3,2,26.5,26.7,27.0,5,1.3,2.4,4.4,4,3.68,보통
20210829,SF59,제주도,김녕,20210829,참돔,RP,14,1,0.1,0.2,0.2,5,27.5,28.0,28.3,1,26.5,26.7,27.0,5,1.3,2.4,4.4,4,3.32,보통
20210829,SF49,황해중부,모항항,20210829,우럭,RF,14,5,0.2,0.2,0.3,4,23.0,23.2,23.3,3,22.1,22.5,23.3,4,2.9,6.9,9.8,2,3.48,보통
20210829,SF50,황해중부,모항항,20210829,감성돔,BP,14,2,0.2,0.2,0.3,4,23.0,23.2,23.3,2,22.1,22.5,23.3,4,2.9,6.9,9.8,2,2.80,나쁨
20210829,SF51,황해중부,방포항,20210829,우럭,RF,14,5,0.2,0.2,0.2,5,25.2,25.3,25.3,2,22.2,22.8,23.4,4,4.1,6.4,9.2,2,3.64,보통
20210829,SF74,남해동부,부산남부,20210829,우럭,RF,14,5,0.4,0.6,0.8,3,24.7,25.1,25.5,2,26.5,27.9,28.8,5,3.9,6.1,7.4,3,3.20,보통
20210829,SF75,남해동부,부산남부,20210829,감성돔,BP,14,2,0.4,0.6,0.8,3,24.7,25.1,25.5,1,26.5,27.9,28.8,5,3.9,6.1,7.4,3,2.52,나쁨
20210829,SF76,남해동부,부산남부,20210829,돌돔,RB,14,2,0.4,0.6,0.8,3,24.7,25.1,25.5,5,26.5,27.9,28.8,5,3.9,6.1,7.4,3,3.32,보통
20210829,SF77,남해동부,부산남부,20210829,참돔,RP,14,1,0.4,0.6,0.8,3,24.7,25.1,25.5,3,26.5,27.9,28.8,5,3.9,6.1,7.4,3,2.76,나쁨
20210829,SF78,남해동부,부산남부,20210829,벵에돔,OP,14,2,0.4,0.6,0.8,3,24.7,25.1,25.5,1,26.5,27.9,28.8,5,3.9,6.1,7.4,3,2.52,나쁨
20210829,SF79,남해동부,부산남부,20210829,농어,SB,14,1,0.4,0.6,0.8,3,24.7,25.1,25.5,3,26.5,27.9,28.8,5,3.9,6.1,7.4,3,2.76,나쁨
20210829,SF67,남해동부,부산동부,20210829,우럭,RF,14,5,0.3,0.4,0.5,4,21.5,23.4,24.9,3,26.1,26.4,26.6,5,5.4,8.4,9.4,2,3.52,보통
20210829,SF68,남해동부,부산동부,20210829,감성돔,BP,14,2,0.3,0.4,0.5,4,21.5,23.4,24.9,2,26.1,26.4,26.6,5,5.4,8.4,9.4,2,2.84,나쁨
20210829,SF69,남해동부,부산동부,20210829,참돔,RP,14,1,0.3,0.4,0.5,4,21.5,23.4,24.9,4,26.1,26.4,26.6,5,5.4,8.4,9.4,2,3.08,보통
20210829,SF70,남해동부,부산동부,20210829,벵에돔,OP,14,2,0.3,0.4,0.5,4,21.5,23.4,24.9,3,26.1,26.4,26.6,5,5.4,8.4,9.4,2,3.04,보통
20210829,SF71,남해동부,부산동부,20210829,농어,SB,14,1,0.3,0.4,0.5,4,21.5,23.4,24.9,3,26.1,26.4,26.6,5,5.4,8.4,9.4,2,2.88,나쁨
20210829,SF60,남해동부,부산서부,20210829,우럭,RF,14,5,0.3,0.5,0.7,3,24.5,25.0,25.3,2,26.4,26.9,27.4,5,3.2,6.5,8.6,3,3.20,보통
20210829,SF61,남해동부,부산서부,20210829,감성돔,BP,14,2,0.3,0.5,0.7,3,24.5,25.0,25.3,1,26.4,26.9,27.4,5,3.2,6.5,8.6,3,2.52,나쁨
20210829,SF62,남해동부,부산서부,20210829,돌돔,RB,14,2,0.3,0.5,0.7,3,24.5,25.0,25.3,5,26.4,26.9,27.4,5,3.2,6.5,8.6,3,3.32,보통
20210829,SF63,남해동부,부산서부,20210829,참돔,RP,14,1,0.3,0.5,0.7,3,24.5,25.0,25.3,3,26.4,26.9,27.4,5,3.2,6.5,8.6,3,2.76,나쁨
20210829,SF64,남해동부,부산서부,20210829,벵에돔,OP,14,2,0.3,0.5,0.7,3,24.5,25.0,25.3,1,26.4,26.9,27.4,5,3.2,6.5,8.6,3,2.52,나쁨
20210829,SF65,남해동부,부산서부,20210829,농어,SB,14,1,0.3,0.5,0.7,3,24.5,25.0,25.3,3,26.4,26.9,27.4,5,3.2,6.5,8.6,3,2.76,나쁨
20210829,SF1,황해남부,상왕등도,20210829,감성돔,BP,14,2,0.4,0.5,0.6,3,25.6,26.1,26.4,1,24.1,24.8,25.7,5,2.5,4.6,7.5,3,2.52,나쁨
