FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
SW,20210829,AM,26.8,14.3,5.1,15.5,24.3,6.2,0.3,10.0,14.0,3.9,0.2,1.5,3.4,17.4,1,0.0,-,-,70.8,좋음
SW,20210829,PM,27.6,12.9,7.3,11.7,24.3,6.2,0.4,10.0,14.0,3.9,0.5,0.1,3.6,7.5,1,2.8,-,-,60.0,보통
SW,20210830,AM,26.7,14.5,2.8,19.5,22.9,6.9,0.1,10.0,15.0,4.9,0.2,1.5,4.0,7.5,1,0.0,-,-,66.8,좋음
SW,20210830,PM,26.2,15.3,4.4,16.7,23.9,6.4,0.1,10.0,15.0,4.9,0.3,1.0,3.7,7.5,1,0.0,-,-,63.8,보통
SW,20210831,AM,25.9,15.9,4.5,16.6,24.1,6.3,0.0,10.0,1.0,4.9,0.2,1.5,3.9,7.5,1,0.0,-,-,64.7,보통
SW,20210831,PM,26.1,15.5,4.8,16.0,25.0,5.9,0.0,10.0,1.0,4.9,0.2,1.5,3.6,7.5,1,0.0,-,-,63.3,보통
SW,20210901,DY,26.6,14.6,6.4,13.2,25.1,5.8,0.3,10.0,2.0,4.9,0.3,1.0,4.0,7.5,1,0.0,-,-,59.0,보통
SW,20210902,DY,26.3,15.2,7.3,11.7,22.4,7.1,0.7,10.1,3.0,4.9,0.4,0.5,4.0,7.5,1,0.0,-,-,59.0,보통
SW,20210903,DY,25.6,16.4,7.6,11.1,21.6,7.3,0.6,10.9,4.0,3.9,0.3,1.0,4.0,7.5,1,0.0,-,-,60.1,보통
SW,20210904,DY,25.0,17.4,8.7,9.2,23.7,6.5,0.9,8.6,5.0,3.9,0.5,0.1,3.0,17.4,1,0.0,-,-,65.1,좋음
NE,20210829,AM,26.4,12.4,6.4,11.0,22.0,13.8,0.3,11.8,14.0,8.5,0.2,0.7,3.5,6.1,1,0.0,-,-,66.3,좋음
NE,20210829,PM,27.0,11.6,9.1,7.1,22.5,13.4,0.4,11.8,14.0,8.5,0.2,0.7,3.7,6.1,1,2.4,-,-,60.0,보통
NE,20210830,AM,25.6,13.6,3.6,15.0,20.5,13.8,0.1,11.8,15.0,10.6,0.2,0.7,3.7,6.1,1,0.0,-,-,73.6,좋음
NE,20210830,PM,25.2,14.1,4.6,13.6,21.9,13.8,0.1,11.8,15.0,10.6,0.1,0.9,3.6,6.1,1,0.0,-,-,72.9,좋음
NE,20210831,AM,25.3,14.0,4.1,14.3,22.7,13.2,0.0,11.8,1.0,10.6,0.3,0.4,4.0,6.1,1,0.0,-,-,72.4,좋음
NE,20210831,PM,25.5,13.7,4.4,13.9,23.6,12.4,0.0,11.8,1.0,10.6,0.1,0.9,3.7,6.1,1,0.0,-,-,71.4,좋음
NE,20210901,DY,26.1,12.8,7.3,9.7,23.6,12.4,0.2,11.8,2.0,10.6,0.2,0.7,4.0,6.1,1,0.0,-,-,66.1,좋음
NE,20210902,DY,25.9,13.1,8.8,7.5,21.0,13.8,0.4,11.8,3.0,10.6,0.1,0.9,4.0,6.1,1,0.0,-,-,65.8,좋음
NE,20210903,DY,24.7,14.9,9.1,7.1,20.2,13.8,0.7,12.0,4.0,8.5,0.3,0.4,4.0,6.1,1,0.0,-,-,64.8,보통
NE,20210904,DY,24.4,15.3,9.8,6.1,22.6,13.3,0.9,10.1,5.0,8.5,0.3,0.4,3.0,14.1,1,0.0,-,-,69.8,좋음
