FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
CN,20210829,AM,26.3,15.0,4.4,16.6,26.9,6.3,0.3,9.6,14.0,5.5,,0.0,3.4,16.9,1,3.8,-,-,60.0,보통
CN,20210829,PM,26.8,14.1,7.3,11.6,27.1,6.2,0.3,9.6,14.0,5.5,,0.0,3.1,16.9,1,6.5,-,-,45.0,나쁨
CN,20210830,AM,26.5,14.7,2.2,20.3,27.0,6.3,0.1,9.6,15.0,6.9,,0.0,4.0,7.2,1,0.5,-,-,60.0,보통
CN,20210830,PM,27.0,13.8,3.6,17.9,27.7,5.8,0.1,9.6,15.0,6.9,,0.0,3.5,7.2,1,1.4,-,-,60.0,보통
CN,20210831,AM,25.7,16.0,5.2,15.2,27.2,6.1,0.0,9.6,1.0,6.9,,0.0,3.3,16.9,1,2.6,-,-,60.0,보통
CN,20210831,PM,26.0,15.5,5.4,14.8,27.5,6.0,0.0,9.6,1.0,6.9,,0.0,3.0,16.9,1,2.9,-,-,60.0,보통
CN,20210901,DY,25.9,15.7,6.7,12.6,27.1,6.2,0.8,9.0,2.0,6.9,,0.0,4.0,7.2,1,0.0,-,-,59.6,보통
CN,20210902,DY,25.4,16.6,7.5,11.2,26.6,6.5,0.7,9.8,3.0,6.9,,0.0,4.0,7.2,1,0.0,-,-,60.2,보통
CN,20210903,DY,25.1,17.1,4.0,17.2,26.6,6.5,0.3,9.6,4.0,5.5,,0.0,4.0,7.2,1,0.0,-,-,65.1,좋음
CN,20210904,DY,25.3,16.7,8.3,9.8,25.5,7.2,0.7,9.8,5.0,5.5,,0.0,3.8,7.2,1,0.0,-,-,58.2,보통
IS,20210829,AM,26.2,9.7,3.8,11.3,25.3,12.1,0.4,13.2,14.0,12.4,0.4,1.6,2.2,10.8,1,0.0,-,-,73.1,좋음
IS,20210829,PM,26.3,9.6,5.9,9.0,25.9,11.5,0.5,15.5,14.0,12.4,0.4,1.6,1.0,15.5,1,0.0,-,-,77.1,매우좋음
IS,20210830,AM,26.0,9.9,4.2,10.8,25.1,12.3,0.2,13.2,15.0,15.5,0.5,0.2,4.0,4.6,1,0.5,-,-,60.0,보통
IS,20210830,PM,26.1,9.8,4.8,10.2,26.3,11.0,0.1,13.2,15.0,15.5,0.3,3.0,2.7,10.8,1,0.8,-,-,60.0,보통
IS,20210831,AM,25.9,10.1,3.3,11.8,25.8,11.6,0.1,13.2,1.0,15.5,0.4,1.6,2.7,10.8,1,0.0,-,-,76.6,매우좋음
IS,20210831,PM,26.0,9.9,3.1,12.0,26.7,10.6,0.1,13.2,1.0,15.5,0.3,3.0,2.2,10.8,1,0.0,-,-,77.0,매우좋음
IS,20210901,DY,25.6,10.4,5.3,9.6,26.0,11.3,1.0,10.3,2.0,15.5,0.5,0.2,4.0,4.6,1,0.0,-,-,63.9,보통
IS,20210902,DY,26.0,9.9,6.6,8.2,24.7,12.7,1.3,7.2,3.0,15.5,0.4,1.6,4.0,4.6,1,0.0,-,-,61.7,보통
IS,20210903,DY,25.1,10.9,4.0,11.1,24.9,12.5,0.5,15.5,4.0,12.4,0.3,3.0,4.0,4.6,1,0.0,-,-,72.0,좋음
IS,20210904,DY,25.3,10.7,10.8,3.5,24.6,12.8,1.4,6.2,5.0,12.4,0.2,4.4,3.8,4.6,1,0.0,-,-,56.6,보통
