생산일,코드,해수욕장,예측일자,시간,평균기온,기온점수,평균수온,수온점수,최대풍속,풍속점수,최대파고,파고점수,총점수
20210829,HS1,대천해수욕장,20210828,AM,24.4,4,25.5,5,3.6,4,0.3,5,4.65
20210829,HS1,대천해수욕장,20210828,PM,25.1,4,25.4,5,6.2,3,0.4,5,4.35
20210829,HS2,춘장대해수욕장,20210828,AM,24.5,4,25.5,5,4.3,4,0.3,5,4.65
20210829,HS2,춘장대해수욕장,20210828,PM,25.1,4,25.4,5,6.7,3,0.4,5,4.35
20210829,HS3,무창포해수욕장,20210828,AM,24.3,4,25.5,5,4.1,4,0.3,5,4.65
20210829,HS3,무창포해수욕장,20210828,PM,25.0,4,25.4,5,6.3,3,0.4,5,4.35
20210829,HS4,꽃지해수욕장,20210828,AM,26.1,4,25.4,5,2.5,4,0.2,5,4.65
20210829,HS4,꽃지해수욕장,20210828,PM,25.3,4,25.3,5,5.1,3,0.3,5,4.35
20210829,HS5,만리포해수욕장,20210828,AM,26.1,4,24.0,5,3.8,4,0.4,5,4.65
20210829,HS5,만리포해수욕장,20210828,PM,24.9,4,23.2,5,4.2,4,0.3,5,4.65
20210829,HS6,몽산포해수욕장,20210828,AM,24.1,4,24.0,5,3.5,4,0.4,5,4.65
20210829,HS6,몽산포해수욕장,20210828,PM,24.7,4,23.2,5,5.3,3,0.3,5,4.35
20210829,HS7,우전해수욕장,20210828,AM,25.4,4,24.9,5,5.5,3,0.3,5,4.35
20210829,HS7,우전해수욕장,20210828,PM,25.9,4,24.8,5,8.4,2,0.3,5,4.05
20210829,HS8,연포해수욕장,20210828,AM,24.1,4,24.0,5,3.3,4,0.4,5,4.65
20210829,HS8,연포해수욕장,20210828,PM,24.5,4,23.2,5,5.1,3,0.3,5,4.35
20210829,HS9,어은돌해수욕장,20210828,AM,23.9,3,24.0,5,3.3,4,0.4,5,4.60
20210829,HS9,어은돌해수욕장,20210828,PM,24.1,4,23.2,5,4.1,4,0.3,5,4.65
20210829,HS10,신두리해수욕장,20210828,AM,25.8,4,23.2,5,3.3,4,0.4,5,4.65
20210829,HS10,신두리해수욕장,20210828,PM,24.7,4,23.6,5,4.2,4,0.3,5,4.65
20210829,HS11,학암포해수욕장,20210828,AM,23.8,3,23.2,5,2.9,4,0.3,5,4.60
20210829,HS11,학암포해수욕장,20210828,PM,24.2,4,23.6,5,4.4,4,0.3,5,4.65
20210829,HS12,가마미해수욕장,20210828,AM,25.6,4,25.2,5,6.5,3,0.5,4,3.80
20210829,HS12,가마미해수욕장,20210828,PM,25.5,4,25.5,5,8.1,2,0.4,5,4.05
20210829,HS15,가계해수욕장,20210828,AM,25.4,4,25.0,5,3.8,4,0.4,5,4.65
20210829,HS15,가계해수욕장,20210828,PM,26.5,4,25.1,5,6.2,3,0.3,5,4.35
20210829,HS16,을왕리해수욕장,20210828,AM,23.8,3,25.0,5,3.1,4,0.4,5,4.60
20210829,HS16,을왕리해수욕장,20210828,PM,24.0,3,25.4,5,6.3,3,0.2,5,4.30
20210829,HS17,만성리해수욕장,20210828,AM,25.0,4,27.0,5,2.7,4,0.4,5,4.65
20210829,HS17,만성리해수욕장,20210828,PM,26.0,4,27.5,5,6.0,3,0.3,5,4.35
20210829,HS18,상주해수욕장,20210828,AM,26.7,4,27.0,5,2.6,4,0.6,4,4.10
20210829,HS18,상주해수욕장,20210828,PM,26.7,4,27.5,5,4.2,4,0.5,4,4.10
20210829,HS19,명사십리해수욕장,20210828,AM,26.0,4,25.4,5,4.1,4,0.6,4,4.10
20210829,HS19,명사십리해수욕장,20210828,PM,26.2,4,25.1,5,6.9,3,0.4,5,4.35
20210829,HS20,함덕서우봉해수욕장,20210828,AM,26.7,4,25.0,5,8.3,2,0.4,5,4.05
20210829,HS20,함덕서우봉해수욕장,20210828,PM,26.7,4,25.4,5,9.0,2,0.6,4,3.50
20210829,HS21,협재해수욕장,20210828,AM,26.8,4,25.0,5,7.0,3,0.9,4,3.80
20210829,HS21,협재해수욕장,20210828,PM,26.3,4,25.4,5,6.6,3,0.6,4,3.80
20210829,HS22,중문색달해수욕장,20210828,AM,26.8,4,24.2,5,6.1,3,0.8,4,3.80
20210829,HS22,중문색달해수욕장,20210828,PM,26.5,4,24.4,5,6.4,3,0.7,4,3.80
20210829,HS23,율포해수욕장,20210828,AM,25.0,4,25.4,5,2.4,4,0.6,4,4.10
20210829,HS23,율포해수욕장,20210828,PM,26.5,4,25.1,5,7.2,3,0.4,5,4.35
20210829,HS24,송호해수욕장,20210828,AM,25.2,4,25.0,5,3.3,4,0.6,4,4.10
20210829,HS24,송호해수욕장,20210828,PM,25.7,4,25.1,5,6.2,3,0.4,5,4.35
20210829,HS25,이호테우해수욕장,20210828,AM,31.1,5,25.0,5,9.5,2,0.4,5,4.10
20210829,HS25,이호테우해수욕장,20210828,PM,28.9,5,25.4,5,9.8,2,0.6,4,3.55
20210829,HS26,표선해비치해수욕장,20210828,AM,28.6,5,24.1,5,4.4,4,0.5,4,4.15
20210829,HS26,표선해비치해수욕장,20210828,PM,25.8,4,24.0,5,2.7,4,0.6,4,4.10
20210829,HS28,구조라해수욕장,20210828,AM,27.2,5,22.8,5,3.5,4,0.8,4,4.15
20210829,HS28,구조라해수욕장,20210828,PM,27.6,5,24.0,5,5.1,3,0.5,4,3.85
20210829,HS29,해운대해수욕장,20210828,AM,25.3,4,19.3,3,6.2,3,0.5,4,3.60
20210829,HS29,해운대해수욕장,20210828,PM,25.8,4,19.9,3,7.3,3,0.5,4,3.60
20210829,HS30,광안리해수욕장,20210828,AM,25.8,4,19.3,3,6.2,3,0.5,4,3.60
20210829,HS30,광안리해수욕장,20210828,PM,26.3,4,19.9,3,7.0,3,0.5,4,3.60
20210829,HS31,송도해수욕장,20210828,AM,25.2,4,24.2,5,5.3,3,0.5,4,3.80
20210829,HS31,송도해수욕장,20210828,PM,25.8,4,24.5,5,6.9,3,0.5,4,3.80
20210829,HS32,송정해수욕장,20210828,AM,25.9,4,20.6,4,6.2,3,0.6,4,3.70
20210829,HS32,송정해수욕장,20210828,PM,26.2,4,20.4,4,6.9,3,0.7,4,3.70
20210829,HS33,다대포해수욕장,20210828,AM,25.6,4,24.2,5,5.5,3,0.5,4,3.80
20210829,HS33,다대포해수욕장,20210828,PM,26.3,4,25.6,5,7.0,3,0.5,4,3.80
20210829,HS34,일광해수욕장,20210828,AM,26.1,4,21.5,4,6.8,3,0.4,5,4.25
20210829,HS34,일광해수욕장,20210828,PM,26.7,4,21.5,4,7.3,3,0.5,4,3.70
20210829,HS35,경포해수욕장,20210828,AM,24.8,4,22.8,5,5.2,3,0.2,5,4.35
