생산일,코드,해수욕장,예측일자,시간,평균기온,기온점수,평균수온,수온점수,최대풍속,풍속점수,최대파고,파고점수,총점수
20210829,HS35,경포해수욕장,20210828,PM,25.3,4,23.3,5,5.4,3,0.3,5,4.35
20210829,HS36,망상해수욕장,20210828,AM,28.2,5,22.6,5,3.9,4,0.3,5,4.70
20210829,HS36,망상해수욕장,20210828,PM,26.8,4,22.8,5,3.8,4,0.4,5,4.65
20210829,HS37,속초해수욕장,20210828,AM,25.2,4,22.6,5,1.4,5,0.2,5,4.95
20210829,HS37,속초해수욕장,20210828,PM,26.1,4,22.5,5,4.6,4,0.2,5,4.65
20210829,HS38,낙산해수욕장,20210828,AM,25.6,4,22.5,5,2.1,4,0.2,5,4.65
20210829,HS38,낙산해수욕장,20210828,PM,26.1,4,23.0,5,3.2,4,0.2,5,4.65
20210829,HS39,영일대해수욕장,20210828,AM,29.5,5,25.8,5,2.5,4,0.2,5,4.70
20210829,HS39,영일대해수욕장,20210828,PM,30.3,5,25.7,5,1.7,5,0.3,5,5.00
20210829,HS40,월포해수욕장,20210828,AM,24.7,4,25.8,5,2.6,4,0.2,5,4.65
20210829,HS40,월포해수욕장,20210828,PM,26.3,4,25.7,5,2.8,4,0.3,5,4.65
20210829,HS41,주문진해수욕장,20210828,AM,26.0,4,21.5,4,2.9,4,0.2,5,4.55
20210829,HS41,주문진해수욕장,20210828,PM,26.4,4,21.9,4,3.0,4,0.3,5,4.55
20210829,HS42,고래불해수욕장,20210828,AM,26.5,4,25.2,5,3.1,4,0.3,5,4.65
20210829,HS42,고래불해수욕장,20210828,PM,27.8,5,25.8,5,5.8,3,0.5,4,3.85
20210829,HS43,화진포해수욕장,20210828,AM,25.2,4,22.6,5,3.7,4,0.2,5,4.65
20210829,HS43,화진포해수욕장,20210828,PM,24.9,4,22.5,5,2.0,5,0.2,5,4.95
20210829,HS44,관성해수욕장,20210828,AM,28.4,5,21.5,4,2.8,4,0.4,5,4.60
20210829,HS44,관성해수욕장,20210828,PM,27.4,5,21.5,4,4.2,4,0.4,5,4.60
20210829,HS46,삼척해수욕장,20210828,AM,23.9,3,22.6,5,5.5,3,0.3,5,4.30
20210829,HS46,삼척해수욕장,20210828,PM,24.8,4,22.8,5,4.4,4,0.4,5,4.65
20210829,HS47,송지호해수욕장,20210828,AM,25.5,4,22.6,5,4.9,4,0.2,5,4.65
20210829,HS47,송지호해수욕장,20210828,PM,25.7,4,22.5,5,3.7,4,0.2,5,4.65
20210829,HS49,칠포해수욕장,20210828,AM,25.0,4,25.8,5,2.8,4,0.2,5,4.65
20210829,HS49,칠포해수욕장,20210828,PM,26.7,4,25.7,5,4.6,4,0.3,5,4.65
20210829,HS50,진하해수욕장,20210828,AM,25.7,4,21.5,4,5.2,3,0.4,5,4.25
20210829,HS50,진하해수욕장,20210828,PM,26.2,4,21.5,4,7.0,3,0.4,5,4.25
20210829,HS51,변산해수욕장,20210828,AM,24.4,4,25.4,5,5.0,4,0.2,5,4.65
20210829,HS51,변산해수욕장,20210828,PM,25.2,4,25.4,5,5.6,3,0.2,5,4.35
20210829,HS52,선유도해수욕장,20210828,AM,24.5,4,25.8,5,4.6,4,0.6,4,4.10
20210829,HS52,선유도해수욕장,20210828,PM,25.5,4,25.8,5,6.4,3,0.4,5,4.35
20210829,HS53,구시포해수욕장,20210828,AM,25.8,4,25.2,5,4.9,4,0.5,4,4.10
20210829,HS53,구시포해수욕장,20210828,PM,25.5,4,25.5,5,8.1,2,0.4,5,4.05
