FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
CN,20210901,AM,26.2,15.2,5.7,14.3,26.8,6.4,0.5,11.3,2.0,6.9,,0.0,1.0,24.1,1,0.0,-,-,80.2,매우좋음
CN,20210901,PM,26.9,14.0,7.1,11.9,26.7,6.5,0.4,9.6,2.0,6.9,,0.0,1.0,24.1,1,0.0,-,-,75.0,좋음
CN,20210902,AM,23.8,19.3,7.0,12.1,26.4,6.6,0.3,9.6,3.0,6.9,,0.0,1.0,24.1,1,0.0,-,-,80.6,매우좋음
CN,20210902,PM,23.5,19.8,7.4,11.4,26.3,6.7,0.3,9.6,3.0,6.9,,0.0,1.0,24.1,1,0.0,-,-,80.5,매우좋음
CN,20210903,AM,24.1,18.8,6.1,13.6,25.8,7.0,0.3,9.6,4.0,5.5,,0.0,1.0,24.1,1,0.0,-,-,80.6,매우좋음
CN,20210903,PM,25.4,16.6,5.0,15.5,26.0,6.9,0.3,9.6,4.0,5.5,,0.0,1.0,24.1,1,0.0,-,-,80.2,매우좋음
CN,20210904,DY,24.5,18.1,6.8,12.4,25.7,7.1,0.6,10.5,5.0,5.5,,0.0,1.0,24.1,1,0.0,-,-,79.7,매우좋음
CN,20210905,DY,25.3,16.7,9.8,7.2,25.5,7.2,1.0,7.5,6.0,5.5,,0.0,1.0,24.1,1,0.0,-,-,70.2,좋음
CN,20210906,DY,26.2,15.2,8.0,10.3,25.5,7.2,1.0,7.5,7.0,3.4,,0.0,1.0,24.1,1,0.0,-,-,69.7,좋음
CN,20210907,DY,26.5,14.7,6.0,13.8,25.7,7.1,0.5,11.3,8.0,3.4,,0.0,1.0,24.1,1,0.0,-,-,76.4,매우좋음
IS,20210901,AM,26.3,9.6,6.2,8.6,25.3,12.1,0.7,13.4,2.0,15.5,0.7,0.0,1.0,15.5,1,0.0,-,-,76.7,매우좋음
IS,20210901,PM,26.6,9.3,7.4,7.3,25.2,12.2,0.8,12.4,2.0,15.5,0.5,0.2,1.0,15.5,1,0.0,-,-,74.4,좋음
IS,20210902,AM,25.4,10.6,5.9,9.0,24.6,12.8,0.5,15.5,3.0,15.5,0.5,0.2,1.0,15.5,1,0.0,-,-,81.1,매우좋음
IS,20210902,PM,25.1,10.9,8.2,6.4,25.0,12.4,0.6,14.4,3.0,15.5,0.4,1.6,1.0,15.5,1,0.0,-,-,78.7,매우좋음
IS,20210903,AM,24.5,11.6,7.5,7.2,24.9,12.5,0.4,13.2,4.0,12.4,0.2,4.4,1.0,15.5,1,0.0,-,-,78.8,매우좋음
IS,20210903,PM,25.3,10.7,7.4,7.3,25.2,12.2,0.5,15.5,4.0,12.4,0.2,4.4,1.0,15.5,1,0.0,-,-,80.0,매우좋음
IS,20210904,DY,24.8,11.3,8.8,5.7,24.9,12.5,1.2,8.3,5.0,12.4,0.2,4.4,1.0,15.5,1,0.0,-,-,72.1,좋음
IS,20210905,DY,25.9,10.1,11.6,2.7,24.7,12.7,1.6,4.1,6.0,12.4,0.3,3.0,1.0,15.5,1,0.0,-,-,62.5,보통
IS,20210906,DY,26.8,9.1,8.9,5.6,25.0,12.4,1.3,7.2,7.0,7.7,0.3,3.0,1.0,15.5,1,0.0,-,-,62.5,보통
IS,20210907,DY,26.6,9.3,5.8,9.1,25.7,11.7,0.9,11.3,8.0,7.7,0.3,3.0,1.0,15.5,1,0.0,-,-,69.6,좋음
