FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
NW,20210901,AM,27.5,13.5,8.0,10.8,27.6,3.8,0.5,7.5,2.0,4.8,0.3,2.0,1.0,26.5,4,0.0,-,-,76.9,매우좋음
NW,20210901,PM,27.6,13.3,8.2,10.4,27.8,3.8,0.5,7.5,2.0,4.8,0.2,2.9,1.0,26.5,4,0.0,-,-,77.2,매우좋음
NW,20210902,AM,25.7,16.7,3.5,18.9,28.1,3.6,0.3,6.4,3.0,4.8,0.1,3.8,1.0,26.5,4,0.0,-,-,88.7,매우좋음
NW,20210902,PM,25.7,16.7,4.6,16.9,28.3,3.6,0.3,6.4,3.0,4.8,0.2,2.9,1.0,26.5,4,0.0,-,-,85.8,매우좋음
NW,20210903,AM,25.6,16.9,7.0,12.6,27.3,4.0,0.4,6.4,4.0,3.8,0.2,2.9,1.0,26.5,4,0.0,-,-,81.1,매우좋음
NW,20210903,PM,26.0,16.2,7.1,12.4,27.4,3.9,0.4,6.4,4.0,3.8,0.2,2.9,1.0,26.5,4,0.0,-,-,80.1,매우좋음
NW,20210904,DY,26.4,15.5,9.5,8.1,25.6,4.7,0.6,7.0,5.0,3.8,0.2,2.9,1.0,26.5,4,0.0,-,-,76.5,매우좋음
NW,20210905,DY,27.4,13.7,8.8,9.3,26.5,4.3,0.7,6.5,6.0,3.8,0.2,2.9,1.0,26.5,4,0.0,-,-,75.0,좋음
NW,20210906,DY,28.1,12.4,5.4,15.5,27.0,4.1,0.6,7.0,7.0,2.4,0.2,2.9,1.0,26.5,4,0.0,-,-,78.8,매우좋음
NW,20210907,DY,27.4,13.7,6.2,14.0,27.8,3.8,0.7,6.5,8.0,2.4,0.3,2.0,1.0,26.5,4,0.0,-,-,76.9,매우좋음
SW,20210901,AM,27.0,13.8,6.7,12.6,27.6,4.5,0.6,8.5,2.0,5.2,0.6,0.0,1.0,24.8,4,0.0,-,-,77.4,매우좋음
SW,20210901,PM,26.3,15.0,5.5,14.7,27.7,4.5,0.6,8.5,2.0,5.2,0.4,1.2,1.0,24.8,4,0.0,-,-,81.9,매우좋음
SW,20210902,AM,25.8,15.9,3.3,18.5,27.2,4.7,0.4,7.8,3.0,5.2,0.4,1.2,1.0,24.8,4,0.0,-,-,86.1,매우좋음
SW,20210902,PM,26.0,15.5,3.0,19.0,27.6,4.5,0.3,7.8,3.0,5.2,0.4,1.2,1.0,24.8,4,0.0,-,-,86.0,매우좋음
SW,20210903,AM,25.4,16.6,3.9,17.4,27.1,4.7,0.2,7.8,4.0,4.2,0.2,3.2,1.0,24.8,4,0.0,-,-,86.7,매우좋음
SW,20210903,PM,25.0,17.3,4.2,16.9,27.5,4.6,0.2,7.8,4.0,4.2,0.3,2.2,1.0,24.8,4,0.0,-,-,85.8,매우좋음
SW,20210904,DY,25.9,15.7,7.5,11.2,27.3,4.6,1.0,6.1,5.0,4.2,0.4,1.2,1.0,24.8,4,0.0,-,-,75.8,매우좋음
SW,20210905,DY,26.4,14.9,7.6,11.1,27.4,4.6,1.1,5.5,6.0,4.2,0.4,1.2,1.0,24.8,4,0.0,-,-,74.3,좋음
SW,20210906,DY,26.1,15.4,5.0,15.5,27.7,4.5,0.8,7.3,7.0,2.6,0.5,0.1,1.0,24.8,4,0.0,-,-,78.2,매우좋음
SW,20210907,DY,25.8,15.9,3.3,18.5,27.3,4.6,0.8,7.3,8.0,2.6,0.6,0.0,1.0,24.8,4,0.0,-,-,81.7,매우좋음
NE,20210901,AM,27.1,12.9,7.6,10.5,27.0,6.8,0.2,9.4,2.0,5.9,0.5,0.1,1.0,22.9,4,0.0,-,-,76.5,매우좋음
NE,20210901,PM,27.4,12.4,8.5,9.0,27.6,6.4,0.3,9.4,2.0,5.9,0.3,1.8,1.0,22.9,4,0.0,-,-,75.8,매우좋음
NE,20210902,AM,25.7,15.2,3.7,16.8,27.8,6.2,0.2,9.4,3.0,5.9,0.3,1.8,1.0,22.9,4,0.0,-,-,86.2,매우좋음
NE,20210902,PM,25.8,15.0,3.6,17.0,27.9,6.2,0.4,9.4,3.0,5.9,0.3,1.8,1.0,22.9,4,0.0,-,-,86.2,매우좋음
NE,20210903,AM,25.2,16.0,7.3,11.0,27.4,6.5,0.8,8.8,4.0,4.7,0.3,1.8,1.0,22.9,4,0.0,-,-,79.7,매우좋음
NE,20210903,PM,25.6,15.4,7.5,10.6,27.3,6.6,0.8,8.8,4.0,4.7,0.4,0.9,1.0,22.9,4,0.0,-,-,77.9,매우좋음
NE,20210904,DY,25.6,15.4,8.9,8.3,24.8,8.3,1.4,4.4,5.0,4.7,0.4,0.9,1.0,22.9,4,0.0,-,-,72.9,좋음
