생산일,코드,권역,지역,예측일자,어종,어종타입,물때,물때점수,최소파고,평균파고,최대파고,파고점수,최소수온,평균수온,최대수온,수온점수,최저기온,평균기온,최대기온,기온점수,최소풍속,평균풍속,최대풍속,풍속점수,총점수
20210901,SF32,황해남부,상태도,20210831,돌돔,RB,1,2,0.3,0.4,0.6,3,23,23,23,5,26,26,26,5,4,5,7,3,3.32
20210901,SF33,황해남부,상태도,20210831,우럭,RF,1,5,0.3,0.4,0.6,3,23,23,23,3,26,26,26,5,4,5,7,3,3.40
20210901,SF34,황해남부,상태도,20210831,감성돔,BP,1,1,0.3,0.4,0.6,3,23,23,23,2,26,26,26,5,4,5,7,3,2.56
20210901,SF7,제주도,서귀포,20210831,벵에돔,OP,1,1,0.2,0.2,0.3,4,24,24,24,2,26,26,27,5,3,4,5,3,2.92
20210901,SF10,제주도,성산포,20210831,돌돔,RB,1,2,0.1,0.2,0.4,4,26,28,28,2,26,27,27,5,4,6,7,3,3.08
20210901,SF15,황해남부,신시도,20210831,우럭,RF,1,5,0.2,0.4,0.5,4,26,26,26,2,24,25,25,5,1,2,3,4,3.80
20210901,SF16,남해서부,신지도,20210831,우럭,RF,1,5,0.1,0.2,0.2,5,25,25,26,2,26,26,27,5,2,4,5,3,3.92
20210901,SF54,동해중부,아야진항,20210831,우럭,RF,1,5,0.2,0.3,0.5,4,23,23,23,3,22,23,24,4,1,3,4,4,3.96
20210901,SF55,동해중부,아야진항,20210831,감성돔,BP,1,1,0.2,0.3,0.5,4,23,23,23,2,22,23,24,4,1,3,4,4,3.12
20210901,SF24,황해중부,어청도,20210831,농어,SB,1,2,0.2,0.4,0.5,4,25,25,25,3,23,24,25,5,3,5,8,3,3.28
20210901,SF25,황해중부,어청도,20210831,참돔,RP,1,2,0.2,0.4,0.5,4,25,25,25,3,23,24,25,5,3,5,8,3,3.28
20210901,SF26,황해중부,어청도,20210831,돌돔,RB,1,2,0.2,0.4,0.5,4,25,25,25,5,23,24,25,5,3,5,8,3,3.68
20210901,SF27,황해중부,어청도,20210831,우럭,RF,1,5,0.2,0.4,0.5,4,25,25,25,2,23,24,25,5,3,5,8,3,3.56
20210901,SF28,황해중부,어청도,20210831,감성돔,BP,1,1,0.2,0.4,0.5,4,25,25,25,1,23,24,25,5,3,5,8,3,2.72
20210901,SF4,남해서부,연도,20210831,감성돔,BP,1,1,0.1,0.1,0.2,5,28,29,31,1,25,25,26,5,2,4,4,4,3.32
20210901,SF47,황해중부,영흥도,20210831,우럭,RF,1,5,0.2,0.6,0.9,3,24,24,24,3,21,21,22,4,2,5,9,2,2.60
20210901,SF48,황해중부,영흥도,20210831,농어,SB,1,2,0.2,0.6,0.9,3,24,24,24,3,21,21,22,4,2,5,9,2,2.60
20210901,SF52,동해중부,외옹치항,20210831,우럭,RF,1,5,0.2,0.3,0.5,4,22,22,23,3,21,23,24,4,1,3,5,3,3.72
20210901,SF53,동해중부,외옹치항,20210831,감성돔,BP,1,1,0.2,0.3,0.5,4,22,22,23,3,21,23,24,4,1,3,5,3,3.08
20210901,SF8,남해동부,욕지도,20210831,벵에돔,OP,1,1,0.2,0.2,0.3,4,27,27,28,1,25,25,26,5,2,4,5,3,2.72
20210901,SF5,동해남부,울산,20210831,감성돔,BP,1,1,0.1,0.2,0.3,4,22,22,22,3,24,25,25,5,3,5,6,3,3.12
20210901,SF6,동해남부,울진후정,20210831,감성돔,BP,1,1,0.2,0.5,0.8,3,26,26,26,1,22,23,24,4,1,3,6,3,2.32
20210901,SF3,남해서부,추자도,20210831,감성돔,BP,1,1,0.2,0.3,0.7,3,24,25,25,1,26,26,26,5,2,3,5,3,2.36
20210901,SF40,동해남부,포항,20210831,농어,SB,1,2,0.2,0.2,0.2,5,25,25,26,3,22,23,24,4,2,4,6,3,3.60
20210901,SF42,동해남부,포항,20210831,감성돔,BP,1,1,0.2,0.2,0.2,5,25,25,26,1,22,23,24,4,2,4,6,3,3.04
20210901,SF43,동해남부,포항,20210831,벵에돔,OP,1,1,0.2,0.2,0.2,5,25,25,26,1,22,23,24,4,2,4,6,3,3.04
20210901,SF9,황해남부,하조도,20210831,돌돔,RB,1,2,0.1,0.2,0.3,4,25,25,25,5,26,26,26,5,3,4,5,3,3.68
20210901,SF44,동해남부,후포,20210831,벵에돔,OP,1,1,0.3,0.4,0.5,4,25,25,25,1,22,23,23,4,1,3,6,3,2.68
20210901,SF45,동해남부,후포,20210831,감성돔,BP,1,1,0.3,0.4,0.5,4,25,25,25,1,22,23,23,4,1,3,6,3,2.68
20210901,SF46,동해남부,후포,20210831,우럭,RF,1,5,0.3,0.4,0.5,4,25,25,25,2,22,23,23,4,1,3,6,3,3.52
