FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
SW,20210901,AM,26.1,15.5,6.5,13.1,24.3,6.2,0.7,10.1,2.0,4.9,0.1,2.0,1.0,24.9,1,0.0,-,-,78.7,매우좋음
SW,20210901,PM,26.1,15.5,6.9,12.4,24.1,6.3,0.7,10.1,2.0,4.9,0.3,1.0,1.0,24.9,1,0.0,-,-,77.1,매우좋음
SW,20210902,AM,23.2,20.6,7.8,10.8,22.1,7.3,0.5,11.7,3.0,4.9,0.4,0.5,1.0,24.9,1,0.0,-,-,82.7,매우좋음
SW,20210902,PM,22.8,21.3,7.2,11.8,22.7,7.0,0.4,10.0,3.0,4.9,0.4,0.5,1.0,24.9,1,0.0,-,-,82.4,매우좋음
SW,20210903,AM,24.5,18.3,7.8,10.8,23.5,6.6,0.4,10.0,4.0,3.9,0.5,0.1,1.0,24.9,1,0.0,-,-,76.6,매우좋음
SW,20210903,PM,25.0,17.4,7.8,10.8,23.8,6.4,0.4,10.0,4.0,3.9,0.6,0.0,1.0,24.9,1,0.0,-,-,75.4,매우좋음
SW,20210904,DY,24.3,18.6,7.1,12.0,24.2,6.2,0.5,11.7,5.0,3.9,0.4,0.5,1.0,24.9,1,0.0,-,-,79.8,매우좋음
SW,20210905,DY,25.1,17.2,8.6,9.4,25.2,5.8,0.8,9.4,6.0,3.9,0.4,0.5,1.0,24.9,1,0.0,-,-,73.1,좋음
SW,20210906,DY,26.4,15.0,6.1,13.8,25.8,5.5,1.0,7.8,7.0,2.4,0.3,1.0,1.0,24.9,1,0.0,-,-,72.4,좋음
SW,20210907,DY,26.9,14.1,6.9,12.4,25.8,5.5,0.7,10.1,8.0,2.4,0.4,0.5,1.0,24.9,1,0.0,-,-,71.9,좋음
NE,20210901,AM,25.7,13.4,7.2,9.8,22.7,13.2,0.6,12.9,2.0,10.6,0.1,0.9,1.0,20.2,1,0.0,-,-,83.0,매우좋음
NE,20210901,PM,25.3,14.0,7.9,8.8,22.6,13.3,0.6,12.9,2.0,10.6,0.1,0.9,1.0,20.2,1,0.0,-,-,82.7,매우좋음
NE,20210902,AM,23.0,17.3,9.3,6.8,21.7,13.8,0.8,11.1,3.0,10.6,0.3,0.4,1.0,20.2,1,0.0,-,-,82.2,매우좋음
NE,20210902,PM,22.8,17.6,8.3,8.2,22.5,13.4,0.7,12.0,3.0,10.6,0.4,0.2,1.0,20.2,1,0.0,-,-,84.2,매우좋음
NE,20210903,AM,23.8,16.2,9.4,6.6,23.4,12.5,0.6,12.9,4.0,8.5,0.3,0.4,1.0,20.2,1,0.0,-,-,79.3,매우좋음
NE,20210903,PM,24.1,15.7,9.2,6.9,23.6,12.4,0.6,12.9,4.0,8.5,0.4,0.2,1.0,20.2,1,0.0,-,-,78.8,매우좋음
NE,20210904,DY,23.8,16.2,8.6,7.8,23.7,12.3,0.5,13.8,5.0,8.5,0.2,0.7,1.0,20.2,1,0.0,-,-,81.5,매우좋음
NE,20210905,DY,24.7,14.9,9.2,6.9,24.3,11.7,0.8,11.1,6.0,8.5,0.3,0.4,1.0,20.2,1,0.0,-,-,75.7,매우좋음
NE,20210906,DY,25.9,13.1,5.9,11.7,25.2,10.9,0.9,10.1,7.0,5.3,0.2,0.7,1.0,20.2,1,0.0,-,-,74.0,좋음
NE,20210907,DY,26.6,12.1,8.1,8.5,25.1,11.0,0.6,12.9,8.0,5.3,0.2,0.7,1.0,20.2,1,0.0,-,-,72.7,좋음
