생산일,코드,해수욕장,예측일자,시간,평균기온,기온점수,평균수온,수온점수,최대풍속,풍속점수,최대파고,파고점수,총점수
20210901,HS18,상주해수욕장,20210831,PM,25.8,4,27.4,5,3.6,4,0.3,5,4.65
20210901,HS19,명사십리해수욕장,20210831,AM,26.0,4,24.9,5,4.4,4,0.2,5,4.65
20210901,HS19,명사십리해수욕장,20210831,PM,26.1,4,25.2,5,5.6,3,0.2,5,4.35
20210901,HS20,함덕서우봉해수욕장,20210831,AM,26.1,4,26.1,5,4.7,4,0.2,5,4.65
20210901,HS20,함덕서우봉해수욕장,20210831,PM,26.7,4,26.3,5,5.1,3,0.3,5,4.35
20210901,HS21,협재해수욕장,20210831,AM,27.1,5,26.1,5,7.5,3,0.3,5,4.40
20210901,HS21,협재해수욕장,20210831,PM,27.3,5,26.3,5,7.4,3,0.4,5,4.40
20210901,HS22,중문색달해수욕장,20210831,AM,26.3,4,26.6,5,3.9,4,0.3,5,4.65
20210901,HS22,중문색달해수욕장,20210831,PM,26.4,4,27.2,5,4.2,4,0.3,5,4.65
20210901,HS23,율포해수욕장,20210831,AM,25.6,4,24.9,5,3.9,4,0.2,5,4.65
20210901,HS23,율포해수욕장,20210831,PM,25.8,4,25.2,5,6.6,3,0.2,5,4.35
20210901,HS24,송호해수욕장,20210831,AM,25.9,4,25.1,5,4.0,4,0.2,5,4.65
20210901,HS24,송호해수욕장,20210831,PM,25.9,4,25.2,5,5.9,3,0.2,5,4.35
20210901,HS25,이호테우해수욕장,20210831,AM,28.1,5,26.1,5,3.9,4,0.2,5,4.70
20210901,HS25,이호테우해수욕장,20210831,PM,26.8,4,26.3,5,3.4,4,0.3,5,4.65
20210901,HS26,표선해비치해수욕장,20210831,AM,28.9,5,26.1,5,5.1,3,0.2,5,4.40
20210901,HS26,표선해비치해수욕장,20210831,PM,27.0,5,26.6,5,5.1,3,0.3,5,4.40
20210901,HS28,구조라해수욕장,20210831,AM,25.5,4,25.1,5,3.9,4,0.3,5,4.65
20210901,HS28,구조라해수욕장,20210831,PM,25.2,4,25.1,5,4.4,4,0.2,5,4.65
20210901,HS29,해운대해수욕장,20210831,AM,25.2,4,23.7,5,5.3,3,0.2,5,4.35
20210901,HS29,해운대해수욕장,20210831,PM,25.3,4,24.5,5,6.6,3,0.3,5,4.35
20210901,HS30,광안리해수욕장,20210831,AM,25.4,4,23.7,5,4.7,4,0.2,5,4.65
20210901,HS30,광안리해수욕장,20210831,PM,25.3,4,24.5,5,6.5,3,0.3,5,4.35
20210901,HS31,송도해수욕장,20210831,AM,25.3,4,23.8,5,5.9,3,0.2,5,4.35
20210901,HS31,송도해수욕장,20210831,PM,25.2,4,25.1,5,7.4,3,0.4,5,4.35
20210901,HS32,송정해수욕장,20210831,AM,24.8,4,24.4,5,5.4,3,0.3,5,4.35
20210901,HS32,송정해수욕장,20210831,PM,25.0,4,24.6,5,5.9,3,0.4,5,4.35
20210901,HS33,다대포해수욕장,20210831,AM,25.3,4,24.8,5,6.4,3,0.2,5,4.35
20210901,HS33,다대포해수욕장,20210831,PM,25.3,4,25.5,5,8.0,2,0.4,5,4.05
20210901,HS34,일광해수욕장,20210831,AM,24.9,4,22.1,5,4.4,4,0.2,5,4.65
20210901,HS34,일광해수욕장,20210831,PM,25.0,4,22.1,5,5.4,3,0.2,5,4.35
20210901,HS35,경포해수욕장,20210831,AM,23.3,3,23.2,5,3.8,4,0.3,5,4.60
20210901,HS35,경포해수욕장,20210831,PM,22.9,3,23.1,5,3.9,4,0.4,5,4.60
20210901,HS36,망상해수욕장,20210831,AM,24.7,4,22.9,5,3.5,4,0.3,5,4.65
20210901,HS36,망상해수욕장,20210831,PM,22.2,3,23.0,5,3.3,4,0.8,4,4.05
20210901,HS37,속초해수욕장,20210831,AM,23.6,3,22.5,5,3.9,4,0.2,5,4.60
20210901,HS37,속초해수욕장,20210831,PM,22.7,3,22.5,5,5.0,3,0.5,4,3.75
20210901,HS38,낙산해수욕장,20210831,AM,23.7,3,23.1,5,3.8,4,0.2,5,4.60
20210901,HS38,낙산해수욕장,20210831,PM,22.8,3,23.1,5,4.8,4,0.5,4,4.05
20210901,HS39,영일대해수욕장,20210831,AM,23.7,3,25.9,5,4.0,4,0.2,5,4.60
20210901,HS39,영일대해수욕장,20210831,PM,24.2,4,25.8,5,4.7,4,0.2,5,4.65
20210901,HS40,월포해수욕장,20210831,AM,22.3,3,25.9,5,4.5,4,0.2,5,4.60
20210901,HS40,월포해수욕장,20210831,PM,23.4,3,25.8,5,5.2,3,0.2,5,4.30
20210901,HS41,주문진해수욕장,20210831,AM,23.7,3,21.4,4,3.4,4,0.3,5,4.50
20210901,HS41,주문진해수욕장,20210831,PM,23.1,3,21.6,4,4.0,4,0.3,5,4.50
20210901,HS42,고래불해수욕장,20210831,AM,22.3,3,25.1,5,3.0,4,0.3,5,4.60
20210901,HS42,고래불해수욕장,20210831,PM,22.9,3,25.3,5,6.5,3,0.5,4,3.75
20210901,HS43,화진포해수욕장,20210831,AM,23.0,3,22.5,5,4.7,4,0.3,5,4.60
20210901,HS43,화진포해수욕장,20210831,PM,22.7,3,22.5,5,4.9,4,0.5,4,4.05
20210901,HS44,관성해수욕장,20210831,AM,24.8,4,22.1,5,4.3,4,0.2,5,4.65
20210901,HS44,관성해수욕장,20210831,PM,24.1,4,22.1,5,4.3,4,0.3,5,4.65
20210901,HS46,삼척해수욕장,20210831,AM,23.0,3,22.9,5,3.3,4,0.3,5,4.60
20210901,HS46,삼척해수욕장,20210831,PM,22.7,3,23.0,5,3.7,4,0.8,4,4.05
20210901,HS47,송지호해수욕장,20210831,AM,23.3,3,22.5,5,4.3,4,0.3,5,4.60
20210901,HS47,송지호해수욕장,20210831,PM,22.7,3,22.5,5,4.7,4,0.5,4,4.05
20210901,HS49,칠포해수욕장,20210831,AM,22.5,3,25.9,5,4.2,4,0.2,5,4.60
20210901,HS49,칠포해수욕장,20210831,PM,23.6,3,25.8,5,5.4,3,0.2,5,4.30
20210901,HS50,진하해수욕장,20210831,AM,24.4,4,22.1,5,5.1,3,0.2,5,4.35
20210901,HS50,진하해수욕장,20210831,PM,24.8,4,22.1,5,5.6,3,0.3,5,4.35
20210901,HS51,변산해수욕장,20210831,AM,24.0,4,25.0,5,3.6,4,0.1,5,4.65
20210901,HS51,변산해수욕장,20210831,PM,24.8,4,25.7,5,3.0,4,0.2,5,4.65
20210901,HS52,선유도해수욕장,20210831,AM,24.2,4,25.9,5,3.2,4,0.4,5,4.65
20210901,HS52,선유도해수욕장,20210831,PM,25.1,4,25.8,5,2.2,4,0.5,4,4.10
20210901,HS53,구시포해수욕장,20210831,AM,24.1,4,25.3,5,3.7,4,0.4,5,4.65
20210901,HS53,구시포해수욕장,20210831,PM,24.9,4,25.9,5,3.6,4,0.5,4,4.10
