STN,NAME,DATE,AM/PM,TEMP_MIN,TEMP_AVE,TEMP_MAX,WIND_MIN,WIND_AVE,WIND_MAX,SKY,RAIN_AMT
SD1,진도,20210710,AM,26.0,26.5,27.0,3.8,4.0,4.2,4,0
SD1,진도,20210710,PM,26.0,26.7,27.0,3.8,4.2,4.5,4,0
SD1,진도,20210711,AM,26.0,27.0,28.0,3.9,4.0,4.1,4,0
SD1,진도,20210711,PM,27.0,27.7,28.0,3.9,4.2,4.7,3,7
SD1,진도,20210712,AM,27.0,28.0,29.0,3.8,3.9,4.0,1,0
SD1,진도,20210712,PM,27.0,28.0,29.0,4.0,4.2,4.5,3,0
SD2,무창포,20210710,AM,25.0,25.5,26.0,3.2,3.5,3.8,4,0
SD2,무창포,20210710,PM,25.0,25.7,26.0,3.8,4.4,4.9,4,0
SD2,무창포,20210711,AM,25.0,25.5,26.0,4.5,5.2,5.8,4,3
SD2,무창포,20210711,PM,25.0,25.7,26.0,3.9,4.4,4.7,3,21.9
SD2,무창포,20210712,AM,26.0,26.5,27.0,4.2,4.5,4.7,3,0
SD2,무창포,20210712,PM,26.0,26.7,27.0,4.1,4.7,5.4,3,0
SD4,제부도,20210710,AM,24.0,25.0,26.0,2.7,3.0,3.2,4,0
SD4,제부도,20210710,PM,25.0,26.0,27.0,3.2,3.7,4.1,4,0
SD4,제부도,20210711,AM,25.0,25.5,26.0,2.7,3.4,4.1,4,1.5
SD4,제부도,20210711,PM,25.0,26.0,27.0,2.7,3.5,4.7,4,0
SD4,제부도,20210712,AM,25.0,26.5,28.0,2.8,3.0,3.1,4,0
SD4,제부도,20210712,PM,27.0,27.7,28.0,2.8,4.1,4.9,4,0
SD5,서건도,20210710,AM,27.0,27.5,28.0,2.1,3.1,4.1,4,5.9
SD5,서건도,20210710,PM,27.0,27.7,28.0,4.0,4.4,5.1,4,7.1
SD5,서건도,20210711,AM,28.0,28.0,28.0,4.3,4.7,5.1,4,20.6
SD5,서건도,20210711,PM,28.0,28.3,29.0,4.0,4.5,5.2,4,17.2
SD5,서건도,20210712,AM,29.0,29.0,29.0,3.9,4.0,4.1,3,0
SD5,서건도,20210712,PM,28.0,28.7,29.0,3.5,3.9,4.1,3,0
SD6,실미도,20210710,AM,23.0,24.0,25.0,3.7,3.8,3.8,4,0
SD6,실미도,20210710,PM,24.0,24.7,25.0,3.7,4.2,4.7,4,0
SD6,실미도,20210711,AM,24.0,24.5,25.0,2.8,4.0,5.3,4,0
SD6,실미도,20210711,PM,24.0,24.7,25.0,2.8,3.5,4.7,3,0
SD6,실미도,20210712,AM,24.0,25.0,26.0,3.9,4.1,4.3,4,0
SD6,실미도,20210712,PM,25.0,25.7,26.0,3.9,4.5,5.0,4,0
SD7,하섬,20210710,AM,26.0,26.5,27.0,2.4,3.2,4.0,3,0
SD7,하섬,20210710,PM,26.0,26.7,27.0,4.0,4.4,5.0,3,0
SD7,하섬,20210711,AM,25.0,26.0,27.0,4.1,4.4,4.8,3,5
SD7,하섬,20210711,PM,26.0,26.7,27.0,3.9,4.2,4.5,3,18.2
SD7,하섬,20210712,AM,26.0,27.0,28.0,4.2,4.2,4.2,3,0
SD7,하섬,20210712,PM,27.0,27.7,28.0,4.2,4.8,5.1,1,0
SD8,웅도,20210710,AM,24.0,25.0,26.0,2.9,3.4,3.9,4,0
