생산일,코드,권역,지역,예측일자,갈라짐시작시간,갈라짐종료시간,체험시간,체험시간점수,최저기온,평균기온,최고기온,기온점수,최저풍속,평균풍속,최대풍속,풍속점수,날씨,날씨점수,총점수,예보지수
20210710,SD10,남해동부,소매물도,20210710,12:40,17:11,4.52,5,24,25,26,5,2,6,10,2,4,2,4.25,좋음
20210710,SD11,남해동부,동섬,20210710,13:20,15:59,2.65,4,26,28,28,5,3,5,7,3,4,2,3.65,보통
20210710,SD19,남해서부,우도,20210710,12:31,18:00,5.48,5,28,29,30,5,1,4,7,3,4,2,4.35,좋음
20210710,SD20,황해중부,선재도,20210710,09:00,15:08,6.13,5,21,21,22,4,2,3,5,3,4,2,4.30,좋음
20210710,SD21,황해남부,화도,20210710,09:00,18:00,9.00,5,23,24,25,5,2,4,5,3,3,3,4.50,좋음
20210710,SD22,남해서부,대섬,20210710,15:40,18:00,2.33,4,24,24,25,5,4,4,5,3,4,2,3.65,보통
20210710,SD4,황해중부,제부도,20210710,09:00,15:34,6.57,5,21,22,22,4,2,3,5,3,4,2,4.30,좋음
20210710,SD5,제주도,서건도,20210710,12:16,18:00,5.73,5,26,29,31,5,1,4,6,3,4,2,4.35,좋음
20210710,SD6,황해중부,실미도,20210710,09:02,13:55,4.88,5,20,21,22,4,2,4,6,3,4,2,4.30,좋음
20210710,SD8,황해중부,웅도,20210710,09:00,15:52,6.87,5,22,23,23,4,2,4,5,3,4,2,4.30,좋음
20210710,SD9,황해중부,소야도,20210710,09:18,13:34,4.27,5,20,21,22,4,3,5,6,3,3,3,4.45,좋음
20210710,SD10,남해동부,소매물도,20210711,13:14,17:51,4.62,5,24,25,26,5,6,7,7,3,4,2,4.35,좋음
20210710,SD11,남해동부,동섬,20210711,13:51,16:41,2.83,4,27,28,28,5,5,7,9,2,4,2,3.55,보통
20210710,SD19,남해서부,우도,20210711,13:09,18:00,4.85,5,27,28,29,5,5,6,8,3,4,2,4.35,좋음
20210710,SD20,황해중부,선재도,20210711,09:00,15:41,6.68,5,21,21,22,4,3,3,4,4,3,3,4.55,좋음
20210710,SD21,황해남부,화도,20210711,09:00,18:00,9.00,5,23,24,25,5,3,4,5,3,3,3,4.50,좋음
20210710,SD22,남해서부,대섬,20210711,16:13,18:00,1.78,3,23,24,25,5,3,5,6,3,3,3,3.10,보통
20210710,SD4,황해중부,제부도,20210711,09:00,16:06,7.10,5,20,21,22,4,1,3,4,4,4,2,4.40,좋음
20210710,SD5,제주도,서건도,20210711,12:53,18:00,5.12,5,26,27,28,5,3,4,5,3,4,2,4.35,좋음
20210710,SD6,황해중부,실미도,20210711,09:38,14:32,4.90,5,20,21,22,4,3,3,4,4,3,3,4.55,좋음
20210710,SD8,황해중부,웅도,20210711,09:00,16:22,7.37,5,21,22,23,4,3,3,4,4,3,3,4.55,좋음
20210710,SD9,황해중부,소야도,20210711,09:52,14:12,4.33,5,20,21,22,4,3,4,5,3,3,3,4.45,좋음
20210710,SD10,남해동부,소매물도,20210712,13:52,18:00,4.13,5,24,25,26,5,4,5,6,3,1,5,4.80,매우좋음
20210710,SD11,남해동부,동섬,20210712,14:28,17:18,2.83,4,27,29,30,5,5,5,6,3,3,3,3.80,보통
20210710,SD19,남해서부,우도,20210712,13:47,18:00,4.22,5,27,28,29,5,2,4,6,3,3,3,4.50,좋음
20210710,SD20,황해중부,선재도,20210712,09:00,16:14,7.23,5,21,21,22,4,1,2,3,4,4,2,4.40,좋음
20210710,SD21,황해남부,화도,20210712,09:00,18:00,9.00,5,23,24,25,5,2,3,4,4,1,5,4.90,매우좋음
20210710,SD22,남해서부,대섬,20210712,16:54,18:00,1.10,3,23,24,25,5,2,4,5,3,3,3,3.10,보통
20210710,SD4,황해중부,제부도,20210712,09:00,16:40,7.67,5,20,21,22,4,1,2,3,4,4,2,4.40,좋음
20210710,SD5,제주도,서건도,20210712,13:32,18:00,4.47,5,26,26,27,5,3,4,5,3,3,3,4.50,좋음
20210710,SD6,황해중부,실미도,20210712,10:12,15:08,4.93,5,20,21,22,4,1,2,4,4,4,2,4.40,좋음
20210710,SD8,황해중부,웅도,20210712,09:00,16:55,7.92,5,21,23,23,4,3,4,4,4,3,3,4.55,좋음
20210710,SD9,황해중부,소야도,20210712,10:25,14:49,4.40,5,20,21,22,4,2,3,3,4,3,3,4.55,좋음
