STN,NAME,DATE,AM/PM,TEMP_MIN,TEMP_AVE,TEMP_MAX,WIND_MIN,WIND_AVE,WIND_MAX,SKY,RAIN_AMT
SF2,가거도,20210710,AM,25.0,25.5,26.0,5.4,5.5,5.5,4,0
SF2,가거도,20210710,PM,26.0,26.0,26.0,5.4,5.4,5.5,3,0
SF2,가거도,20210711,AM,25.0,25.5,26.0,5.7,5.8,5.9,4,0
SF2,가거도,20210711,PM,26.0,26.0,26.0,5.0,5.6,5.9,1,3.5
SF2,가거도,20210712,AM,25.0,25.0,25.0,7.2,7.4,7.6,3,0
SF2,가거도,20210712,PM,25.0,25.7,26.0,6.9,7.1,7.2,3,0
SF21,거문도,20210710,AM,25.0,25.5,26.0,2.7,2.8,2.8,4,0
SF21,거문도,20210710,PM,26.0,26.7,27.0,2.3,2.8,3.3,4,0
SF21,거문도,20210711,AM,25.0,25.5,26.0,2.8,4.1,5.4,4,0
SF21,거문도,20210711,PM,26.0,26.7,27.0,2.2,2.8,3.3,4,0
SF21,거문도,20210712,AM,25.0,25.5,26.0,1.6,2.2,2.8,1,0
SF21,거문도,20210712,PM,26.0,26.3,27.0,0.8,1.6,2.8,1,0
SF35,거문도,20210710,AM,25.0,25.5,26.0,2.7,2.8,2.8,4,0
SF35,거문도,20210710,PM,26.0,26.7,27.0,2.3,2.8,3.3,4,0
SF35,거문도,20210711,AM,25.0,25.5,26.0,2.8,4.1,5.4,4,0
SF35,거문도,20210711,PM,26.0,26.7,27.0,2.2,2.8,3.3,4,0
SF35,거문도,20210712,AM,25.0,25.5,26.0,1.6,2.2,2.8,1,0
SF35,거문도,20210712,PM,26.0,26.3,27.0,0.8,1.6,2.8,1,0
SF36,거문도,20210710,AM,25.0,25.5,26.0,2.7,2.8,2.8,4,0
SF36,거문도,20210710,PM,26.0,26.7,27.0,2.3,2.8,3.3,4,0
SF36,거문도,20210711,AM,25.0,25.5,26.0,2.8,4.1,5.4,4,0
SF36,거문도,20210711,PM,26.0,26.7,27.0,2.2,2.8,3.3,4,0
SF36,거문도,20210712,AM,25.0,25.5,26.0,1.6,2.2,2.8,1,0
SF36,거문도,20210712,PM,26.0,26.3,27.0,0.8,1.6,2.8,1,0
SF37,거문도,20210710,AM,25.0,25.5,26.0,2.7,2.8,2.8,4,0
SF37,거문도,20210710,PM,26.0,26.7,27.0,2.3,2.8,3.3,4,0
SF37,거문도,20210711,AM,25.0,25.5,26.0,2.8,4.1,5.4,4,0
SF37,거문도,20210711,PM,26.0,26.7,27.0,2.2,2.8,3.3,4,0
SF37,거문도,20210712,AM,25.0,25.5,26.0,1.6,2.2,2.8,1,0
SF37,거문도,20210712,PM,26.0,26.3,27.0,0.8,1.6,2.8,1,0
SF38,거문도,20210710,AM,25.0,25.5,26.0,2.7,2.8,2.8,4,0
SF38,거문도,20210710,PM,26.0,26.7,27.0,2.3,2.8,3.3,4,0
SF38,거문도,20210711,AM,25.0,25.5,26.0,2.8,4.1,5.4,4,0
SF38,거문도,20210711,PM,26.0,26.7,27.0,2.2,2.8,3.3,4,0
SF38,거문도,20210712,AM,25.0,25.5,26.0,1.6,2.2,2.8,1,0
SF38,거문도,20210712,PM,26.0,26.3,27.0,0.8,1.6,2.8,1,0
SF39,거문도,20210710,AM,25.0,25.5,26.0,2.7,2.8,2.8,4,0
SF39,거문도,20210710,PM,26.0,26.7,27.0,2.3,2.8,3.3,4,0
SF39,거문도,20210711,AM,25.0,25.5,26.0,2.8,4.1,5.4,4,0
SF39,거문도,20210711,PM,26.0,26.7,27.0,2.2,2.8,3.3,4,0
SF39,거문도,20210712,AM,25.0,25.5,26.0,1.6,2.2,2.8,1,0
SF39,거문도,20210712,PM,26.0,26.3,27.0,0.8,1.6,2.8,1,0
SF14,거제도,20210710,AM,25.0,25.5,26.0,1.7,2.0,2.4,4,0
SF14,거제도,20210710,PM,25.0,26.0,27.0,2.4,2.8,3.0,4,0
SF14,거제도,20210711,AM,25.0,26.0,27.0,3.8,4.2,4.5,4,0
SF14,거제도,20210711,PM,26.0,27.0,28.0,4.1,4.6,5.1,4,3.5
SF14,거제도,20210712,AM,27.0,27.5,28.0,3.7,3.8,3.9,1,0
SF14,거제도,20210712,PM,27.0,28.0,29.0,3.4,3.9,4.5,1,0
SF11,국화도,20210710,AM,25.0,26.0,27.0,2.8,3.1,3.5,4,0
SF11,국화도,20210710,PM,26.0,27.0,28.0,3.5,4.0,4.4,4,0
SF11,국화도,20210711,AM,26.0,26.0,26.0,3.2,3.9,4.5,4,0
SF11,국화도,20210711,PM,26.0,26.7,28.0,3.2,3.7,4.3,4,0
SF11,국화도,20210712,AM,26.0,27.5,29.0,3.2,3.4,3.5,4,0
SF11,국화도,20210712,PM,28.0,29.0,30.0,3.5,4.3,4.7,4,1.6
SF56,김녕,20210710,AM,28.0,28.5,29.0,1.5,1.8,2.0,4,0
SF56,김녕,20210710,PM,28.0,28.7,29.0,1.5,1.9,2.2,4,4.9
SF56,김녕,20210711,AM,28.0,28.5,29.0,2.2,2.6,3.0,4,3
SF56,김녕,20210711,PM,28.0,29.0,30.0,2.2,2.5,2.7,4,8.8
SF56,김녕,20210712,AM,28.0,28.5,29.0,0.3,0.5,0.7,3,0
SF56,김녕,20210712,PM,29.0,29.3,30.0,0.3,0.8,1.3,3,0
SF57,김녕,20210710,AM,28.0,28.5,29.0,1.5,1.8,2.0,4,0
SF57,김녕,20210710,PM,28.0,28.7,29.0,1.5,1.9,2.2,4,4.9
SF57,김녕,20210711,AM,28.0,28.5,29.0,2.2,2.6,3.0,4,3
SF57,김녕,20210711,PM,28.0,29.0,30.0,2.2,2.5,2.7,4,8.8
SF57,김녕,20210712,AM,28.0,28.5,29.0,0.3,0.5,0.7,3,0
SF57,김녕,20210712,PM,29.0,29.3,30.0,0.3,0.8,1.3,3,0
SF58,김녕,20210710,AM,28.0,28.5,29.0,1.5,1.8,2.0,4,0
SF58,김녕,20210710,PM,28.0,28.7,29.0,1.5,1.9,2.2,4,4.9
SF58,김녕,20210711,AM,28.0,28.5,29.0,2.2,2.6,3.0,4,3
SF58,김녕,20210711,PM,28.0,29.0,30.0,2.2,2.5,2.7,4,8.8
SF58,김녕,20210712,AM,28.0,28.5,29.0,0.3,0.5,0.7,3,0
SF58,김녕,20210712,PM,29.0,29.3,30.0,0.3,0.8,1.3,3,0
SF59,김녕,20210710,AM,28.0,28.5,29.0,1.5,1.8,2.0,4,0
SF59,김녕,20210710,PM,28.0,28.7,29.0,1.5,1.9,2.2,4,4.9
SF59,김녕,20210711,AM,28.0,28.5,29.0,2.2,2.6,3.0,4,3
SF59,김녕,20210711,PM,28.0,29.0,30.0,2.2,2.5,2.7,4,8.8
SF59,김녕,20210712,AM,28.0,28.5,29.0,0.3,0.5,0.7,3,0
SF59,김녕,20210712,PM,29.0,29.3,30.0,0.3,0.8,1.3,3,0
SF49,모항항,20210710,AM,24.0,25.0,26.0,3.2,4.2,5.1,3,0
SF49,모항항,20210710,PM,24.0,25.3,26.0,3.7,4.6,5.1,3,0
SF49,모항항,20210711,AM,25.0,25.5,26.0,3.6,4.3,5.0,4,0
SF49,모항항,20210711,PM,25.0,25.7,26.0,3.6,4.1,4.9,3,0
SF49,모항항,20210712,AM,25.0,26.0,27.0,4.2,4.7,5.2,3,0
SF49,모항항,20210712,PM,26.0,26.7,27.0,4.6,4.9,5.2,1,0
SF50,모항항,20210710,AM,24.0,25.0,26.0,3.2,4.2,5.1,3,0
SF50,모항항,20210710,PM,24.0,25.3,26.0,3.7,4.6,5.1,3,0
SF50,모항항,20210711,AM,25.0,25.5,26.0,3.6,4.3,5.0,4,0
SF50,모항항,20210711,PM,25.0,25.7,26.0,3.6,4.1,4.9,3,0
SF50,모항항,20210712,AM,25.0,26.0,27.0,4.2,4.7,5.2,3,0
SF50,모항항,20210712,PM,26.0,26.7,27.0,4.6,4.9,5.2,1,0
SF51,방포항,20210710,AM,24.0,24.5,25.0,3.3,4.0,4.8,3,0
SF51,방포항,20210710,PM,24.0,24.7,25.0,4.7,5.0,5.4,4,0
SF51,방포항,20210711,AM,24.0,24.5,25.0,4.3,4.9,5.6,4,3.5
SF51,방포항,20210711,PM,24.0,24.7,25.0,4.3,4.6,5.1,3,7
SF51,방포항,20210712,AM,25.0,25.0,25.0,5.0,5.2,5.4,3,0
SF51,방포항,20210712,PM,24.0,24.7,25.0,4.9,5.2,5.4,1,0
SF74,부산남부,20210710,AM,25.0,25.5,26.0,2.9,3.3,3.8,4,0
SF74,부산남부,20210710,PM,25.0,25.7,26.0,3.8,4.2,4.6,4,0
SF74,부산남부,20210711,AM,25.0,25.5,26.0,3.6,4.7,5.7,4,0
SF74,부산남부,20210711,PM,25.0,25.7,26.0,5.7,5.9,6.3,4,0
SF74,부산남부,20210712,AM,26.0,27.0,28.0,3.6,4.2,4.9,1,0
SF74,부산남부,20210712,PM,26.0,27.0,28.0,4.4,5.2,6.3,3,0
SF75,부산남부,20210710,AM,25.0,25.5,26.0,2.9,3.3,3.8,4,0
SF75,부산남부,20210710,PM,25.0,25.7,26.0,3.8,4.2,4.6,4,0
SF75,부산남부,20210711,AM,25.0,25.5,26.0,3.6,4.7,5.7,4,0
SF75,부산남부,20210711,PM,25.0,25.7,26.0,5.7,5.9,6.3,4,0
SF75,부산남부,20210712,AM,26.0,27.0,28.0,3.6,4.2,4.9,1,0
SF75,부산남부,20210712,PM,26.0,27.0,28.0,4.4,5.2,6.3,3,0
SF76,부산남부,20210710,AM,25.0,25.5,26.0,2.9,3.3,3.8,4,0
SF76,부산남부,20210710,PM,25.0,25.7,26.0,3.8,4.2,4.6,4,0
SF76,부산남부,20210711,AM,25.0,25.5,26.0,3.6,4.7,5.7,4,0
SF76,부산남부,20210711,PM,25.0,25.7,26.0,5.7,5.9,6.3,4,0
SF76,부산남부,20210712,AM,26.0,27.0,28.0,3.6,4.2,4.9,1,0
SF76,부산남부,20210712,PM,26.0,27.0,28.0,4.4,5.2,6.3,3,0
SF77,부산남부,20210710,AM,25.0,25.5,26.0,2.9,3.3,3.8,4,0
SF77,부산남부,20210710,PM,25.0,25.7,26.0,3.8,4.2,4.6,4,0
SF77,부산남부,20210711,AM,25.0,25.5,26.0,3.6,4.7,5.7,4,0
SF77,부산남부,20210711,PM,25.0,25.7,26.0,5.7,5.9,6.3,4,0
SF77,부산남부,20210712,AM,26.0,27.0,28.0,3.6,4.2,4.9,1,0
SF77,부산남부,20210712,PM,26.0,27.0,28.0,4.4,5.2,6.3,3,0
SF78,부산남부,20210710,AM,25.0,25.5,26.0,2.9,3.3,3.8,4,0
SF78,부산남부,20210710,PM,25.0,25.7,26.0,3.8,4.2,4.6,4,0
SF78,부산남부,20210711,AM,25.0,25.5,26.0,3.6,4.7,5.7,4,0
SF78,부산남부,20210711,PM,25.0,25.7,26.0,5.7,5.9,6.3,4,0
SF78,부산남부,20210712,AM,26.0,27.0,28.0,3.6,4.2,4.9,1,0
SF78,부산남부,20210712,PM,26.0,27.0,28.0,4.4,5.2,6.3,3,0
SF79,부산남부,20210710,AM,25.0,25.5,26.0,2.9,3.3,3.8,4,0
SF79,부산남부,20210710,PM,25.0,25.7,26.0,3.8,4.2,4.6,4,0
SF79,부산남부,20210711,AM,25.0,25.5,26.0,3.6,4.7,5.7,4,0
SF79,부산남부,20210711,PM,25.0,25.7,26.0,5.7,5.9,6.3,4,0
SF79,부산남부,20210712,AM,26.0,27.0,28.0,3.6,4.2,4.9,1,0
SF79,부산남부,20210712,PM,26.0,27.0,28.0,4.4,5.2,6.3,3,0
SF80,부산남부,20210710,AM,25.0,25.5,26.0,2.9,3.3,3.8,4,0
SF80,부산남부,20210710,PM,25.0,25.7,26.0,3.8,4.2,4.6,4,0
SF80,부산남부,20210711,AM,25.0,25.5,26.0,3.6,4.7,5.7,4,0
SF80,부산남부,20210711,PM,25.0,25.7,26.0,5.7,5.9,6.3,4,0
SF80,부산남부,20210712,AM,26.0,27.0,28.0,3.6,4.2,4.9,1,0
SF80,부산남부,20210712,PM,26.0,27.0,28.0,4.4,5.2,6.3,3,0
SF81,부산남부,20210710,AM,25.0,25.5,26.0,2.9,3.3,3.8,4,0
SF81,부산남부,20210710,PM,25.0,25.7,26.0,3.8,4.2,4.6,4,0
SF81,부산남부,20210711,AM,25.0,25.5,26.0,3.6,4.7,5.7,4,0
SF81,부산남부,20210711,PM,25.0,25.7,26.0,5.7,5.9,6.3,4,0
SF81,부산남부,20210712,AM,26.0,27.0,28.0,3.6,4.2,4.9,1,0
SF81,부산남부,20210712,PM,26.0,27.0,28.0,4.4,5.2,6.3,3,0
SF67,부산동부,20210710,AM,26.0,26.5,27.0,3.6,4.3,5.1,3,0
SF67,부산동부,20210710,PM,26.0,26.7,27.0,5.1,5.3,5.8,3,0
SF67,부산동부,20210711,AM,26.0,26.0,26.0,4.8,5.7,6.6,4,0
SF67,부산동부,20210711,PM,26.0,26.0,26.0,6.6,6.9,7.4,4,0
SF67,부산동부,20210712,AM,27.0,27.5,28.0,4.3,5.1,5.9,3,0
SF67,부산동부,20210712,PM,26.0,27.0,28.0,5.2,6.3,7.9,3,0
SF68,부산동부,20210710,AM,26.0,26.5,27.0,3.6,4.3,5.1,3,0
SF68,부산동부,20210710,PM,26.0,26.7,27.0,5.1,5.3,5.8,3,0
SF68,부산동부,20210711,AM,26.0,26.0,26.0,4.8,5.7,6.6,4,0
SF68,부산동부,20210711,PM,26.0,26.0,26.0,6.6,6.9,7.4,4,0
SF68,부산동부,20210712,AM,27.0,27.5,28.0,4.3,5.1,5.9,3,0
SF68,부산동부,20210712,PM,26.0,27.0,28.0,5.2,6.3,7.9,3,0
SF69,부산동부,20210710,AM,26.0,26.5,27.0,3.6,4.3,5.1,3,0
SF69,부산동부,20210710,PM,26.0,26.7,27.0,5.1,5.3,5.8,3,0
SF69,부산동부,20210711,AM,26.0,26.0,26.0,4.8,5.7,6.6,4,0
SF69,부산동부,20210711,PM,26.0,26.0,26.0,6.6,6.9,7.4,4,0
SF69,부산동부,20210712,AM,27.0,27.5,28.0,4.3,5.1,5.9,3,0
SF69,부산동부,20210712,PM,26.0,27.0,28.0,5.2,6.3,7.9,3,0
SF70,부산동부,20210710,AM,26.0,26.5,27.0,3.6,4.3,5.1,3,0
SF70,부산동부,20210710,PM,26.0,26.7,27.0,5.1,5.3,5.8,3,0
SF70,부산동부,20210711,AM,26.0,26.0,26.0,4.8,5.7,6.6,4,0
SF70,부산동부,20210711,PM,26.0,26.0,26.0,6.6,6.9,7.4,4,0
SF70,부산동부,20210712,AM,27.0,27.5,28.0,4.3,5.1,5.9,3,0
SF70,부산동부,20210712,PM,26.0,27.0,28.0,5.2,6.3,7.9,3,0
SF71,부산동부,20210710,AM,26.0,26.5,27.0,3.6,4.3,5.1,3,0
SF71,부산동부,20210710,PM,26.0,26.7,27.0,5.1,5.3,5.8,3,0
SF71,부산동부,20210711,AM,26.0,26.0,26.0,4.8,5.7,6.6,4,0
SF71,부산동부,20210711,PM,26.0,26.0,26.0,6.6,6.9,7.4,4,0
SF71,부산동부,20210712,AM,27.0,27.5,28.0,4.3,5.1,5.9,3,0
SF71,부산동부,20210712,PM,26.0,27.0,28.0,5.2,6.3,7.9,3,0
SF72,부산동부,20210710,AM,26.0,26.5,27.0,3.6,4.3,5.1,3,0
SF72,부산동부,20210710,PM,26.0,26.7,27.0,5.1,5.3,5.8,3,0
SF72,부산동부,20210711,AM,26.0,26.0,26.0,4.8,5.7,6.6,4,0
SF72,부산동부,20210711,PM,26.0,26.0,26.0,6.6,6.9,7.4,4,0
SF72,부산동부,20210712,AM,27.0,27.5,28.0,4.3,5.1,5.9,3,0
SF72,부산동부,20210712,PM,26.0,27.0,28.0,5.2,6.3,7.9,3,0
SF73,부산동부,20210710,AM,26.0,26.5,27.0,3.6,4.3,5.1,3,0
SF73,부산동부,20210710,PM,26.0,26.7,27.0,5.1,5.3,5.8,3,0
SF73,부산동부,20210711,AM,26.0,26.0,26.0,4.8,5.7,6.6,4,0
SF73,부산동부,20210711,PM,26.0,26.0,26.0,6.6,6.9,7.4,4,0
SF73,부산동부,20210712,AM,27.0,27.5,28.0,4.3,5.1,5.9,3,0
SF73,부산동부,20210712,PM,26.0,27.0,28.0,5.2,6.3,7.9,3,0
SF60,부산서부,20210710,AM,25.0,25.0,25.0,2.5,3.0,3.6,4,0
SF60,부산서부,20210710,PM,25.0,25.3,26.0,3.6,4.0,4.5,4,0
SF60,부산서부,20210711,AM,25.0,26.0,27.0,3.5,4.5,5.6,4,0
SF60,부산서부,20210711,PM,26.0,27.0,28.0,5.6,5.8,6.3,4,0
SF60,부산서부,20210712,AM,25.0,26.0,27.0,3.5,4.2,4.8,1,0
SF60,부산서부,20210712,PM,26.0,26.7,27.0,4.3,5.1,6.2,3,0
SF61,부산서부,20210710,AM,25.0,25.0,25.0,2.5,3.0,3.6,4,0
SF61,부산서부,20210710,PM,25.0,25.3,26.0,3.6,4.0,4.5,4,0
SF61,부산서부,20210711,AM,25.0,26.0,27.0,3.5,4.5,5.6,4,0
SF61,부산서부,20210711,PM,26.0,27.0,28.0,5.6,5.8,6.3,4,0
SF61,부산서부,20210712,AM,25.0,26.0,27.0,3.5,4.2,4.8,1,0
SF61,부산서부,20210712,PM,26.0,26.7,27.0,4.3,5.1,6.2,3,0
SF62,부산서부,20210710,AM,25.0,25.0,25.0,2.5,3.0,3.6,4,0
SF62,부산서부,20210710,PM,25.0,25.3,26.0,3.6,4.0,4.5,4,0
SF62,부산서부,20210711,AM,25.0,26.0,27.0,3.5,4.5,5.6,4,0
SF62,부산서부,20210711,PM,26.0,27.0,28.0,5.6,5.8,6.3,4,0
SF62,부산서부,20210712,AM,25.0,26.0,27.0,3.5,4.2,4.8,1,0
SF62,부산서부,20210712,PM,26.0,26.7,27.0,4.3,5.1,6.2,3,0
SF63,부산서부,20210710,AM,25.0,25.0,25.0,2.5,3.0,3.6,4,0
SF63,부산서부,20210710,PM,25.0,25.3,26.0,3.6,4.0,4.5,4,0
SF63,부산서부,20210711,AM,25.0,26.0,27.0,3.5,4.5,5.6,4,0
SF63,부산서부,20210711,PM,26.0,27.0,28.0,5.6,5.8,6.3,4,0
SF63,부산서부,20210712,AM,25.0,26.0,27.0,3.5,4.2,4.8,1,0
SF63,부산서부,20210712,PM,26.0,26.7,27.0,4.3,5.1,6.2,3,0
SF64,부산서부,20210710,AM,25.0,25.0,25.0,2.5,3.0,3.6,4,0
SF64,부산서부,20210710,PM,25.0,25.3,26.0,3.6,4.0,4.5,4,0
SF64,부산서부,20210711,AM,25.0,26.0,27.0,3.5,4.5,5.6,4,0
SF64,부산서부,20210711,PM,26.0,27.0,28.0,5.6,5.8,6.3,4,0
SF64,부산서부,20210712,AM,25.0,26.0,27.0,3.5,4.2,4.8,1,0
SF64,부산서부,20210712,PM,26.0,26.7,27.0,4.3,5.1,6.2,3,0
SF65,부산서부,20210710,AM,25.0,25.0,25.0,2.5,3.0,3.6,4,0
SF65,부산서부,20210710,PM,25.0,25.3,26.0,3.6,4.0,4.5,4,0
SF65,부산서부,20210711,AM,25.0,26.0,27.0,3.5,4.5,5.6,4,0
