FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
CN,20210710,AM,25.5,16.4,2.7,19.5,23.5,8.5,0.3,9.6,8.0,3.4,,0.0,4.0,7.2,0,0.1,-,-,60.0,보통
CN,20210710,PM,26.0,15.5,5.4,14.8,24.3,8.0,0.3,9.6,8.0,3.4,,0.0,3.8,7.2,0,0.2,-,-,60.0,보통
CN,20210711,AM,25.7,16.0,5.6,14.5,23.5,8.5,0.4,9.6,9.0,3.4,,0.0,3.7,7.2,0,1.6,-,-,60.0,보통
CN,20210711,PM,26.0,15.5,6.2,13.4,24.2,8.0,0.4,9.6,9.0,3.4,,0.0,3.0,16.9,0,3.7,-,-,60.0,보통
CN,20210712,AM,25.6,16.2,3.8,17.6,23.6,8.4,0.2,9.6,10.0,3.4,,0.0,1.0,24.1,0,0.0,-,-,79.3,매우좋음
CN,20210712,PM,26.0,15.5,4.8,15.9,24.4,7.9,0.2,9.6,10.0,3.4,,0.0,1.4,24.1,0,1.2,-,-,60.0,보통
CN,20210713,DY,25.7,16.0,4.4,16.6,24.4,7.9,0.4,9.6,11.0,3.4,,0.0,3.0,16.9,0,0.0,-,-,70.4,좋음
CN,20210714,DY,25.0,17.2,3.9,17.4,24.4,7.9,0.4,9.6,12.0,5.5,,0.0,3.0,16.9,0,0.0,-,-,74.5,좋음
CN,20210715,DY,24.9,17.4,3.1,18.8,24.8,7.6,0.1,9.6,13.0,5.5,,0.0,3.0,16.9,0,0.0,-,-,75.8,매우좋음
CN,20210716,DY,25.9,15.7,2.7,19.5,25.7,7.1,0.2,9.6,14.0,5.5,,0.0,3.0,16.9,0,0.0,-,-,74.3,좋음
IS,20210710,AM,24.7,11.4,2.2,13.0,23.4,14.0,0.6,14.4,8.0,7.7,0.3,3.0,4.0,4.6,0,0.0,-,-,68.1,좋음
IS,20210710,PM,24.7,11.4,4.0,11.1,24.2,13.2,0.6,14.4,8.0,7.7,0.4,1.6,3.8,4.6,0,0.0,-,-,64.0,보통
IS,20210711,AM,24.5,11.6,3.6,11.5,24.0,13.4,0.8,12.4,9.0,7.7,0.3,3.0,3.9,4.6,0,0.2,-,-,60.0,보통
IS,20210711,PM,24.7,11.4,4.7,10.3,24.7,12.7,0.7,13.4,9.0,7.7,0.4,1.6,3.1,10.8,0,0.0,-,-,67.9,좋음
IS,20210712,AM,24.6,11.5,3.9,11.2,24.3,13.1,0.4,13.2,10.0,7.7,0.3,3.0,1.0,15.5,0,0.0,-,-,75.2,매우좋음
IS,20210712,PM,24.6,11.5,3.7,11.4,25.1,12.3,0.4,13.2,10.0,7.7,0.4,1.6,1.0,15.5,0,0.0,-,-,73.2,좋음
IS,20210713,DY,24.3,11.8,3.1,12.0,25.0,12.4,0.7,13.4,11.0,7.7,0.3,3.0,3.0,10.8,0,0.0,-,-,71.1,좋음
IS,20210714,DY,24.1,12.0,2.7,12.5,24.7,12.7,0.6,14.4,12.0,12.4,0.3,3.0,3.0,10.8,0,0.0,-,-,77.8,매우좋음
IS,20210715,DY,23.7,12.5,2.2,13.0,24.9,12.5,0.2,13.2,13.0,12.4,0.3,3.0,3.0,10.8,0,0.0,-,-,77.4,매우좋음
IS,20210716,DY,24.4,11.7,2.8,12.4,25.7,11.7,0.6,14.4,14.0,12.4,0.3,3.0,3.0,10.8,0,0.0,-,-,76.4,매우좋음
