FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
NW,20210710,AM,27.0,14.4,6.3,13.8,25.6,4.7,0.2,6.4,8.0,2.4,0.2,2.9,3.6,8.0,3,1.0,-,-,60.0,보통
NW,20210710,PM,27.4,13.7,7.6,11.5,26.1,4.4,0.2,6.4,8.0,2.4,0.2,2.9,3.1,18.6,3,1.3,-,-,60.0,보통
NW,20210711,AM,26.8,14.7,7.3,12.0,25.4,4.7,0.4,6.4,9.0,2.4,0.2,2.9,4.0,8.0,3,6.1,-,-,45.0,나쁨
NW,20210711,PM,26.8,14.7,6.8,12.9,25.8,4.6,0.3,6.4,9.0,2.4,0.3,2.0,3.4,18.6,3,4.1,-,-,60.0,보통
NW,20210712,AM,26.8,14.7,6.9,12.8,25.6,4.7,0.2,6.4,10.0,2.4,0.1,3.8,3.1,18.6,3,0.0,-,-,69.4,좋음
NW,20210712,PM,27.0,14.4,6.5,13.5,25.9,4.5,0.2,6.4,10.0,2.4,0.3,2.0,3.0,18.6,3,0.0,-,-,67.8,좋음
NW,20210713,DY,26.4,15.5,4.8,16.5,26.3,4.4,0.6,7.0,11.0,2.4,0.2,2.9,3.0,18.6,3,0.0,-,-,73.3,좋음
NW,20210714,DY,25.1,17.8,2.9,20.0,26.8,4.2,0.5,7.5,12.0,3.8,0.2,2.9,3.0,18.6,3,0.0,-,-,80.8,매우좋음
NW,20210715,DY,25.2,17.6,3.2,19.4,26.4,4.3,0.2,6.4,13.0,3.8,0.2,2.9,3.0,18.6,3,0.0,-,-,79.0,매우좋음
NW,20210716,DY,26.7,14.9,5.8,14.7,26.1,4.4,0.3,6.4,14.0,3.8,0.2,2.9,3.0,18.6,3,0.0,-,-,71.7,좋음
SW,20210710,AM,27.2,13.5,5.7,14.3,24.2,6.1,0.7,7.9,8.0,2.6,0.3,2.2,4.0,7.5,3,6.4,-,-,45.0,나쁨
