FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
SW,20210710,AM,25.4,16.7,4.2,17.1,20.6,7.3,0.5,11.7,8.0,2.4,0.4,0.5,3.5,7.5,0,0.0,-,-,63.2,보통
SW,20210710,PM,26.2,15.3,6.5,13.1,21.6,7.3,0.5,11.7,8.0,2.4,0.3,1.0,3.6,7.5,0,0.0,-,-,58.3,보통
SW,20210711,AM,26.7,14.5,5.9,14.1,20.9,7.3,0.4,10.0,9.0,2.4,0.5,0.1,3.9,7.5,0,0.0,-,-,55.9,보통
SW,20210711,PM,27.1,13.8,7.0,12.2,22.1,7.3,0.5,11.7,9.0,2.4,0.4,0.5,3.3,17.4,0,0.0,-,-,65.3,좋음
SW,20210712,AM,27.0,13.9,5.0,15.7,20.8,7.3,0.3,10.0,10.0,2.4,0.4,0.5,2.3,17.4,0,0.0,-,-,67.2,좋음
SW,20210712,PM,26.7,14.5,5.8,14.3,22.5,7.1,0.3,10.0,10.0,2.4,0.4,0.5,2.1,17.4,0,2.5,-,-,60.0,보통
SW,20210713,DY,26.5,14.8,4.4,16.7,22.4,7.1,0.4,10.0,11.0,2.4,0.3,1.0,3.0,17.4,0,0.0,-,-,69.4,좋음
SW,20210714,DY,26.0,15.7,4.1,17.2,22.6,7.0,0.3,10.0,12.0,3.9,0.3,1.0,3.0,17.4,0,0.0,-,-,72.2,좋음
SW,20210715,DY,25.1,17.2,2.8,19.5,22.8,6.9,0.2,10.0,13.0,3.9,0.3,1.0,3.0,17.4,0,0.0,-,-,75.9,매우좋음
SW,20210716,DY,26.1,15.5,2.7,19.7,23.5,6.6,0.1,10.0,14.0,3.9,0.3,1.0,3.0,17.4,0,0.0,-,-,74.1,좋음
NE,20210710,AM,24.9,14.6,5.4,12.4,18.4,9.4,0.5,13.8,8.0,5.3,0.3,0.4,2.4,14.1,0,0.0,-,-,70.0,좋음
NE,20210710,PM,25.4,13.9,8.6,7.8,20.0,13.8,0.4,11.8,8.0,5.3,0.3,0.4,3.0,14.1,0,0.0,-,-,67.1,좋음
NE,20210711,AM,25.8,13.3,7.4,9.5,18.0,8.3,0.3,11.8,9.0,5.3,0.3,0.4,4.0,6.1,0,0.6,-,-,60.0,보통
NE,20210711,PM,26.0,13.0,8.9,7.4,20.0,13.8,0.4,11.8,9.0,5.3,0.3,0.4,3.3,14.1,0,0.7,-,-,60.0,보통
NE,20210712,AM,25.8,13.3,5.6,12.1,18.0,8.3,0.3,11.8,10.0,5.3,0.3,0.4,3.0,14.1,0,0.0,-,-,65.3,좋음
NE,20210712,PM,25.8,13.3,7.1,10.0,19.7,13.0,0.3,11.8,10.0,5.3,0.3,0.4,2.3,14.1,0,2.8,-,-,60.0,보통
NE,20210713,DY,25.5,13.7,5.4,12.4,19.7,13.0,0.3,11.8,11.0,5.3,0.2,0.7,3.0,14.1,0,0.0,-,-,71.0,좋음
NE,20210714,DY,25.2,14.1,5.3,12.6,20.2,13.8,0.2,11.8,12.0,8.5,0.2,0.7,3.0,14.1,0,0.0,-,-,75.6,매우좋음
NE,20210715,DY,24.1,15.7,3.1,15.7,20.4,13.8,0.1,11.8,13.0,8.5,0.3,0.4,3.0,14.1,0,0.0,-,-,80.0,매우좋음
NE,20210716,DY,24.8,14.7,3.3,15.4,21.6,13.8,0.1,11.8,14.0,8.5,0.3,0.4,3.0,14.1,0,0.0,-,-,78.7,매우좋음
