FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
NE,20210714,PM,25.7,15.2,4.0,16.3,27.1,6.7,0.1,9.4,12.0,4.7,0.4,0.9,3.4,16.0,3,0.0,-,-,75.2,매우좋음
NE,20210715,DY,25.4,15.7,5.5,13.9,26.1,7.4,0.2,9.4,13.0,4.7,0.4,0.9,3.0,16.0,3,0.0,-,-,74.0,좋음
NE,20210716,DY,24.4,17.3,6.1,12.9,24.9,8.2,0.2,9.4,14.0,4.7,0.4,0.9,3.0,16.0,3,0.0,-,-,75.4,매우좋음
NE,20210717,DY,24.7,16.8,7.0,11.4,23.9,8.9,0.7,9.5,15.0,5.9,0.4,0.9,3.0,16.0,3,0.0,-,-,75.4,매우좋음
NE,20210718,DY,25.0,16.3,7.2,11.1,23.2,9.4,0.9,8.1,1.0,5.9,0.4,0.9,3.0,16.0,3,0.0,-,-,73.7,좋음
SE,20210712,AM,26.8,13.9,4.8,15.6,24.9,5.9,0.6,7.4,10.0,2.7,0.2,3.4,3.4,18.4,3,0.0,-,-,73.3,좋음
SE,20210712,PM,27.4,12.9,7.2,11.6,25.4,5.7,0.6,7.4,10.0,2.7,0.3,2.3,3.4,18.4,3,0.0,-,-,67.0,좋음
SE,20210713,AM,26.8,13.9,7.3,11.4,25.0,5.9,0.6,7.4,11.0,2.7,0.2,3.4,2.3,18.4,3,0.0,-,-,69.1,좋음
SE,20210713,PM,26.7,14.1,7.2,11.6,25.4,5.7,0.6,7.4,11.0,2.7,0.3,2.3,2.4,18.4,3,0.0,-,-,68.2,좋음
SE,20210714,AM,26.8,13.9,5.3,14.8,25.0,5.9,0.5,7.9,12.0,4.4,0.1,4.4,3.0,18.4,3,0.0,-,-,75.7,매우좋음
SE,20210714,PM,26.6,14.3,5.2,14.9,25.5,5.6,0.5,7.9,12.0,4.4,0.2,3.4,3.4,18.4,3,0.0,-,-,74.9,좋음
SE,20210715,DY,25.9,15.5,3.5,17.8,25.7,5.5,0.5,7.9,13.0,4.4,0.2,3.4,3.0,18.4,3,0.0,-,-,78.9,매우좋음
SE,20210716,DY,26.4,14.6,4.9,15.5,25.9,5.4,0.4,6.7,14.0,4.4,0.2,3.4,3.0,18.4,3,0.0,-,-,74.4,좋음
SE,20210717,DY,26.3,14.8,4.9,15.5,26.5,5.1,0.7,6.9,15.0,5.5,0.2,3.4,3.0,18.4,3,0.0,-,-,75.6,매우좋음
SE,20210718,DY,26.6,14.3,5.2,14.9,26.8,5.0,1.0,5.3,1.0,5.5,0.2,3.4,3.0,18.4,3,0.0,-,-,72.8,좋음
