FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
SW,20210712,AM,26.1,15.5,4.7,16.2,21.2,7.3,0.3,10.0,10.0,2.4,0.4,0.5,3.1,17.4,0,0.2,-,-,60.0,보통
SW,20210712,PM,27.0,13.9,6.0,13.9,22.4,7.1,0.3,10.0,10.0,2.4,0.4,0.5,1.7,24.9,0,0.3,-,-,60.0,보통
SW,20210713,AM,26.0,15.7,4.7,16.2,20.9,7.3,0.2,10.0,11.0,2.4,0.4,0.5,2.3,17.4,0,0.0,-,-,69.5,좋음
SW,20210713,PM,26.4,15.0,6.0,13.9,22.1,7.3,0.2,10.0,11.0,2.4,0.4,0.5,2.4,17.4,0,0.0,-,-,66.5,좋음
SW,20210714,AM,25.9,15.9,4.1,17.2,21.4,7.3,0.2,10.0,12.0,3.9,0.3,1.0,2.3,17.4,0,0.0,-,-,72.7,좋음
SW,20210714,PM,26.8,14.3,5.1,15.5,22.7,7.0,0.2,10.0,12.0,3.9,0.4,0.5,1.7,24.9,0,0.0,-,-,76.1,매우좋음
SW,20210715,DY,26.0,15.7,3.0,19.2,22.8,6.9,0.3,10.0,13.0,3.9,0.3,1.0,3.0,17.4,0,0.0,-,-,74.1,좋음
SW,20210716,DY,24.9,17.6,5.9,14.1,23.3,6.7,0.1,10.0,14.0,3.9,0.3,1.0,3.0,17.4,0,0.0,-,-,70.7,좋음
SW,20210717,DY,25.7,16.2,6.1,13.8,24.7,6.0,0.4,10.0,15.0,4.9,0.3,1.0,3.0,17.4,0,0.0,-,-,69.3,좋음
SW,20210718,DY,26.0,15.7,5.4,15.0,25.4,5.7,0.3,10.0,1.0,4.9,0.2,1.5,4.0,7.5,0,0.0,-,-,60.3,보통
NE,20210712,AM,25.7,13.4,6.0,11.6,18.9,10.8,0.3,11.8,10.0,5.3,0.2,0.7,3.0,14.1,0,0.5,-,-,60.0,보통
NE,20210712,PM,26.2,12.7,7.8,9.0,20.3,13.8,0.3,11.8,10.0,5.3,0.3,0.4,1.9,20.2,0,0.7,-,-,60.0,보통
NE,20210713,AM,25.5,13.7,6.4,11.0,17.7,7.5,0.2,11.8,11.0,5.3,0.2,0.7,2.0,14.1,0,0.0,-,-,64.1,보통
NE,20210713,PM,25.8,13.3,7.6,9.2,19.0,11.1,0.2,11.8,11.0,5.3,0.3,0.4,1.9,20.2,0,0.0,-,-,71.3,좋음
NE,20210714,AM,25.3,14.0,5.5,12.3,18.1,8.6,0.1,11.8,12.0,8.5,0.3,0.4,2.0,14.1,0,0.0,-,-,69.7,좋음
NE,20210714,PM,25.9,13.1,6.6,10.7,19.8,13.3,0.1,11.8,12.0,8.5,0.3,0.4,1.7,20.2,0,0.0,-,-,78.0,매우좋음
NE,20210715,DY,24.6,15.0,3.0,15.9,20.3,13.8,0.2,11.8,13.0,8.5,0.3,0.4,3.0,14.1,0,0.0,-,-,79.5,매우좋음
NE,20210716,DY,23.1,17.2,5.9,11.7,22.4,13.5,0.1,11.8,14.0,8.5,0.2,0.7,3.0,14.1,0,0.0,-,-,77.5,매우좋음
NE,20210717,DY,23.7,16.3,6.3,11.1,24.1,11.9,0.3,11.8,15.0,10.6,0.3,0.4,3.0,14.1,0,0.0,-,-,76.2,매우좋음
NE,20210718,DY,24.1,15.7,6.0,11.6,25.1,11.0,0.2,11.8,1.0,10.6,0.2,0.7,4.0,6.1,0,0.0,-,-,67.5,좋음
