FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
NW,20210831,AM,27.1,14.2,3.9,18.2,27.6,3.8,0.1,6.4,1.0,4.8,0.2,2.9,2.6,18.6,6,0.0,-,HW,20.0,매우나쁨
NW,20210831,PM,27.3,13.8,4.7,16.7,27.6,3.8,0.1,6.4,1.0,4.8,0.1,3.8,2.4,18.6,6,0.0,-,HW,20.0,매우나쁨
NW,20210901,AM,27.7,13.1,8.5,9.9,27.1,4.0,0.6,7.0,2.0,4.8,0.1,3.8,3.4,18.6,4,0.0,-,-,69.2,좋음
NW,20210901,PM,27.7,13.1,8.9,9.2,27.0,4.1,0.6,7.0,2.0,4.8,0.2,2.9,3.0,18.6,4,0.0,-,-,67.7,좋음
NW,20210902,AM,26.2,15.8,3.7,18.5,26.7,4.2,0.3,6.4,3.0,4.8,0.1,3.8,4.0,8.0,4,4.0,-,-,60.0,보통
NW,20210902,PM,25.5,17.1,3.7,18.5,26.7,4.2,0.3,6.4,3.0,4.8,0.2,2.9,4.0,8.0,4,2.6,-,-,60.0,보통
NW,20210903,DY,25.6,16.9,5.1,16.0,26.6,4.2,0.5,7.5,4.0,3.8,0.2,2.9,4.0,8.0,4,0.0,-,-,67.3,좋음
NW,20210904,DY,26.8,14.7,8.7,9.5,26.5,4.3,0.3,6.4,5.0,3.8,0.2,2.9,4.0,8.0,4,0.0,-,-,57.6,보통
NW,20210905,DY,26.3,15.6,7.0,12.6,26.4,4.3,0.5,7.5,6.0,3.8,0.2,2.9,4.0,8.0,4,0.0,-,-,62.7,보통
NW,20210906,DY,27.3,13.8,9.0,9.0,26.2,4.4,1.0,5.0,7.0,2.4,0.2,2.9,4.0,8.0,4,0.0,-,-,53.5,나쁨
SW,20210831,AM,26.8,14.2,3.5,18.1,27.2,4.7,0.2,7.8,1.0,5.2,0.4,1.2,2.9,17.4,6,0.0,-,HW,20.0,매우나쁨
SW,20210831,PM,26.2,15.2,4.2,16.9,27.1,4.7,0.2,7.8,1.0,5.2,0.3,2.2,2.5,17.4,6,0.0,-,-·HW,20.0,매우나쁨
SW,20210901,AM,25.9,15.7,5.3,15.0,27.4,4.6,0.7,7.9,2.0,5.2,0.3,2.2,4.0,7.5,4,0.0,-,-,66.1,좋음
SW,20210901,PM,26.0,15.5,5.7,14.3,27.3,4.6,0.7,7.9,2.0,5.2,0.3,2.2,3.3,17.4,4,0.0,-,-,75.1,매우좋음
SW,20210902,AM,25.8,15.9,5.9,14.0,27.4,4.6,0.5,9.2,3.0,5.2,0.3,2.2,4.0,7.5,4,3.0,-,-,60.0,보통
SW,20210902,PM,26.0,15.5,4.8,15.9,27.4,4.6,0.4,7.8,3.0,5.2,0.3,2.2,4.0,7.5,4,3.5,-,-,60.0,보통
SW,20210903,DY,25.2,16.9,2.9,19.2,27.4,4.6,0.3,7.8,4.0,4.2,0.3,2.2,4.0,7.5,4,0.0,-,-,70.4,좋음
SW,20210904,DY,25.9,15.7,7.0,12.1,27.2,4.7,0.4,7.8,5.0,4.2,0.4,1.2,4.0,7.5,4,0.0,-,-,61.2,보통
SW,20210905,DY,24.8,17.6,6.5,13.0,27.1,4.7,0.6,8.5,6.0,4.2,0.4,1.2,4.0,7.5,4,0.0,-,-,64.7,보통
SW,20210906,DY,25.9,15.7,7.6,11.1,27.0,4.8,1.5,3.1,7.0,2.6,0.5,0.1,4.0,7.5,4,0.0,-,-,52.9,나쁨
NE,20210831,AM,26.4,14.1,2.9,18.1,27.6,6.4,0.0,9.4,1.0,5.9,0.3,1.8,2.0,16.0,6,0.0,-,HW,20.0,매우나쁨
NE,20210831,PM,26.7,13.6,4.0,16.3,27.6,6.4,0.1,9.4,1.0,5.9,0.3,1.8,2.9,16.0,6,0.0,-,HW,20.0,매우나쁨
NE,20210901,AM,27.1,12.9,4.8,15.0,27.3,6.6,0.3,9.4,2.0,5.9,0.2,2.6,2.0,16.0,4,0.0,-,-,76.4,매우좋음
NE,20210901,PM,27.7,11.9,7.6,10.5,27.1,6.7,0.3,9.4,2.0,5.9,0.3,1.8,2.2,16.0,4,0.0,-,-,70.2,좋음
NE,20210902,AM,25.9,14.9,2.6,18.6,26.9,6.8,0.3,9.4,3.0,5.9,0.2,2.6,4.0,6.9,4,4.2,-,-,60.0,보통
