NAME,Date_time,WHT,SST
상왕등도,2021-08-31 09,0.09,25.2
상왕등도,2021-08-31 12,0.1,25.95
상왕등도,2021-08-31 15,0.3,26.04
상왕등도,2021-08-31 18,0.35,26.09
상왕등도,2021-09-01 21,0.49,25.3
상왕등도,2021-09-01 00,0.33,25.36
상왕등도,2021-09-01 03,0.22,25.41
상왕등도,2021-09-01 06,0.37,24.84
상왕등도,2021-09-01 09,0.47,25.38
상왕등도,2021-09-01 12,0.33,25.33
상왕등도,2021-09-01 15,0.41,25.19
상왕등도,2021-09-01 18,0.49,25.58
상왕등도,2021-09-02 21,0.44,25.04
상왕등도,2021-09-02 00,0.39,25.31
상왕등도,2021-09-02 03,0.46,25.42
상왕등도,2021-09-02 06,0.19,25.28
상왕등도,2021-09-02 09,0.59,25.13
상왕등도,2021-09-02 12,0.3,26.53
상왕등도,2021-09-02 15,0.25,26.35
상왕등도,2021-09-02 18,0.43,26.03
추자도,2021-08-31 09,0.22,26.1
추자도,2021-08-31 12,0.5,26.96
추자도,2021-08-31 15,0.49,27.36
추자도,2021-08-31 18,0.28,27.62
추자도,2021-09-01 21,0.72,26.68
추자도,2021-09-01 00,0.74,26.62
추자도,2021-09-01 03,1.19,26.36
추자도,2021-09-01 06,1.04,26.26
추자도,2021-09-01 09,1.33,26.23
추자도,2021-09-01 12,1.27,25.95
추자도,2021-09-01 15,1.13,25.18
추자도,2021-09-01 18,1.1,25.18
추자도,2021-09-02 21,0.95,24.9
추자도,2021-09-02 00,1.11,24.81
추자도,2021-09-02 03,0.7,24.29
추자도,2021-09-02 06,0.65,24.28
추자도,2021-09-02 09,0.57,24.94
추자도,2021-09-02 12,0.55,25.08
추자도,2021-09-02 15,0.34,25.04
추자도,2021-09-02 18,0.46,24.9
울진후정,2021-08-31 09,0.07,25.33
울진후정,2021-08-31 12,0.31,25.65
울진후정,2021-08-31 15,0.12,25.32
울진후정,2021-08-31 18,0.31,25.59
울진후정,2021-09-01 21,0.09,25.13
울진후정,2021-09-01 00,0.26,24.97
울진후정,2021-09-01 03,0.29,25.37
울진후정,2021-09-01 06,0.92,25.34
울진후정,2021-09-01 09,0.96,24.85
울진후정,2021-09-01 12,1.25,25.21
울진후정,2021-09-01 15,1.54,24.78
울진후정,2021-09-01 18,1.5,24.55
울진후정,2021-09-02 21,1.43,24.62
울진후정,2021-09-02 00,1.63,24.4
울진후정,2021-09-02 03,1.14,24.56
울진후정,2021-09-02 06,1.33,24.34
울진후정,2021-09-02 09,0.92,24.35
울진후정,2021-09-02 12,0.9,24.58
울진후정,2021-09-02 15,1.11,24.36
울진후정,2021-09-02 18,0.93,24.42
동명항,2021-08-31 09,0.17,24.17
동명항,2021-08-31 12,0.31,24.19
동명항,2021-08-31 15,0.12,24.18
동명항,2021-08-31 18,0.23,24.25
동명항,2021-09-01 21,0.41,24.51
동명항,2021-09-01 00,0.37,24.47
동명항,2021-09-01 03,0.81,24.14
동명항,2021-09-01 06,0.44,23.5
동명항,2021-09-01 09,0.84,23.17
동명항,2021-09-01 12,1.24,23.17
동명항,2021-09-01 15,1.55,22.76
동명항,2021-09-01 18,1.39,22.64
동명항,2021-09-02 21,1.44,22.25
동명항,2021-09-02 00,1.3,22.74
동명항,2021-09-02 03,1.15,22.11
동명항,2021-09-02 06,1.02,21.65
동명항,2021-09-02 09,0.96,22.06
동명항,2021-09-02 12,0.94,21.9
동명항,2021-09-02 15,0.61,21.85
동명항,2021-09-02 18,0.81,22.05
월포해수욕장,2021-08-31 09,0.36,25.22
월포해수욕장,2021-08-31 12,0.14,25.45
월포해수욕장,2021-08-31 15,0.26,25.63
월포해수욕장,2021-08-31 18,0.63,25.73
월포해수욕장,2021-09-01 21,0.35,25.6
월포해수욕장,2021-09-01 00,0.29,25.23
월포해수욕장,2021-09-01 03,0.41,25.33
월포해수욕장,2021-09-01 06,0.32,25.64
월포해수욕장,2021-09-01 09,0.54,25.32
월포해수욕장,2021-09-01 12,0.64,25.41
월포해수욕장,2021-09-01 15,0.65,25.4
월포해수욕장,2021-09-01 18,1.78,25.11
월포해수욕장,2021-09-02 21,1.98,24.94
월포해수욕장,2021-09-02 00,2.05,24.73
월포해수욕장,2021-09-02 03,1.44,24.81
월포해수욕장,2021-09-02 06,1.51,24.99
월포해수욕장,2021-09-02 09,1.23,24.81
월포해수욕장,2021-09-02 12,1.42,24.99
월포해수욕장,2021-09-02 15,1.1,25.06
월포해수욕장,2021-09-02 18,1.0,24.8
구조라해수욕장,2021-08-31 09,0.12,25.08
구조라해수욕장,2021-08-31 12,0.04,26.38
구조라해수욕장,2021-08-31 15,0.1,26.51
구조라해수욕장,2021-08-31 18,0.22,26.68
구조라해수욕장,2021-09-01 21,0.1,25.94
구조라해수욕장,2021-09-01 00,0.1,25.7
구조라해수욕장,2021-09-01 03,0.19,25.69
구조라해수욕장,2021-09-01 06,0.33,25.55
구조라해수욕장,2021-09-01 09,0.56,25.61
구조라해수욕장,2021-09-01 12,0.48,24.8
구조라해수욕장,2021-09-01 15,0.47,24.38
구조라해수욕장,2021-09-01 18,0.41,24.79
구조라해수욕장,2021-09-02 21,0.22,24.52
구조라해수욕장,2021-09-02 00,0.51,24.0
구조라해수욕장,2021-09-02 03,0.5,23.48
구조라해수욕장,2021-09-02 06,0.23,23.46
구조라해수욕장,2021-09-02 09,0.41,24.03
구조라해수욕장,2021-09-02 12,0.15,24.22
구조라해수욕장,2021-09-02 15,0.1,24.52
구조라해수욕장,2021-09-02 18,0.32,24.49
문섬,2021-08-31 09,0.06,24.66
문섬,2021-08-31 12,0.47,24.96
문섬,2021-08-31 15,0.29,25.45
문섬,2021-08-31 18,0.14,25.56
문섬,2021-09-01 21,0.19,25.24
문섬,2021-09-01 00,0.46,24.91
문섬,2021-09-01 03,0.36,25.02
문섬,2021-09-01 06,0.68,24.95
문섬,2021-09-01 09,0.94,24.7
문섬,2021-09-01 12,0.63,24.72
문섬,2021-09-01 15,0.91,24.85
문섬,2021-09-01 18,1.07,24.68
문섬,2021-09-02 21,1.03,24.68
문섬,2021-09-02 00,0.79,24.57
문섬,2021-09-02 03,0.74,24.48
문섬,2021-09-02 06,0.76,24.58
문섬,2021-09-02 09,0.8,24.29
문섬,2021-09-02 12,0.55,24.04
문섬,2021-09-02 15,0.33,24.88
문섬,2021-09-02 18,0.49,24.51
