생산일,코드,해수욕장,예측일자,시간,평균기온,기온점수,평균수온,수온점수,최대풍속,풍속점수,최대파고,파고점수,총점수
20210831,HS1,대천해수욕장,20210830,AM,24.5,4,25.3,5,3.3,4,0.2,5,4.65
20210831,HS1,대천해수욕장,20210830,PM,24.8,4,25.3,5,5.0,3,0.2,5,4.35
20210831,HS2,춘장대해수욕장,20210830,AM,24.2,4,25.3,5,2.6,4,0.2,5,4.65
20210831,HS2,춘장대해수욕장,20210830,PM,24.7,4,25.3,5,5.0,3,0.2,5,4.35
20210831,HS3,무창포해수욕장,20210830,AM,24.2,4,25.3,5,3.0,4,0.2,5,4.65
20210831,HS3,무창포해수욕장,20210830,PM,24.7,4,25.3,5,5.0,3,0.2,5,4.35
20210831,HS4,꽃지해수욕장,20210830,AM,26.1,4,24.5,5,2.2,4,0.2,5,4.65
20210831,HS4,꽃지해수욕장,20210830,PM,25.3,4,25.4,5,4.6,4,0.2,5,4.65
20210831,HS5,만리포해수욕장,20210830,AM,25.6,4,23.8,5,4.3,4,0.2,5,4.65
20210831,HS5,만리포해수욕장,20210830,PM,24.6,4,23.6,5,4.2,4,0.3,5,4.65
20210831,HS6,몽산포해수욕장,20210830,AM,24.4,4,23.8,5,3.8,4,0.2,5,4.65
20210831,HS6,몽산포해수욕장,20210830,PM,24.7,4,23.6,5,5.7,3,0.3,5,4.35
20210831,HS7,우전해수욕장,20210830,AM,24.4,4,24.9,5,4.6,4,0.3,5,4.65
20210831,HS7,우전해수욕장,20210830,PM,24.9,4,24.8,5,4.1,4,0.3,5,4.65
20210831,HS8,연포해수욕장,20210830,AM,24.4,4,23.8,5,4.2,4,0.2,5,4.65
20210831,HS8,연포해수욕장,20210830,PM,24.6,4,23.6,5,5.2,3,0.3,5,4.35
20210831,HS9,어은돌해수욕장,20210830,AM,24.1,4,23.8,5,3.9,4,0.2,5,4.65
20210831,HS9,어은돌해수욕장,20210830,PM,24.2,4,23.6,5,4.2,4,0.3,5,4.65
20210831,HS10,신두리해수욕장,20210830,AM,25.6,4,23.3,5,3.9,4,0.2,5,4.65
20210831,HS10,신두리해수욕장,20210830,PM,24.8,4,23.9,5,3.8,4,0.3,5,4.65
20210831,HS11,학암포해수욕장,20210830,AM,24.2,4,23.3,5,3.4,4,0.2,5,4.65
20210831,HS11,학암포해수욕장,20210830,PM,24.2,4,23.9,5,3.8,4,0.2,5,4.65
20210831,HS12,가마미해수욕장,20210830,AM,24.6,4,25.2,5,2.9,4,0.6,4,4.10
20210831,HS12,가마미해수욕장,20210830,PM,24.5,4,25.4,5,3.4,4,0.6,4,4.10
20210831,HS15,가계해수욕장,20210830,AM,24.9,4,24.9,5,5.9,3,0.2,5,4.35
20210831,HS15,가계해수욕장,20210830,PM,26.0,4,24.9,5,2.3,4,0.2,5,4.65
20210831,HS16,을왕리해수욕장,20210830,AM,23.8,3,25.1,5,2.4,4,0.1,5,4.60
20210831,HS16,을왕리해수욕장,20210830,PM,24.2,4,25.4,5,4.7,4,0.1,5,4.65
20210831,HS17,만성리해수욕장,20210830,AM,25.2,4,27.4,5,5.4,3,0.2,5,4.35
20210831,HS17,만성리해수욕장,20210830,PM,26.1,4,27.5,5,4.4,4,0.2,5,4.65
20210831,HS18,상주해수욕장,20210830,AM,26.9,4,27.4,5,3.7,4,0.3,5,4.65
20210831,HS18,상주해수욕장,20210830,PM,27.3,5,27.5,5,2.8,4,0.2,5,4.70
20210831,HS19,명사십리해수욕장,20210830,AM,26.0,4,25.1,5,4.2,4,0.3,5,4.65
20210831,HS19,명사십리해수욕장,20210830,PM,26.5,4,24.8,5,3.4,4,0.2,5,4.65
20210831,HS20,함덕서우봉해수욕장,20210830,AM,25.6,4,26.1,5,4.1,4,0.3,5,4.65
20210831,HS20,함덕서우봉해수욕장,20210830,PM,25.8,4,26.1,5,3.5,4,0.3,5,4.65
20210831,HS21,협재해수욕장,20210830,AM,25.6,4,26.1,5,3.0,4,0.5,4,4.10
20210831,HS21,협재해수욕장,20210830,PM,25.8,4,26.1,5,3.2,4,0.4,5,4.65
20210831,HS22,중문색달해수욕장,20210830,AM,26.7,4,25.9,5,5.2,3,0.4,5,4.35
20210831,HS22,중문색달해수욕장,20210830,PM,26.9,4,26.2,5,5.7,3,0.4,5,4.35
20210831,HS23,율포해수욕장,20210830,AM,26.0,4,25.1,5,4.3,4,0.3,5,4.65
20210831,HS23,율포해수욕장,20210830,PM,26.0,4,24.8,5,3.2,4,0.2,5,4.65
20210831,HS24,송호해수욕장,20210830,AM,25.7,4,24.9,5,5.7,3,0.3,5,4.35
20210831,HS24,송호해수욕장,20210830,PM,25.8,4,24.9,5,2.3,4,0.2,5,4.65
20210831,HS25,이호테우해수욕장,20210830,AM,27.4,5,26.1,5,4.2,4,0.3,5,4.70
20210831,HS25,이호테우해수욕장,20210830,PM,26.7,4,26.1,5,3.6,4,0.3,5,4.65
20210831,HS26,표선해비치해수욕장,20210830,AM,26.8,4,25.4,5,3.1,4,0.3,5,4.65
20210831,HS26,표선해비치해수욕장,20210830,PM,25.4,4,25.9,5,2.6,4,0.4,5,4.65
20210831,HS28,구조라해수욕장,20210830,AM,27.7,5,24.1,5,2.5,4,0.4,5,4.70
20210831,HS28,구조라해수욕장,20210830,PM,26.1,4,24.5,5,4.3,4,0.3,5,4.65
20210831,HS29,해운대해수욕장,20210830,AM,26.0,4,23.1,5,3.5,4,0.3,5,4.65
20210831,HS29,해운대해수욕장,20210830,PM,26.2,4,23.4,5,5.0,3,0.3,5,4.35
20210831,HS30,광안리해수욕장,20210830,AM,25.6,4,23.1,5,3.8,4,0.3,5,4.65
20210831,HS30,광안리해수욕장,20210830,PM,25.9,4,23.4,5,5.1,3,0.3,5,4.35
20210831,HS31,송도해수욕장,20210830,AM,25.5,4,23.4,5,2.8,4,0.2,5,4.65
20210831,HS31,송도해수욕장,20210830,PM,26.0,4,24.9,5,4.3,4,0.3,5,4.65
20210831,HS32,송정해수욕장,20210830,AM,25.2,4,23.1,5,3.4,4,0.4,5,4.65
20210831,HS32,송정해수욕장,20210830,PM,25.7,4,23.2,5,5.7,3,0.4,5,4.35
20210831,HS33,다대포해수욕장,20210830,AM,26.0,4,25.5,5,2.7,4,0.2,5,4.65
20210831,HS33,다대포해수욕장,20210830,PM,26.2,4,26.3,5,4.5,4,0.3,5,4.65
20210831,HS34,일광해수욕장,20210830,AM,25.7,4,21.7,4,5.4,3,0.2,5,4.25
20210831,HS34,일광해수욕장,20210830,PM,26.1,4,21.8,4,4.9,4,0.3,5,4.55
20210831,HS35,경포해수욕장,20210830,AM,24.3,4,23.1,5,4.7,4,0.2,5,4.65
20210831,HS35,경포해수욕장,20210830,PM,24.2,4,23.5,5,4.4,4,0.2,5,4.65
20210831,HS36,망상해수욕장,20210830,AM,27.1,5,22.6,5,4.5,4,-999.0,0,0.00
20210831,HS36,망상해수욕장,20210830,PM,24.5,4,22.7,5,3.5,4,0.1,5,4.65
20210831,HS37,속초해수욕장,20210830,AM,24.5,4,22.4,5,3.8,4,0.2,5,4.65
20210831,HS37,속초해수욕장,20210830,PM,24.0,4,22.4,5,3.5,4,0.2,5,4.65
20210831,HS38,낙산해수욕장,20210830,AM,24.3,4,23.0,5,4.0,4,0.2,5,4.65
20210831,HS38,낙산해수욕장,20210830,PM,24.0,4,23.4,5,3.9,4,0.2,5,4.65
20210831,HS39,영일대해수욕장,20210830,AM,26.7,4,25.8,5,3.5,4,0.2,5,4.65
20210831,HS39,영일대해수욕장,20210830,PM,25.8,4,25.6,5,5.2,3,0.1,5,4.35
20210831,HS40,월포해수욕장,20210830,AM,24.9,4,25.8,5,4.2,4,0.2,5,4.65
20210831,HS40,월포해수욕장,20210830,PM,26.4,4,25.6,5,4.6,4,0.1,5,4.65
20210831,HS41,주문진해수욕장,20210830,AM,24.5,4,21.8,4,3.5,4,0.1,5,4.55
20210831,HS41,주문진해수욕장,20210830,PM,24.2,4,22.2,5,3.5,4,0.2,5,4.65
20210831,HS42,고래불해수욕장,20210830,AM,25.4,4,25.0,5,5.2,3,0.3,5,4.35
20210831,HS42,고래불해수욕장,20210830,PM,27.0,5,25.4,5,6.3,3,0.3,5,4.40
20210831,HS43,화진포해수욕장,20210830,AM,24.1,4,22.4,5,2.8,4,0.2,5,4.65
20210831,HS43,화진포해수욕장,20210830,PM,23.6,3,22.4,5,3.7,4,0.2,5,4.60
20210831,HS44,관성해수욕장,20210830,AM,27.1,5,21.7,4,4.8,4,0.4,5,4.60
20210831,HS44,관성해수욕장,20210830,PM,25.8,4,21.8,4,3.0,4,0.3,5,4.55
