생산일,코드,해수욕장,예측일자,시간,평균기온,기온점수,평균수온,수온점수,최대풍속,풍속점수,최대파고,파고점수,총점수
20210831,HS46,삼척해수욕장,20210830,AM,24.1,4,22.6,5,5.7,3,-999.0,0,0.00
20210831,HS46,삼척해수욕장,20210830,PM,24.8,4,22.7,5,4.1,4,0.1,5,4.65
20210831,HS47,송지호해수욕장,20210830,AM,24.4,4,22.4,5,3.6,4,0.2,5,4.65
20210831,HS47,송지호해수욕장,20210830,PM,23.7,3,22.4,5,4.1,4,0.2,5,4.60
20210831,HS49,칠포해수욕장,20210830,AM,25.1,4,25.8,5,3.4,4,0.2,5,4.65
20210831,HS49,칠포해수욕장,20210830,PM,25.8,4,25.6,5,6.0,3,0.1,5,4.35
20210831,HS50,진하해수욕장,20210830,AM,26.2,4,21.7,4,5.4,3,0.2,5,4.25
20210831,HS50,진하해수욕장,20210830,PM,25.9,4,21.8,4,5.6,3,0.3,5,4.25
20210831,HS51,변산해수욕장,20210830,AM,24.3,4,24.8,5,2.6,4,0.2,5,4.65
20210831,HS51,변산해수욕장,20210830,PM,24.4,4,25.0,5,3.5,4,0.2,5,4.65
20210831,HS52,선유도해수욕장,20210830,AM,24.1,4,25.9,5,2.4,4,0.6,4,4.10
20210831,HS52,선유도해수욕장,20210830,PM,24.9,4,25.7,5,4.1,4,0.6,4,4.10
20210831,HS53,구시포해수욕장,20210830,AM,24.6,4,25.2,5,2.8,4,0.6,4,4.10
20210831,HS53,구시포해수욕장,20210830,PM,24.6,4,25.4,5,3.7,4,0.6,4,4.10
