생산일,코드,권역,지역,예측일자,갈라짐시작시간,갈라짐종료시간,체험시간,체험시간점수,최저기온,평균기온,최고기온,기온점수,최저풍속,평균풍속,최대풍속,풍속점수,날씨,날씨점수,총점수,예보지수
20210831,SD19,남해서부,우도,20210831,09:00,12:53,3.88,5,24.7,27.7,29.2,5,1.40,3.00,4.20,4,4,2,4.45,좋음
20210831,SD20,황해중부,선재도,20210831,10:50,18:00,7.17,5,20.8,21.3,21.8,4,2.10,4.90,9.00,2,4,2,4.20,좋음
20210831,SD21,황해남부,화도,20210831,09:00,18:00,9.00,5,25.1,25.5,26.1,5,1.10,3.40,6.30,3,4,2,4.35,좋음
20210831,SD4,황해중부,제부도,20210831,09:00,18:00,9.00,5,20.3,21.0,21.8,4,1.60,4.70,8.60,3,4,2,4.30,좋음
20210831,SD5,제주도,서건도,20210831,09:00,12:55,3.92,5,23.6,27.4,28.1,5,0.90,3.60,4.50,4,3,3,4.60,좋음
20210831,SD6,황해중부,실미도,20210831,13:25,18:00,4.58,5,20.9,21.4,22.2,4,2.80,4.90,8.60,3,4,2,4.30,좋음
20210831,SD8,황해중부,웅도,20210831,09:00,18:00,9.00,5,20.8,21.4,22.9,4,2.90,6.70,10.40,2,4,2,4.20,좋음
20210831,SD9,황해중부,소야도,20210831,13:50,18:00,4.17,5,20.5,21.2,22.0,4,2.90,6.50,10.90,2,4,2,4.20,좋음
20210831,SD19,남해서부,우도,20210901,09:00,14:24,5.40,5,26.2,27.5,28.2,5,6.10,8.10,9.40,2,4,2,4.25,좋음
20210831,SD20,황해중부,선재도,20210901,09:00,18:00,9.00,5,22.6,23.1,24.2,4,3.40,4.70,5.80,3,4,2,4.30,좋음
20210831,SD21,황해남부,화도,20210901,09:00,18:00,9.00,5,25.5,25.8,26.2,5,6.50,9.00,10.50,2,4,2,4.25,좋음
20210831,SD4,황해중부,제부도,20210901,09:00,18:00,9.00,5,23.1,23.6,24.4,4,1.80,3.50,5.00,3,4,2,4.30,좋음
20210831,SD5,제주도,서건도,20210901,09:00,14:20,5.33,5,26.4,27.9,28.7,5,5.30,6.10,6.80,3,4,2,4.35,좋음
20210831,SD6,황해중부,실미도,20210901,14:42,18:00,3.30,5,22.0,22.6,23.4,4,5.90,7.00,9.00,2,4,2,4.20,좋음
20210831,SD8,황해중부,웅도,20210901,09:00,18:00,9.00,5,23.1,23.5,24.9,4,3.20,3.70,5.70,3,4,2,4.30,좋음
20210831,SD9,황해중부,소야도,20210901,15:22,18:00,2.63,4,22.3,22.6,23.1,4,3.80,5.20,7.20,3,4,2,3.60,보통
20210831,SD19,남해서부,우도,20210902,09:00,15:41,6.68,5,22.4,24.2,25.3,5,1.20,2.90,6.90,3,4,2,4.35,좋음
20210831,SD20,황해중부,선재도,20210902,09:00,18:00,9.00,5,22.4,23.0,23.9,4,1.40,4.70,7.30,3,4,2,4.30,좋음
20210831,SD21,황해남부,화도,20210902,09:00,18:00,9.00,5,23.8,24.2,24.5,5,2.80,3.90,5.00,3,4,2,4.35,좋음
20210831,SD4,황해중부,제부도,20210902,09:00,18:00,9.00,5,21.9,23.1,24.1,4,3.60,4.30,4.90,4,4,2,4.40,좋음
20210831,SD5,제주도,서건도,20210902,09:00,15:30,6.50,5,26.0,28.0,30.9,5,2.40,4.20,5.20,3,4,2,4.35,좋음
20210831,SD6,황해중부,실미도,20210902,16:23,18:00,1.62,3,21.8,22.9,24.0,4,0.60,4.20,7.70,3,4,2,2.90,나쁨
20210831,SD8,황해중부,웅도,20210902,09:00,18:00,9.00,5,22.2,23.2,23.8,4,5.90,7.50,8.60,3,4,2,4.30,좋음
20210831,SD9,황해중부,소야도,20210902,17:00,18:00,1.00,3,21.8,22.6,23.4,4,3.40,7.10,10.20,2,4,2,2.80,나쁨
