생산일,코드,항로명,선박명,선박종류,예측일자,시간,운항시간,운항시간점수,선박톤수,선박톤수점수,최소파고,평균파고,최대파고,파고점수,최소풍속,평균풍속,최대풍속,풍속점수,특보,특보점수,총점수,예보지수
20210831,SK13,부산-오사카,팬스타,카페리,20210902,AM,19,1,21688,5,1.2,1.6,1.8,3,1.8,5.6,12.3,2,-,5,1.5,나쁨
20210831,SK13,부산-오사카,팬스타,카페리,20210902,PM,19,1,21688,5,0.8,1.4,1.7,3,0.4,6.5,12.5,2,-,5,1.5,나쁨
20210831,SK7,포항-울릉,엘도라도,초쾌속선,20210902,AM,3.2,1,668,3,0.6,1.5,1.6,3,6.3,7.9,10.1,2,-,5,1.5,나쁨
20210831,SK7,포항-울릉,엘도라도,초쾌속선,20210902,PM,3.2,1,668,3,0.5,1.1,1.5,3,6,7.5,9,2,-,5,1.5,나쁨
20210831,SK7,포항-울릉,썬라이즈,초쾌속선,20210902,AM,3.2,1,388,2,0.6,1.5,1.6,3,6.3,7.9,10.1,2,-,5,1.5,나쁨
20210831,SK7,포항-울릉,썬라이즈,초쾌속선,20210902,PM,3.2,1,388,2,0.5,1.1,1.5,3,6,7.5,9,2,-,5,1.5,나쁨
20210831,SK23,후포-울릉,씨플라워,초쾌속선,20210902,AM,2.5,2,388,2,0.4,1.4,1.5,3,6.8,7.7,9.2,2,-,5,1.5,나쁨
20210831,SK23,후포-울릉,씨플라워,초쾌속선,20210902,PM,2.5,2,388,2,0.3,1,1.4,3,6,7.9,9.7,2,-,5,1.5,나쁨
20210831,SK8,강릉-울릉,씨스타11,초쾌속선,20210902,AM,3,1,420,2,0.4,1,1.4,3,5.3,7.2,8.9,3,-,5,2.48,나쁨
20210831,SK8,강릉-울릉,씨스타11,초쾌속선,20210902,PM,3,1,420,2,0.3,0.8,1.2,3,4.8,6.7,8.3,3,-,5,2.48,나쁨
20210831,SK8,강릉-울릉,씨스타5,초쾌속선,20210902,AM,3,1,388,2,0.4,1,1.4,3,5.3,7.2,8.9,3,-,5,2.48,나쁨
20210831,SK8,강릉-울릉,씨스타5,초쾌속선,20210902,PM,3,1,388,2,0.3,0.8,1.2,3,4.8,6.7,8.3,3,-,5,2.48,나쁨
20210831,SK9,묵호-울릉,씨스타1,초쾌속선,20210902,AM,2.7,2,388,2,1,1.3,1.3,3,5.7,7.5,8.7,3,-,5,2.68,보통
20210831,SK9,묵호-울릉,씨스타1,초쾌속선,20210902,PM,2.7,2,388,2,0.8,1,1.2,3,5.4,7.2,8.9,3,-,5,2.68,보통
20210831,SK9,묵호-울릉,씨스타3,쾌속카페리,20210902,AM,2.7,2,550,3,1,1.3,1.3,3,5.7,7.5,8.7,3,-,5,2.8,보통
20210831,SK9,묵호-울릉,씨스타3,쾌속카페리,20210902,PM,2.7,2,550,3,0.8,1,1.2,3,5.4,7.2,8.9,3,-,5,2.8,보통
