생성시간, 예측시간, 지점코드, 선박명, 운항지점, 지수, 지수단계, 수정사유
2021-07-14,2021-07-15 06:00,BS_0001_01,뉴스타,부산-제주(1구간),4,LV1,00
2021-07-14,2021-07-15 12:00,BS_0001_01,뉴스타,부산-제주(1구간),4,LV1,00
2021-07-14,2021-07-15 18:00,BS_0001_01,뉴스타,부산-제주(1구간),4,LV1,00
2021-07-14,2021-07-16 00:00,BS_0001_01,뉴스타,부산-제주(1구간),4,LV1,00
2021-07-14,2021-07-16 06:00,BS_0001_01,뉴스타,부산-제주(1구간),4,LV1,00
2021-07-14,2021-07-16 12:00,BS_0001_01,뉴스타,부산-제주(1구간),4,LV1,00
2021-07-14,2021-07-16 18:00,BS_0001_01,뉴스타,부산-제주(1구간),4,LV1,00
2021-07-14,2021-07-14 00:00,BS_0002_01,뉴스타,부산-제주(2구간),4,LV1,00
2021-07-14,2021-07-14 06:00,BS_0002_01,뉴스타,부산-제주(2구간),4,LV1,00
2021-07-14,2021-07-14 12:00,BS_0002_01,뉴스타,부산-제주(2구간),4,LV1,00
2021-07-14,2021-07-14 18:00,BS_0002_01,뉴스타,부산-제주(2구간),4,LV1,00
2021-07-14,2021-07-15 00:00,BS_0002_01,뉴스타,부산-제주(2구간),4,LV1,00
2021-07-14,2021-07-15 06:00,BS_0002_01,뉴스타,부산-제주(2구간),4,LV1,00
2021-07-14,2021-07-15 12:00,BS_0002_01,뉴스타,부산-제주(2구간),4,LV1,00
2021-07-14,2021-07-15 18:00,BS_0002_01,뉴스타,부산-제주(2구간),4,LV1,00
2021-07-14,2021-07-16 00:00,BS_0002_01,뉴스타,부산-제주(2구간),4,LV1,00
2021-07-14,2021-07-16 06:00,BS_0002_01,뉴스타,부산-제주(2구간),4,LV1,00
2021-07-14,2021-07-16 12:00,BS_0002_01,뉴스타,부산-제주(2구간),4,LV1,00
2021-07-14,2021-07-16 18:00,BS_0002_01,뉴스타,부산-제주(2구간),4,LV1,00
2021-07-14,2021-07-14 00:00,BS_0003_01,뉴스타,부산-제주(3구간),4,LV1,00
2021-07-14,2021-07-14 06:00,BS_0003_01,뉴스타,부산-제주(3구간),4,LV1,00
2021-07-14,2021-07-14 12:00,BS_0003_01,뉴스타,부산-제주(3구간),4,LV1,00
2021-07-14,2021-07-14 18:00,BS_0003_01,뉴스타,부산-제주(3구간),4,LV1,00
2021-07-14,2021-07-15 00:00,BS_0003_01,뉴스타,부산-제주(3구간),4,LV1,00
2021-07-14,2021-07-15 06:00,BS_0003_01,뉴스타,부산-제주(3구간),4,LV1,00
2021-07-14,2021-07-15 12:00,BS_0003_01,뉴스타,부산-제주(3구간),4,LV1,00
2021-07-14,2021-07-15 18:00,BS_0003_01,뉴스타,부산-제주(3구간),4,LV1,00
2021-07-14,2021-07-16 00:00,BS_0003_01,뉴스타,부산-제주(3구간),4,LV1,00
2021-07-14,2021-07-16 06:00,BS_0003_01,뉴스타,부산-제주(3구간),4,LV1,00
2021-07-14,2021-07-16 12:00,BS_0003_01,뉴스타,부산-제주(3구간),4,LV1,00
2021-07-14,2021-07-16 18:00,BS_0003_01,뉴스타,부산-제주(3구간),4,LV1,00
2021-07-14,2021-07-14 00:00,DM_0001_01,비틀(대마),부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-14 06:00,DM_0001_01,비틀(대마),부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-14 12:00,DM_0001_01,비틀(대마),부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-14 18:00,DM_0001_01,비틀(대마),부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-15 00:00,DM_0001_01,비틀(대마),부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-15 06:00,DM_0001_01,비틀(대마),부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-15 12:00,DM_0001_01,비틀(대마),부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-15 18:00,DM_0001_01,비틀(대마),부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-16 00:00,DM_0001_01,비틀(대마),부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-16 06:00,DM_0001_01,비틀(대마),부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-16 12:00,DM_0001_01,비틀(대마),부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-16 18:00,DM_0001_01,비틀(대마),부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-14 00:00,DM_0002_01,비틀(대마),부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-14 06:00,DM_0002_01,비틀(대마),부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-14 12:00,DM_0002_01,비틀(대마),부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-14 18:00,DM_0002_01,비틀(대마),부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-15 00:00,DM_0002_01,비틀(대마),부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-15 06:00,DM_0002_01,비틀(대마),부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-15 12:00,DM_0002_01,비틀(대마),부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-15 18:00,DM_0002_01,비틀(대마),부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-16 00:00,DM_0002_01,비틀(대마),부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-16 06:00,DM_0002_01,비틀(대마),부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-16 12:00,DM_0002_01,비틀(대마),부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-16 18:00,DM_0002_01,비틀(대마),부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-14 00:00,DM_0001_02,오션플라워,부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-14 06:00,DM_0001_02,오션플라워,부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-14 12:00,DM_0001_02,오션플라워,부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-14 18:00,DM_0001_02,오션플라워,부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-15 00:00,DM_0001_02,오션플라워,부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-15 06:00,DM_0001_02,오션플라워,부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-15 12:00,DM_0001_02,오션플라워,부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-15 18:00,DM_0001_02,오션플라워,부산-대마(1구간),4,LV1,00
2021-07-14,2021-07-16 00:00,DM_0001_02,오션플라워,부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-16 06:00,DM_0001_02,오션플라워,부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-16 12:00,DM_0001_02,오션플라워,부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-16 18:00,DM_0001_02,오션플라워,부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-14 00:00,DM_0002_02,오션플라워,부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-14 06:00,DM_0002_02,오션플라워,부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-14 12:00,DM_0002_02,오션플라워,부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-14 18:00,DM_0002_02,오션플라워,부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-15 00:00,DM_0002_02,오션플라워,부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-15 06:00,DM_0002_02,오션플라워,부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-15 12:00,DM_0002_02,오션플라워,부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-15 18:00,DM_0002_02,오션플라워,부산-대마(2구간),4,LV1,00
2021-07-14,2021-07-16 00:00,DM_0002_02,오션플라워,부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-16 06:00,DM_0002_02,오션플라워,부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-16 12:00,DM_0002_02,오션플라워,부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-16 18:00,DM_0002_02,오션플라워,부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-14 00:00,DM_0001_03,니나,부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-14 06:00,DM_0001_03,니나,부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-14 12:00,DM_0001_03,니나,부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-14 18:00,DM_0001_03,니나,부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-15 00:00,DM_0001_03,니나,부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-15 06:00,DM_0001_03,니나,부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-15 12:00,DM_0001_03,니나,부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-15 18:00,DM_0001_03,니나,부산-대마(1구간),4,LV1,00
2021-07-14,2021-07-16 00:00,DM_0001_03,니나,부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-16 06:00,DM_0001_03,니나,부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-16 12:00,DM_0001_03,니나,부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-16 18:00,DM_0001_03,니나,부산-대마(1구간),3,LV2,00
2021-07-14,2021-07-14 00:00,DM_0002_03,니나,부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-14 06:00,DM_0002_03,니나,부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-14 12:00,DM_0002_03,니나,부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-14 18:00,DM_0002_03,니나,부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-15 00:00,DM_0002_03,니나,부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-15 06:00,DM_0002_03,니나,부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-15 12:00,DM_0002_03,니나,부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-15 18:00,DM_0002_03,니나,부산-대마(2구간),4,LV1,00
2021-07-14,2021-07-16 00:00,DM_0002_03,니나,부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-16 06:00,DM_0002_03,니나,부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-16 12:00,DM_0002_03,니나,부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-16 18:00,DM_0002_03,니나,부산-대마(2구간),3,LV2,00
2021-07-14,2021-07-14 00:00,FK_0001_01,뉴카멜리아,부산-후쿠오카(1구간),3,LV2,00
2021-07-14,2021-07-14 06:00,FK_0001_01,뉴카멜리아,부산-후쿠오카(1구간),4,LV1,00
2021-07-14,2021-07-14 12:00,FK_0001_01,뉴카멜리아,부산-후쿠오카(1구간),3,LV2,00
2021-07-14,2021-07-14 18:00,FK_0001_01,뉴카멜리아,부산-후쿠오카(1구간),4,LV1,00
2021-07-14,2021-07-15 00:00,FK_0001_01,뉴카멜리아,부산-후쿠오카(1구간),4,LV1,00
2021-07-14,2021-07-15 06:00,FK_0001_01,뉴카멜리아,부산-후쿠오카(1구간),4,LV1,00
2021-07-14,2021-07-15 12:00,FK_0001_01,뉴카멜리아,부산-후쿠오카(1구간),4,LV1,00
2021-07-14,2021-07-15 18:00,FK_0001_01,뉴카멜리아,부산-후쿠오카(1구간),4,LV1,00
2021-07-14,2021-07-16 00:00,FK_0001_01,뉴카멜리아,부산-후쿠오카(1구간),4,LV1,00
2021-07-14,2021-07-16 06:00,FK_0001_01,뉴카멜리아,부산-후쿠오카(1구간),4,LV1,00
2021-07-14,2021-07-16 12:00,FK_0001_01,뉴카멜리아,부산-후쿠오카(1구간),4,LV1,00
2021-07-14,2021-07-16 18:00,FK_0001_01,뉴카멜리아,부산-후쿠오카(1구간),4,LV1,00
2021-07-14,2021-07-14 00:00,FK_0002_01,뉴카멜리아,부산-후쿠오카(2구간),4,LV1,00
2021-07-14,2021-07-14 06:00,FK_0002_01,뉴카멜리아,부산-후쿠오카(2구간),4,LV1,00
2021-07-14,2021-07-14 12:00,FK_0002_01,뉴카멜리아,부산-후쿠오카(2구간),4,LV1,00
2021-07-14,2021-07-14 18:00,FK_0002_01,뉴카멜리아,부산-후쿠오카(2구간),4,LV1,00
2021-07-14,2021-07-15 00:00,FK_0002_01,뉴카멜리아,부산-후쿠오카(2구간),4,LV1,00
2021-07-14,2021-07-15 06:00,FK_0002_01,뉴카멜리아,부산-후쿠오카(2구간),4,LV1,00
2021-07-14,2021-07-15 12:00,FK_0002_01,뉴카멜리아,부산-후쿠오카(2구간),4,LV1,00
2021-07-14,2021-07-15 18:00,FK_0002_01,뉴카멜리아,부산-후쿠오카(2구간),4,LV1,00
2021-07-14,2021-07-16 00:00,FK_0002_01,뉴카멜리아,부산-후쿠오카(2구간),4,LV1,00
2021-07-14,2021-07-16 06:00,FK_0002_01,뉴카멜리아,부산-후쿠오카(2구간),3,LV2,00
2021-07-14,2021-07-16 12:00,FK_0002_01,뉴카멜리아,부산-후쿠오카(2구간),4,LV1,00
2021-07-14,2021-07-16 18:00,FK_0002_01,뉴카멜리아,부산-후쿠오카(2구간),4,LV1,00
2021-07-14,2021-07-14 00:00,FK_0001_03,비틀(후쿠오카),부산-후쿠오카(1구간),3,LV2,00
2021-07-14,2021-07-14 06:00,FK_0001_03,비틀(후쿠오카),부산-후쿠오카(1구간),3,LV2,00
2021-07-14,2021-07-14 12:00,FK_0001_03,비틀(후쿠오카),부산-후쿠오카(1구간),3,LV2,00
2021-07-14,2021-07-14 18:00,FK_0001_03,비틀(후쿠오카),부산-후쿠오카(1구간),3,LV2,00
2021-07-14,2021-07-15 00:00,FK_0001_03,비틀(후쿠오카),부산-후쿠오카(1구간),3,LV2,00
2021-07-14,2021-07-15 06:00,FK_0001_03,비틀(후쿠오카),부산-후쿠오카(1구간),3,LV2,00
2021-07-14,2021-07-15 12:00,FK_0001_03,비틀(후쿠오카),부산-후쿠오카(1구간),3,LV2,00
2021-07-14,2021-07-15 18:00,FK_0001_03,비틀(후쿠오카),부산-후쿠오카(1구간),3,LV2,00
2021-07-14,2021-07-16 00:00,FK_0001_03,비틀(후쿠오카),부산-후쿠오카(1구간),3,LV2,00
2021-07-14,2021-07-16 06:00,FK_0001_03,비틀(후쿠오카),부산-후쿠오카(1구간),3,LV2,00
2021-07-14,2021-07-16 12:00,FK_0001_03,비틀(후쿠오카),부산-후쿠오카(1구간),3,LV2,00
2021-07-14,2021-07-16 18:00,FK_0001_03,비틀(후쿠오카),부산-후쿠오카(1구간),3,LV2,00
2021-07-14,2021-07-14 00:00,FK_0002_03,비틀(후쿠오카),부산-후쿠오카(2구간),3,LV2,00
2021-07-14,2021-07-14 06:00,FK_0002_03,비틀(후쿠오카),부산-후쿠오카(2구간),3,LV2,00
2021-07-14,2021-07-14 12:00,FK_0002_03,비틀(후쿠오카),부산-후쿠오카(2구간),3,LV2,00
2021-07-14,2021-07-14 18:00,FK_0002_03,비틀(후쿠오카),부산-후쿠오카(2구간),3,LV2,00
2021-07-14,2021-07-15 00:00,FK_0002_03,비틀(후쿠오카),부산-후쿠오카(2구간),3,LV2,00
2021-07-14,2021-07-15 06:00,FK_0002_03,비틀(후쿠오카),부산-후쿠오카(2구간),3,LV2,00
2021-07-14,2021-07-15 12:00,FK_0002_03,비틀(후쿠오카),부산-후쿠오카(2구간),3,LV2,00
2021-07-14,2021-07-15 18:00,FK_0002_03,비틀(후쿠오카),부산-후쿠오카(2구간),3,LV2,00
2021-07-14,2021-07-16 00:00,FK_0002_03,비틀(후쿠오카),부산-후쿠오카(2구간),3,LV2,00
2021-07-14,2021-07-16 06:00,FK_0002_03,비틀(후쿠오카),부산-후쿠오카(2구간),3,LV2,00
2021-07-14,2021-07-16 12:00,FK_0002_03,비틀(후쿠오카),부산-후쿠오카(2구간),3,LV2,00
2021-07-14,2021-07-16 18:00,FK_0002_03,비틀(후쿠오카),부산-후쿠오카(2구간),3,LV2,00
2021-07-14,2021-07-14 00:00,FK_0001_02,코비(후쿠오카),부산-후쿠오카(1구간),3,LV2,00
2021-07-14,2021-07-14 06:00,FK_0001_02,코비(후쿠오카),부산-후쿠오카(1구간),3,LV2,00
2021-07-14,2021-07-14 12:00,FK_0001_02,코비(후쿠오카),부산-후쿠오카(1구간),3,LV2,00
2021-07-14,2021-07-14 18:00,FK_0001_02,코비(후쿠오카),부산-후쿠오카(1구간),3,LV2,00
2021-07-14,2021-07-15 00:00,FK_0001_02,코비(후쿠오카),부산-후쿠오카(1구간),3,LV2,00
2021-07-14,2021-07-15 06:00,FK_0001_02,코비(후쿠오카),부산-후쿠오카(1구간),3,LV2,00
2021-07-14,2021-07-15 12:00,FK_0001_02,코비(후쿠오카),부산-후쿠오카(1구간),3,LV2,00
2021-07-14,2021-07-15 18:00,FK_0001_02,코비(후쿠오카),부산-후쿠오카(1구간),3,LV2,00
2021-07-14,2021-07-16 00:00,FK_0001_02,코비(후쿠오카),부산-후쿠오카(1구간),3,LV2,00
2021-07-14,2021-07-16 06:00,FK_0001_02,코비(후쿠오카),부산-후쿠오카(1구간),3,LV2,00
2021-07-14,2021-07-16 12:00,FK_0001_02,코비(후쿠오카),부산-후쿠오카(1구간),3,LV2,00
2021-07-14,2021-07-16 18:00,FK_0001_02,코비(후쿠오카),부산-후쿠오카(1구간),3,LV2,00
2021-07-14,2021-07-14 00:00,FK_0002_02,코비(후쿠오카),부산-후쿠오카(2구간),3,LV2,00
2021-07-14,2021-07-14 06:00,FK_0002_02,코비(후쿠오카),부산-후쿠오카(2구간),3,LV2,00
2021-07-14,2021-07-14 12:00,FK_0002_02,코비(후쿠오카),부산-후쿠오카(2구간),3,LV2,00
2021-07-14,2021-07-14 18:00,FK_0002_02,코비(후쿠오카),부산-후쿠오카(2구간),3,LV2,00
2021-07-14,2021-07-15 00:00,FK_0002_02,코비(후쿠오카),부산-후쿠오카(2구간),3,LV2,00
2021-07-14,2021-07-15 06:00,FK_0002_02,코비(후쿠오카),부산-후쿠오카(2구간),3,LV2,00
2021-07-14,2021-07-15 12:00,FK_0002_02,코비(후쿠오카),부산-후쿠오카(2구간),3,LV2,00
2021-07-14,2021-07-15 18:00,FK_0002_02,코비(후쿠오카),부산-후쿠오카(2구간),3,LV2,00
2021-07-14,2021-07-16 00:00,FK_0002_02,코비(후쿠오카),부산-후쿠오카(2구간),3,LV2,00
2021-07-14,2021-07-16 06:00,FK_0002_02,코비(후쿠오카),부산-후쿠오카(2구간),3,LV2,00
2021-07-14,2021-07-16 12:00,FK_0002_02,코비(후쿠오카),부산-후쿠오카(2구간),3,LV2,00
2021-07-14,2021-07-16 18:00,FK_0002_02,코비(후쿠오카),부산-후쿠오카(2구간),3,LV2,00
2021-07-14,2021-07-14 00:00,PH_0001_01,썬라이즈,포항-울릉(1구간),3,LV2,00
2021-07-14,2021-07-14 06:00,PH_0001_01,썬라이즈,포항-울릉(1구간),4,LV1,00
2021-07-14,2021-07-14 12:00,PH_0001_01,썬라이즈,포항-울릉(1구간),4,LV1,00
2021-07-14,2021-07-14 18:00,PH_0001_01,썬라이즈,포항-울릉(1구간),4,LV1,00
2021-07-14,2021-07-15 00:00,PH_0001_01,썬라이즈,포항-울릉(1구간),4,LV1,00
2021-07-14,2021-07-15 06:00,PH_0001_01,썬라이즈,포항-울릉(1구간),4,LV1,00
2021-07-14,2021-07-15 12:00,PH_0001_01,썬라이즈,포항-울릉(1구간),4,LV1,00
2021-07-14,2021-07-15 18:00,PH_0001_01,썬라이즈,포항-울릉(1구간),4,LV1,00
2021-07-14,2021-07-16 00:00,PH_0001_01,썬라이즈,포항-울릉(1구간),4,LV1,00
2021-07-14,2021-07-16 06:00,PH_0001_01,썬라이즈,포항-울릉(1구간),4,LV1,00
2021-07-14,2021-07-16 12:00,PH_0001_01,썬라이즈,포항-울릉(1구간),4,LV1,00
2021-07-14,2021-07-16 18:00,PH_0001_01,썬라이즈,포항-울릉(1구간),4,LV1,00
2021-07-14,2021-07-14 00:00,PH_0002_01,썬라이즈,포항-울릉(2구간),4,LV1,00
2021-07-14,2021-07-14 06:00,PH_0002_01,썬라이즈,포항-울릉(2구간),4,LV1,00
2021-07-14,2021-07-14 12:00,PH_0002_01,썬라이즈,포항-울릉(2구간),3,LV2,00
2021-07-14,2021-07-14 18:00,PH_0002_01,썬라이즈,포항-울릉(2구간),4,LV1,00
2021-07-14,2021-07-15 00:00,PH_0002_01,썬라이즈,포항-울릉(2구간),4,LV1,00
2021-07-14,2021-07-15 06:00,PH_0002_01,썬라이즈,포항-울릉(2구간),4,LV1,00
2021-07-14,2021-07-15 12:00,PH_0002_01,썬라이즈,포항-울릉(2구간),4,LV1,00
2021-07-14,2021-07-15 18:00,PH_0002_01,썬라이즈,포항-울릉(2구간),4,LV1,00
2021-07-14,2021-07-16 00:00,PH_0002_01,썬라이즈,포항-울릉(2구간),4,LV1,00
2021-07-14,2021-07-16 06:00,PH_0002_01,썬라이즈,포항-울릉(2구간),4,LV1,00
2021-07-14,2021-07-16 12:00,PH_0002_01,썬라이즈,포항-울릉(2구간),4,LV1,00
2021-07-14,2021-07-16 18:00,PH_0002_01,썬라이즈,포항-울릉(2구간),4,LV1,00
2021-07-14,2021-07-14 00:00,PH_0001_02,엘도라도,포항-울릉(1구간),3,LV2,00
2021-07-14,2021-07-14 06:00,PH_0001_02,엘도라도,포항-울릉(1구간),4,LV1,00
2021-07-14,2021-07-14 12:00,PH_0001_02,엘도라도,포항-울릉(1구간),4,LV1,00
2021-07-14,2021-07-14 18:00,PH_0001_02,엘도라도,포항-울릉(1구간),4,LV1,00
2021-07-14,2021-07-15 00:00,PH_0001_02,엘도라도,포항-울릉(1구간),4,LV1,00
2021-07-14,2021-07-15 06:00,PH_0001_02,엘도라도,포항-울릉(1구간),4,LV1,00
2021-07-14,2021-07-15 12:00,PH_0001_02,엘도라도,포항-울릉(1구간),4,LV1,00
2021-07-14,2021-07-15 18:00,PH_0001_02,엘도라도,포항-울릉(1구간),4,LV1,00
2021-07-14,2021-07-16 00:00,PH_0001_02,엘도라도,포항-울릉(1구간),4,LV1,00
2021-07-14,2021-07-16 06:00,PH_0001_02,엘도라도,포항-울릉(1구간),4,LV1,00
2021-07-14,2021-07-16 12:00,PH_0001_02,엘도라도,포항-울릉(1구간),4,LV1,00
2021-07-14,2021-07-16 18:00,PH_0001_02,엘도라도,포항-울릉(1구간),4,LV1,00
2021-07-14,2021-07-14 00:00,PH_0002_02,엘도라도,포항-울릉(2구간),4,LV1,00
2021-07-14,2021-07-14 06:00,PH_0002_02,엘도라도,포항-울릉(2구간),4,LV1,00
2021-07-14,2021-07-14 12:00,PH_0002_02,엘도라도,포항-울릉(2구간),3,LV2,00
2021-07-14,2021-07-14 18:00,PH_0002_02,엘도라도,포항-울릉(2구간),4,LV1,00
2021-07-14,2021-07-15 00:00,PH_0002_02,엘도라도,포항-울릉(2구간),4,LV1,00
2021-07-14,2021-07-15 06:00,PH_0002_02,엘도라도,포항-울릉(2구간),4,LV1,00
2021-07-14,2021-07-15 12:00,PH_0002_02,엘도라도,포항-울릉(2구간),4,LV1,00
2021-07-14,2021-07-15 18:00,PH_0002_02,엘도라도,포항-울릉(2구간),4,LV1,00
2021-07-14,2021-07-16 00:00,PH_0002_02,엘도라도,포항-울릉(2구간),4,LV1,00
2021-07-14,2021-07-16 06:00,PH_0002_02,엘도라도,포항-울릉(2구간),4,LV1,00
2021-07-14,2021-07-16 12:00,PH_0002_02,엘도라도,포항-울릉(2구간),4,LV1,00
2021-07-14,2021-07-16 18:00,PH_0002_02,엘도라도,포항-울릉(2구간),4,LV1,00
2021-07-14,2021-07-14 00:00,MH_0001_01,씨스타1,묵호-울릉(1구간),4,LV1,00
2021-07-14,2021-07-14 06:00,MH_0001_01,씨스타1,묵호-울릉(1구간),4,LV1,00
2021-07-14,2021-07-14 12:00,MH_0001_01,씨스타1,묵호-울릉(1구간),4,LV1,00
2021-07-14,2021-07-14 18:00,MH_0001_01,씨스타1,묵호-울릉(1구간),3,LV2,00
2021-07-14,2021-07-15 00:00,MH_0001_01,씨스타1,묵호-울릉(1구간),4,LV1,00
2021-07-14,2021-07-15 06:00,MH_0001_01,씨스타1,묵호-울릉(1구간),4,LV1,00
2021-07-14,2021-07-15 12:00,MH_0001_01,씨스타1,묵호-울릉(1구간),3,LV2,00
2021-07-14,2021-07-15 18:00,MH_0001_01,씨스타1,묵호-울릉(1구간),4,LV1,00
2021-07-14,2021-07-16 00:00,MH_0001_01,씨스타1,묵호-울릉(1구간),3,LV2,00
2021-07-14,2021-07-16 06:00,MH_0001_01,씨스타1,묵호-울릉(1구간),3,LV2,00
2021-07-14,2021-07-16 12:00,MH_0001_01,씨스타1,묵호-울릉(1구간),3,LV2,00
2021-07-14,2021-07-16 18:00,MH_0001_01,씨스타1,묵호-울릉(1구간),3,LV2,00
2021-07-14,2021-07-14 00:00,MH_0002_01,씨스타1,묵호-울릉(2구간),4,LV1,00
2021-07-14,2021-07-14 06:00,MH_0002_01,씨스타1,묵호-울릉(2구간),4,LV1,00
2021-07-14,2021-07-14 12:00,MH_0002_01,씨스타1,묵호-울릉(2구간),4,LV1,00
2021-07-14,2021-07-14 18:00,MH_0002_01,씨스타1,묵호-울릉(2구간),3,LV2,00
2021-07-14,2021-07-15 00:00,MH_0002_01,씨스타1,묵호-울릉(2구간),4,LV1,00
2021-07-14,2021-07-15 06:00,MH_0002_01,씨스타1,묵호-울릉(2구간),4,LV1,00
2021-07-14,2021-07-15 12:00,MH_0002_01,씨스타1,묵호-울릉(2구간),4,LV1,00
2021-07-14,2021-07-15 18:00,MH_0002_01,씨스타1,묵호-울릉(2구간),4,LV1,00
2021-07-14,2021-07-16 00:00,MH_0002_01,씨스타1,묵호-울릉(2구간),4,LV1,00
2021-07-14,2021-07-16 06:00,MH_0002_01,씨스타1,묵호-울릉(2구간),3,LV2,00
2021-07-14,2021-07-16 12:00,MH_0002_01,씨스타1,묵호-울릉(2구간),4,LV1,00
2021-07-14,2021-07-16 18:00,MH_0002_01,씨스타1,묵호-울릉(2구간),4,LV1,00
2021-07-14,2021-07-14 00:00,MH_0001_02,씨스타3,묵호-울릉(1구간),4,LV1,00
2021-07-14,2021-07-14 06:00,MH_0001_02,씨스타3,묵호-울릉(1구간),4,LV1,00
2021-07-14,2021-07-14 12:00,MH_0001_02,씨스타3,묵호-울릉(1구간),4,LV1,00
2021-07-14,2021-07-14 18:00,MH_0001_02,씨스타3,묵호-울릉(1구간),4,LV1,00
2021-07-14,2021-07-15 00:00,MH_0001_02,씨스타3,묵호-울릉(1구간),4,LV1,00
2021-07-14,2021-07-15 06:00,MH_0001_02,씨스타3,묵호-울릉(1구간),4,LV1,00
2021-07-14,2021-07-15 12:00,MH_0001_02,씨스타3,묵호-울릉(1구간),4,LV1,00
2021-07-14,2021-07-15 18:00,MH_0001_02,씨스타3,묵호-울릉(1구간),4,LV1,00
2021-07-14,2021-07-16 00:00,MH_0001_02,씨스타3,묵호-울릉(1구간),4,LV1,00
2021-07-14,2021-07-16 06:00,MH_0001_02,씨스타3,묵호-울릉(1구간),4,LV1,00
2021-07-14,2021-07-16 12:00,MH_0001_02,씨스타3,묵호-울릉(1구간),4,LV1,00
2021-07-14,2021-07-16 18:00,MH_0001_02,씨스타3,묵호-울릉(1구간),4,LV1,00
2021-07-14,2021-07-14 00:00,MH_0002_02,씨스타3,묵호-울릉(2구간),4,LV1,00
2021-07-14,2021-07-14 06:00,MH_0002_02,씨스타3,묵호-울릉(2구간),4,LV1,00
2021-07-14,2021-07-14 12:00,MH_0002_02,씨스타3,묵호-울릉(2구간),4,LV1,00
2021-07-14,2021-07-14 18:00,MH_0002_02,씨스타3,묵호-울릉(2구간),4,LV1,00
2021-07-14,2021-07-15 00:00,MH_0002_02,씨스타3,묵호-울릉(2구간),4,LV1,00
2021-07-14,2021-07-15 06:00,MH_0002_02,씨스타3,묵호-울릉(2구간),4,LV1,00
