생산일,코드,권역,지역,예측일자,갈라짐시작시간,갈라짐종료시간,체험시간,체험시간점수,최저기온,평균기온,최고기온,기온점수,최저풍속,평균풍속,최대풍속,풍속점수,날씨,날씨점수,강수량,강수점수,특보,특보점수,총점수,예보지수,,,,,,,
20210714,SD9,황해중부,소야도,20210715,12:03,16:44,4.68,5,22,22,27,4,3,5,6,3,4,2,0,5,-,5,4.3,좋음,,,,,,,
20210714,SD10,남해동부,소매물도,20210716,17:36,18:00,0.4,1,27,27,28,5,7,7,8,3,1,5,0,5,-,5,1,매우나쁨,,,,,,,
20210714,SD19,남해서부,우도,20210716,9:00,11:16,2.27,4,27,29,29,5,2,4,4,4,3,3,0,5,-,5,3.9,보통,,,,,,,
20210714,SD19,남해서부,우도,20210716,17:05,18:00,0.92,2,27,29,29,5,2,4,4,4,3,3,0,5,-,5,2.5,나쁨,,,,,,,
20210714,SD20,황해중부,선재도,20210716,11:14,18:00,6.77,5,23,23,25,4,1,2,4,4,3,3,0,5,-,5,4.55,좋음,,,,,,,
20210714,SD21,황해남부,화도,20210716,9:00,18:00,9,5,24,24,28,5,2,3,6,3,3,3,0,5,-,5,4.5,좋음,,,,,,,
20210714,SD4,황해중부,제부도,20210716,10:42,18:00,7.3,5,23,23,27,4,1,3,5,3,3,3,0,5,-,5,4.45,좋음,,,,,,,
20210714,SD5,제주도,서건도,20210716,9:00,10:54,1.9,3,27,28,29,5,6,6,7,3,3,3,0,5,-,5,3.1,보통,,,,,,,
20210714,SD5,제주도,서건도,20210716,16:59,18:00,1.02,3,27,28,29,5,6,6,7,3,3,3,0,5,-,5,3.1,보통,,,,,,,
20210714,SD6,황해중부,실미도,20210716,12:32,17:42,5.17,5,23,23,27,4,1,2,5,3,3,3,0,5,-,5,4.45,좋음,,,,,,,
20210714,SD8,황해중부,웅도,20210716,10:29,18:00,7.52,5,23,23,28,4,1,3,4,4,3,3,0,5,-,5,4.55,좋음,,,,,,,
20210714,SD9,황해중부,소야도,20210716,12:42,17:28,4.77,5,22,22,26,4,1,2,3,4,3,3,0,5,-,5,4.55,좋음,,,,,,,
