생산일,코드,권역,지역,예측일자,갈라짐시작시간,갈라짐종료시간,체험시간,체험시간점수,최저기온,평균기온,최고기온,기온점수,최저풍속,평균풍속,최대풍속,풍속점수,날씨,날씨점수,총점수,예보지수
20210714,SD10,남해동부,소매물도,20210714,15:23,18:00,2.62,4,25,26,27,5,3,4,4,4,1,5,4.20,좋음
20210714,SD11,남해동부,동섬,20210714,16:08,18:00,1.87,3,28,29,30,5,2,4,5,3,3,3,3.10,보통
20210714,SD19,남해서부,우도,20210714,09:00,09:38,0.63,2,28,29,30,5,2,3,5,3,3,3,2.40,나쁨
20210714,SD19,남해서부,우도,20210714,15:11,18:00,2.82,4,28,29,30,5,2,3,5,3,3,3,3.80,보통
20210714,SD20,황해중부,선재도,20210714,10:04,17:22,7.30,5,23,23,24,4,3,5,5,3,4,2,4.30,좋음
20210714,SD21,황해남부,화도,20210714,09:00,18:00,9.00,5,24,25,25,5,5,6,6,3,4,2,4.35,좋음
20210714,SD4,황해중부,제부도,20210714,09:37,17:52,8.25,5,23,24,24,5,2,4,6,3,4,2,4.35,좋음
20210714,SD5,제주도,서건도,20210714,09:00,09:02,0.03,1,28,28,29,5,0,2,3,4,4,2,1.00,매우나쁨
20210714,SD5,제주도,서건도,20210714,14:59,18:00,3.02,5,28,28,29,5,0,2,3,4,4,2,4.45,좋음
20210714,SD6,황해중부,실미도,20210714,11:20,16:19,4.98,5,22,23,24,4,3,4,6,3,4,2,4.30,좋음
20210714,SD8,황해중부,웅도,20210714,09:25,18:00,8.58,5,24,24,25,5,5,7,8,3,4,2,4.35,좋음
20210714,SD9,황해중부,소야도,20210714,11:29,16:04,4.58,5,22,23,23,4,4,7,9,2,4,2,4.20,좋음
20210714,SD10,남해동부,소매물도,20210715,16:21,18:00,1.65,3,25,26,27,5,2,3,3,4,3,3,3.20,보통
20210714,SD11,남해동부,동섬,20210715,17:27,18:00,0.55,2,28,29,29,5,2,3,4,4,3,3,2.50,나쁨
20210714,SD19,남해서부,우도,20210715,09:00,10:24,1.40,3,27,29,30,5,2,2,4,4,4,2,3.05,보통
20210714,SD19,남해서부,우도,20210715,16:02,18:00,1.97,3,27,29,30,5,2,2,4,4,4,2,3.05,보통
20210714,SD20,황해중부,선재도,20210715,10:38,18:00,7.37,5,22,23,24,4,2,3,4,4,4,2,4.40,좋음
20210714,SD21,황해남부,화도,20210715,09:00,18:00,9.00,5,24,25,25,5,1,3,5,3,3,3,4.50,좋음
20210714,SD4,황해중부,제부도,20210715,10:09,18:00,7.85,5,22,23,25,4,2,4,5,3,4,2,4.30,좋음
20210714,SD5,제주도,서건도,20210715,09:00,09:54,0.90,2,27,28,28,5,2,3,4,4,4,2,2.35,나쁨
20210714,SD5,제주도,서건도,20210715,15:52,18:00,2.13,4,27,28,28,5,2,3,4,4,4,2,3.75,보통
20210714,SD6,황해중부,실미도,20210715,11:54,16:58,5.07,5,22,22,23,4,2,3,4,4,4,2,4.40,좋음
20210714,SD8,황해중부,웅도,20210715,09:57,18:00,8.05,5,24,24,25,5,3,5,5,3,4,2,4.35,좋음
20210714,SD9,황해중부,소야도,20210715,12:03,16:44,4.68,5,21,22,23,4,3,5,6,3,4,2,4.30,좋음
20210714,SD10,남해동부,소매물도,20210716,17:36,18:00,0.40,1,25,25,26,5,7,7,8,3,1,5,1.00,매우나쁨
20210714,SD19,남해서부,우도,20210716,09:00,11:16,2.27,4,26,29,30,5,2,4,4,4,3,3,3.90,보통
20210714,SD19,남해서부,우도,20210716,17:05,18:00,0.92,2,26,29,30,5,2,4,4,4,3,3,2.50,나쁨
20210714,SD20,황해중부,선재도,20210716,11:14,18:00,6.77,5,22,22,23,4,1,2,4,4,3,3,4.55,좋음
20210714,SD21,황해남부,화도,20210716,09:00,18:00,9.00,5,23,24,25,5,2,3,6,3,3,3,4.50,좋음
20210714,SD4,황해중부,제부도,20210716,10:42,18:00,7.30,5,21,22,23,4,1,3,5,3,3,3,4.45,좋음
20210714,SD5,제주도,서건도,20210716,09:00,10:54,1.90,3,27,28,29,5,6,6,7,3,3,3,3.10,보통
20210714,SD5,제주도,서건도,20210716,16:59,18:00,1.02,3,27,28,29,5,6,6,7,3,3,3,3.10,보통
20210714,SD6,황해중부,실미도,20210716,12:32,17:42,5.17,5,21,22,22,4,1,2,5,3,3,3,4.45,좋음
20210714,SD8,황해중부,웅도,20210716,10:29,18:00,7.52,5,21,22,22,4,1,3,4,4,3,3,4.55,좋음
20210714,SD9,황해중부,소야도,20210716,12:42,17:28,4.77,5,21,21,22,4,1,2,3,4,3,3,4.55,좋음
