NAME,Date_time,WHT,SST
울진후정,2021-07-15 06,0.32,24.81
울진후정,2021-07-15 09,0.11,24.36
울진후정,2021-07-15 12,0.13,24.34
울진후정,2021-07-15 15,0.06,24.99
울진후정,2021-07-15 18,0.04,25.08
울진후정,2021-07-16 21,0.21,23.66
울진후정,2021-07-16 00,0.39,23.3
울진후정,2021-07-16 03,0.14,23.15
울진후정,2021-07-16 06,0.09,23.65
울진후정,2021-07-16 09,-0.0,24.24
울진후정,2021-07-16 12,0.28,23.45
울진후정,2021-07-16 15,0.33,22.67
울진후정,2021-07-16 18,0.1,22.94
동명항,2021-07-14 09,0.1,23.22
동명항,2021-07-14 12,0.22,23.66
동명항,2021-07-14 15,0.3,24.12
동명항,2021-07-14 18,0.04,24.1
동명항,2021-07-15 21,-0.0,24.56
동명항,2021-07-15 00,0.11,23.77
동명항,2021-07-15 03,0.27,22.35
동명항,2021-07-15 06,0.27,21.73
동명항,2021-07-15 09,0.19,21.62
동명항,2021-07-15 12,0.48,22.47
동명항,2021-07-15 15,0.05,23.2
동명항,2021-07-15 18,0.17,23.85
동명항,2021-07-16 21,0.07,23.36
동명항,2021-07-16 00,0.01,23.11
동명항,2021-07-16 03,0.03,22.2
동명항,2021-07-16 06,0.12,21.4
동명항,2021-07-16 09,0.3,21.12
동명항,2021-07-16 12,0.23,21.94
동명항,2021-07-16 15,0.31,22.76
동명항,2021-07-16 18,0.02,22.67
월포해수욕장,2021-07-14 09,0.14,23.36
월포해수욕장,2021-07-14 12,0.13,25.09
월포해수욕장,2021-07-14 15,0.38,25.54
월포해수욕장,2021-07-14 18,0.1,26.03
월포해수욕장,2021-07-15 21,0.12,25.02
월포해수욕장,2021-07-15 00,0.1,24.88
월포해수욕장,2021-07-15 03,0.1,23.87
월포해수욕장,2021-07-15 06,0.09,24.0
월포해수욕장,2021-07-15 09,0.15,24.74
월포해수욕장,2021-07-15 12,0.1,25.81
월포해수욕장,2021-07-15 15,0.06,26.97
월포해수욕장,2021-07-15 18,0.02,26.85
월포해수욕장,2021-07-16 21,0.05,26.3
월포해수욕장,2021-07-16 00,0.04,26.1
월포해수욕장,2021-07-16 03,0.11,26.04
월포해수욕장,2021-07-16 06,0.1,25.16
월포해수욕장,2021-07-16 09,0.12,25.51
월포해수욕장,2021-07-16 12,0.08,25.62
월포해수욕장,2021-07-16 15,0.12,26.1
월포해수욕장,2021-07-16 18,0.17,26.0
구조라해수욕장,2021-07-14 09,0.46,22.22
구조라해수욕장,2021-07-14 12,0.51,23.28
구조라해수욕장,2021-07-14 15,0.35,24.13
구조라해수욕장,2021-07-14 18,0.34,24.32
구조라해수욕장,2021-07-15 21,0.21,23.34
구조라해수욕장,2021-07-15 00,0.17,23.69
구조라해수욕장,2021-07-15 03,0.16,23.22
구조라해수욕장,2021-07-15 06,0.16,22.55
구조라해수욕장,2021-07-15 09,0.26,22.88
구조라해수욕장,2021-07-15 12,0.23,24.05
구조라해수욕장,2021-07-15 15,0.15,24.67
구조라해수욕장,2021-07-15 18,0.07,24.8
구조라해수욕장,2021-07-16 21,0.1,24.72
구조라해수욕장,2021-07-16 00,-0.0,24.19
구조라해수욕장,2021-07-16 03,0.09,24.06
구조라해수욕장,2021-07-16 06,0.1,23.12
구조라해수욕장,2021-07-16 09,0.1,23.78
구조라해수욕장,2021-07-16 12,0.38,24.18
구조라해수욕장,2021-07-16 15,0.04,25.76
구조라해수욕장,2021-07-16 18,0.2,26.24
문섬,2021-07-14 09,1.07,24.21
문섬,2021-07-14 12,1.2,24.51
문섬,2021-07-14 15,0.87,24.69
문섬,2021-07-14 18,1.12,24.17
문섬,2021-07-15 21,0.75,24.08
문섬,2021-07-15 00,0.94,23.81
문섬,2021-07-15 03,0.9,24.09
문섬,2021-07-15 06,0.69,23.85
문섬,2021-07-15 09,0.81,23.95
문섬,2021-07-15 12,0.57,24.56
문섬,2021-07-15 15,0.57,24.59
문섬,2021-07-15 18,0.42,24.6
문섬,2021-07-16 21,0.48,24.93
문섬,2021-07-16 00,0.44,25.03
문섬,2021-07-16 03,0.56,24.63
문섬,2021-07-16 06,0.42,24.57
문섬,2021-07-16 09,0.23,25.01
문섬,2021-07-16 12,0.22,25.29
문섬,2021-07-16 15,0.46,25.07
문섬,2021-07-16 18,0.41,25.33
