NAME,Date_time,WHT,SST
상왕등도,2021-07-14 09,0.44,23.5
상왕등도,2021-07-14 12,0.29,24.35
상왕등도,2021-07-14 15,0.33,24.13
상왕등도,2021-07-14 18,0.13,24.43
상왕등도,2021-07-15 21,0.1,24.08
상왕등도,2021-07-15 00,0.02,24.25
상왕등도,2021-07-15 03,0.16,23.48
상왕등도,2021-07-15 06,0.27,24.16
상왕등도,2021-07-15 09,0.1,23.93
상왕등도,2021-07-15 12,0.23,25.58
상왕등도,2021-07-15 15,0.1,25.85
상왕등도,2021-07-15 18,0.1,25.75
상왕등도,2021-07-16 21,0.12,25.31
상왕등도,2021-07-16 00,0.1,25.63
상왕등도,2021-07-16 03,0.01,24.93
상왕등도,2021-07-16 06,0.02,24.79
상왕등도,2021-07-16 09,0.2,24.9
상왕등도,2021-07-16 12,0.1,25.79
상왕등도,2021-07-16 15,0.0,26.58
상왕등도,2021-07-16 18,0.07,26.66
추자도,2021-07-14 09,1.08,24.75
추자도,2021-07-14 12,1.08,25.44
추자도,2021-07-14 15,1.09,25.61
추자도,2021-07-14 18,1.19,24.91
추자도,2021-07-15 21,0.99,24.96
추자도,2021-07-15 00,0.82,24.44
추자도,2021-07-15 03,0.86,24.7
추자도,2021-07-15 06,0.86,25.44
추자도,2021-07-15 09,0.78,25.04
추자도,2021-07-15 12,0.56,25.68
추자도,2021-07-15 15,0.64,26.26
추자도,2021-07-15 18,0.6,26.5
추자도,2021-07-16 21,0.61,26.74
추자도,2021-07-16 00,0.62,26.28
추자도,2021-07-16 03,0.33,25.5
추자도,2021-07-16 06,0.29,26.37
추자도,2021-07-16 09,0.44,25.86
추자도,2021-07-16 12,0.05,26.13
추자도,2021-07-16 15,0.24,26.28
추자도,2021-07-16 18,0.4,26.86
울진후정,2021-07-14 09,0.21,24.36
울진후정,2021-07-14 12,0.1,24.41
울진후정,2021-07-14 15,0.1,25.76
울진후정,2021-07-14 18,0.1,25.54
울진후정,2021-07-15 21,0.1,25.55
울진후정,2021-07-15 00,0.1,25.03
울진후정,2021-07-15 03,0.24,24.97
