FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
CN,20210714,AM,26.5,14.7,3.6,17.9,24.0,8.2,0.2,9.6,12.0,5.5,,0.0,3.0,16.9,0,0.0,-,-,72.8,좋음
CN,20210714,PM,26.4,14.8,4.1,17.1,24.7,7.7,0.2,9.6,12.0,5.5,,0.0,1.9,24.1,0,0.0,-,-,78.8,매우좋음
CN,20210715,AM,25.9,15.7,2.8,19.3,24.0,8.2,0.1,9.6,13.0,5.5,,0.0,3.2,16.9,0,0.0,-,-,75.2,매우좋음
CN,20210715,PM,26.1,15.3,3.4,18.3,24.9,7.6,0.1,9.6,13.0,5.5,,0.0,3.2,16.9,0,0.0,-,-,73.2,좋음
CN,20210716,AM,26.1,15.3,4.2,16.9,24.5,7.8,0.1,9.6,14.0,5.5,,0.0,1.2,24.1,0,0.0,-,-,79.2,매우좋음
CN,20210716,PM,26.3,15.0,4.7,16.0,25.3,7.3,0.2,9.6,14.0,5.5,,0.0,1.0,24.1,0,0.0,-,-,77.5,매우좋음
CN,20210717,DY,26.6,14.5,6.5,12.9,25.1,7.5,0.3,9.6,15.0,6.9,,0.0,3.0,16.9,0,0.0,-,-,68.3,좋음
CN,20210718,DY,27.1,13.6,6.0,13.8,25.4,7.3,0.5,11.3,1.0,6.9,,0.0,3.8,7.2,0,0.0,-,-,60.1,보통
CN,20210719,DY,27.3,13.3,5.5,14.7,25.8,7.0,0.4,9.6,2.0,6.9,,0.0,4.0,7.2,0,0.0,-,-,58.7,보통
CN,20210720,DY,27.3,13.3,8.9,8.8,26.0,6.9,0.5,11.3,3.0,6.9,,0.0,4.0,7.2,0,0.0,-,-,54.4,나쁨
IS,20210714,AM,26.2,9.7,3.3,11.8,24.1,13.3,0.5,15.5,12.0,12.4,0.4,1.6,2.4,10.8,0,0.0,-,-,75.1,매우좋음
IS,20210714,PM,26.0,9.9,3.8,11.3,24.9,12.5,0.5,15.5,12.0,12.4,0.4,1.6,2.5,10.8,0,0.0,-,-,74.0,좋음
IS,20210715,AM,25.8,10.2,2.9,12.3,24.7,12.7,0.3,13.2,13.0,12.4,0.3,3.0,3.0,10.8,0,0.0,-,-,74.6,좋음
IS,20210715,PM,25.7,10.3,3.1,12.0,25.8,11.6,0.3,13.2,13.0,12.4,0.3,3.0,3.0,10.8,0,0.0,-,-,73.3,좋음
IS,20210716,AM,25.4,10.6,5.2,9.7,24.7,12.7,0.2,13.2,14.0,12.4,0.3,3.0,1.9,15.5,0,0.0,-,-,77.1,매우좋음
IS,20210716,PM,25.6,10.4,5.1,9.8,25.4,12.0,0.2,13.2,14.0,12.4,0.2,4.4,1.0,15.5,0,0.0,-,-,77.7,매우좋음
IS,20210717,DY,25.5,10.5,7.8,6.9,25.3,12.1,0.7,13.4,15.0,15.5,0.3,3.0,3.0,10.8,0,0.0,-,-,72.2,좋음
IS,20210718,DY,25.8,10.2,7.5,7.2,25.8,11.6,0.9,11.3,1.0,15.5,0.3,3.0,3.8,4.6,0,0.0,-,-,63.4,보통
IS,20210719,DY,26.0,9.9,8.3,6.3,26.1,11.2,0.9,11.3,2.0,15.5,0.3,3.0,4.0,4.6,0,0.0,-,-,61.8,보통
IS,20210720,DY,25.9,10.1,11.0,3.3,25.9,11.5,1.1,9.3,3.0,15.5,0.3,3.0,4.0,4.6,0,0.0,-,-,57.3,보통
