FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
SW,20210714,AM,27.0,13.9,4.4,16.7,21.5,7.3,0.3,10.0,12.0,3.9,0.3,1.0,3.0,17.4,0,0.0,-,-,70.2,좋음
SW,20210714,PM,27.7,12.7,5.3,15.2,23.0,6.8,0.3,10.0,12.0,3.9,0.4,0.5,2.2,17.4,0,0.0,-,-,66.5,좋음
SW,20210715,AM,26.9,14.1,3.4,18.5,22.0,7.3,0.2,10.0,13.0,3.9,0.3,1.0,2.2,17.4,0,0.0,-,-,72.2,좋음
SW,20210715,PM,27.4,13.2,3.4,18.5,23.4,6.6,0.1,10.0,13.0,3.9,0.4,0.5,1.6,24.9,0,0.0,-,-,77.6,매우좋음
SW,20210716,AM,26.1,15.5,4.8,16.0,22.7,7.0,0.2,10.0,14.0,3.9,0.3,1.0,1.0,24.9,0,0.0,-,-,78.3,매우좋음
SW,20210716,PM,26.3,15.2,5.5,14.8,24.3,6.2,0.3,10.0,14.0,3.9,0.4,0.5,1.7,24.9,0,0.0,-,-,75.5,매우좋음
SW,20210717,DY,26.9,14.1,6.2,13.6,25.3,5.7,0.4,10.0,15.0,4.9,0.2,1.5,3.0,17.4,0,0.0,-,-,67.2,좋음
SW,20210718,DY,27.0,13.9,5.9,14.1,26.2,5.3,0.3,10.0,1.0,4.9,0.2,1.5,3.8,7.5,0,0.0,-,-,57.2,보통
SW,20210719,DY,27.6,12.9,7.3,11.7,26.5,5.1,0.3,10.0,2.0,4.9,0.3,1.0,4.0,7.5,0,0.0,-,-,53.1,나쁨
SW,20210720,DY,26.3,15.2,10.8,5.6,26.5,5.1,0.6,10.9,3.0,4.9,0.3,1.0,1.0,24.9,0,0.0,-,-,67.6,좋음
NE,20210714,AM,26.6,12.1,5.2,12.7,18.4,9.4,0.2,11.8,12.0,8.5,0.3,0.4,3.0,14.1,0,0.0,-,-,69.0,좋음
NE,20210714,PM,27.1,11.4,6.8,10.4,20.4,13.8,0.2,11.8,12.0,8.5,0.3,0.4,2.1,14.1,0,0.0,-,-,70.4,좋음
NE,20210715,AM,26.2,12.7,4.3,14.0,18.8,10.5,0.1,11.8,13.0,8.5,0.3,0.4,1.0,20.2,0,0.0,-,-,78.1,매우좋음
NE,20210715,PM,26.3,12.6,3.8,14.7,20.8,13.8,0.1,11.8,13.0,8.5,0.3,0.4,1.3,20.2,0,0.0,-,-,82.0,매우좋음
NE,20210716,AM,24.5,15.2,4.6,13.6,20.5,13.8,0.3,11.8,14.0,8.5,0.2,0.7,1.0,20.2,0,0.0,-,-,83.8,매우좋음
NE,20210716,PM,24.8,14.7,5.1,12.8,23.0,12.9,0.3,11.8,14.0,8.5,0.3,0.4,1.7,20.2,0,0.0,-,-,81.3,매우좋음
NE,20210717,DY,24.9,14.6,6.7,10.5,24.5,11.5,0.2,11.8,15.0,10.6,0.2,0.7,3.0,14.1,0,0.0,-,-,73.8,좋음
NE,20210718,DY,25.2,14.1,6.6,10.7,25.7,10.4,0.2,11.8,1.0,10.6,0.2,0.7,3.8,6.1,0,0.0,-,-,64.4,보통
NE,20210719,DY,25.4,13.9,8.7,7.7,26.1,10.0,0.2,11.8,2.0,10.6,0.1,0.9,4.0,6.1,0,0.0,-,-,61.0,보통
NE,20210720,DY,24.7,14.9,12.9,1.6,26.4,9.8,0.6,12.9,3.0,10.6,0.2,0.7,1.0,20.2,0,0.0,-,-,70.7,좋음
