생산일,코드,권역,지역,예측일자,어종,어종타입,물때,물때점수,최소파고,평균파고,최대파고,파고점수,최소수온,평균수온,최대수온,수온점수,최저기온,평균기온,최대기온,기온점수,최소풍속,평균풍속,최대풍속,풍속점수,특보,특보점수,총점수,예보지수
20210714,SF2,황해남부,가거도,20210714,감성돔,BP,12,3,1.3,1.4,1.4,2,24,26,26,1,25,26,26,5,9,9,10,2,-,5,2,나쁨
20210714,SF35,남해서부,거문도,20210714,농어,SB,12,2,0.7,0.8,0.8,3,23,23,25,3,26,26,28,5,3,4,6,3,-,5,2.92,나쁨
20210714,SF37,남해서부,거문도,20210714,참돔,RP,12,2,0.7,0.8,0.8,3,23,23,25,4,26,26,28,5,3,4,6,3,-,5,3.12,보통
20210714,SF38,남해서부,거문도,20210714,감성돔,BP,12,3,0.7,0.8,0.8,3,23,23,25,2,26,26,28,5,3,4,6,3,-,5,2.88,나쁨
20210714,SF39,남해서부,거문도,20210714,우럭,RF,12,4,0.7,0.8,0.8,3,23,23,25,3,26,26,28,5,3,4,6,3,-,5,3.24,보통
20210714,SF14,남해동부,거제도,20210714,우럭,RF,12,4,0.4,0.6,0.8,3,23,23,24,3,26,27,28,5,3,6,8,3,-,5,3.24,보통
20210714,SF11,황해중부,국화도,20210714,우럭,RF,12,4,0.2,0.2,0.4,4,20,21,21,4,24,24,30,5,3,5,6,3,-,5,3.8,보통
20210714,SF56,제주도,김녕,20210714,벵에돔,OP,12,3,0.9,0.9,1,3,25,26,27,1,27,28,29,5,1,2,3,4,-,5,2.92,나쁨
20210714,SF57,제주도,김녕,20210714,농어,SB,12,2,0.9,0.9,1,3,25,26,27,2,27,28,29,5,1,2,3,4,-,5,2.96,나쁨
20210714,SF58,제주도,김녕,20210714,돌돔,RB,12,5,0.9,0.9,1,3,25,26,27,4,27,28,29,5,1,2,3,4,-,5,3.84,보통
20210714,SF59,제주도,김녕,20210714,참돔,RP,12,2,0.9,0.9,1,3,25,26,27,2,27,28,29,5,1,2,3,4,-,5,2.96,나쁨
20210714,SF49,황해중부,모항항,20210714,우럭,RF,12,4,0.7,0.7,0.8,3,20,21,22,4,23,23,27,4,6,7,8,3,-,5,3.4,보통
20210714,SF50,황해중부,모항항,20210714,감성돔,BP,12,3,0.7,0.7,0.8,3,20,21,22,3,23,23,27,4,6,7,8,3,-,5,3.04,보통
20210714,SF51,황해중부,방포항,20210714,우럭,RF,12,4,0.3,0.4,0.4,4,21,22,23,3,24,24,29,5,4,5,6,3,-,5,3.6,보통
20210714,SF74,남해동부,부산남부,20210714,우럭,RF,12,4,0.5,0.5,0.6,3,19,19,21,5,26,28,28,5,3,4,5,4,-,5,3.88,보통
20210714,SF75,남해동부,부산남부,20210714,감성돔,BP,12,3,0.5,0.5,0.6,3,19,19,21,4,26,28,28,5,3,4,5,4,-,5,3.52,보통
20210714,SF76,남해동부,부산남부,20210714,돌돔,RB,12,5,0.5,0.5,0.6,3,19,19,21,3,26,28,28,5,3,4,5,4,-,5,3.64,보통
20210714,SF77,남해동부,부산남부,20210714,참돔,RP,12,2,0.5,0.5,0.6,3,19,19,21,5,26,28,28,5,3,4,5,4,-,5,3.56,보통
20210714,SF78,남해동부,부산남부,20210714,벵에돔,OP,12,3,0.5,0.5,0.6,3,19,19,21,5,26,28,28,5,3,4,5,4,-,5,3.72,보통
20210714,SF79,남해동부,부산남부,20210714,농어,SB,12,2,0.5,0.5,0.6,3,19,19,21,5,26,28,28,5,3,4,5,4,-,5,3.56,보통
20210714,SF67,남해동부,부산동부,20210714,우럭,RF,12,4,0.3,0.3,0.4,4,20,22,22,3,26,26,28,5,5,7,7,3,-,5,3.6,보통
20210714,SF68,남해동부,부산동부,20210714,감성돔,BP,12,3,0.3,0.3,0.4,4,20,22,22,3,26,26,28,5,5,7,7,3,-,5,3.44,보통
20210714,SF69,남해동부,부산동부,20210714,참돔,RP,12,2,0.3,0.3,0.4,4,20,22,22,4,26,26,28,5,5,7,7,3,-,5,3.48,보통
20210714,SF70,남해동부,부산동부,20210714,벵에돔,OP,12,3,0.3,0.3,0.4,4,20,22,22,4,26,26,28,5,5,7,7,3,-,5,3.64,보통
