FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
NW,20210714,AM,27.8,12.9,6.2,14.0,26.5,4.3,0.3,6.4,12.0,3.8,0.2,2.9,3.5,8.0,3,0.0,-,-,58.3,보통
NW,20210714,PM,28.1,12.4,5.5,15.3,26.7,4.2,0.3,6.4,12.0,3.8,0.2,2.9,3.0,18.6,3,0.0,-,-,69.6,좋음
NW,20210715,AM,27.1,14.2,3.2,19.4,26.7,4.2,0.2,6.4,13.0,3.8,0.2,2.9,3.1,18.6,3,0.0,-,-,75.5,매우좋음
NW,20210715,PM,27.1,14.2,4.4,17.3,27.4,3.9,0.2,6.4,13.0,3.8,0.2,2.9,3.0,18.6,3,0.0,-,-,73.1,좋음
NW,20210716,AM,26.4,15.5,4.4,17.3,27.3,4.0,0.1,6.4,14.0,3.8,0.2,2.9,3.1,18.6,3,0.0,-,-,74.5,좋음
NW,20210716,PM,26.8,14.7,5.6,15.1,27.7,3.8,0.2,6.4,14.0,3.8,0.2,2.9,3.4,18.6,3,0.0,-,-,71.3,좋음
NW,20210717,DY,27.1,14.2,7.0,12.6,26.0,4.5,0.2,6.4,15.0,4.8,0.2,2.9,3.0,18.6,3,0.0,-,-,70.0,좋음
NW,20210718,DY,27.5,13.5,7.2,12.2,25.6,4.7,0.3,6.4,1.0,4.8,0.2,2.9,4.0,8.0,3,0.0,-,-,58.5,보통
NW,20210719,DY,27.7,13.1,8.4,10.1,25.5,4.7,0.4,6.4,2.0,4.8,0.2,2.9,4.0,8.0,3,0.0,-,-,56.0,보통
NW,20210720,DY,26.7,14.9,11.4,4.7,25.0,4.9,0.5,7.5,3.0,4.8,0.3,2.0,3.2,18.6,3,0.0,-,-,63.4,보통
SW,20210714,AM,27.0,13.8,4.9,15.7,25.7,5.4,0.8,7.3,12.0,4.2,0.5,0.1,3.7,7.5,3,0.0,-,-,60.0,보통
SW,20210714,PM,26.7,14.3,4.3,16.8,25.8,5.4,0.8,7.3,12.0,4.2,0.5,0.1,3.2,17.4,3,0.0,-,-,71.5,좋음
SW,20210715,AM,26.9,14.0,4.0,17.3,25.9,5.3,0.5,9.2,13.0,4.2,0.4,1.2,3.1,17.4,3,0.0,-,-,74.6,좋음
SW,20210715,PM,26.8,14.2,4.6,16.2,26.4,5.1,0.4,7.8,13.0,4.2,0.5,0.1,3.1,17.4,3,0.0,-,-,71.0,좋음
SW,20210716,AM,27.2,13.5,4.0,17.3,26.4,5.1,0.3,7.8,14.0,4.2,0.5,0.1,3.0,17.4,3,0.0,-,-,71.4,좋음
SW,20210716,PM,27.1,13.6,3.8,17.6,26.9,4.8,0.4,7.8,14.0,4.2,0.5,0.1,3.3,17.4,3,0.0,-,-,71.5,좋음
SW,20210717,DY,27.8,12.4,5.6,14.5,27.4,4.6,0.4,7.8,15.0,5.2,0.5,0.1,3.0,17.4,3,0.0,-,-,68.0,좋음
SW,20210718,DY,28.6,11.1,6.0,13.8,27.8,4.4,0.8,7.3,1.0,5.2,0.4,1.2,4.0,7.5,3,0.0,-,-,56.5,보통
SW,20210719,DY,29.2,10.0,6.5,13.0,27.9,4.4,1.0,6.1,2.0,5.2,0.5,0.1,4.0,7.5,3,0.0,-,-,52.3,나쁨
SW,20210720,DY,29.0,10.4,8.4,9.7,27.6,4.5,0.9,6.7,3.0,5.2,0.5,0.1,3.2,17.4,3,0.0,-,-,60.0,보통
NE,20210714,AM,27.0,13.1,5.9,13.2,26.6,7.1,0.1,9.4,12.0,4.7,0.4,0.9,3.2,16.0,3,0.0,-,-,70.4,좋음
NE,20210714,PM,27.2,12.7,5.7,13.6,27.1,6.7,0.1,9.4,12.0,4.7,0.4,0.9,3.0,16.0,3,0.0,-,-,70.0,좋음
NE,20210715,AM,26.5,13.9,4.4,15.7,26.6,7.1,0.1,9.4,13.0,4.7,0.4,0.9,3.3,16.0,3,0.0,-,-,73.7,좋음
NE,20210715,PM,26.6,13.7,4.6,15.4,27.2,6.6,0.1,9.4,13.0,4.7,0.4,0.9,2.9,16.0,3,0.0,-,-,72.7,좋음
NE,20210716,AM,25.7,15.2,5.9,13.2,26.2,7.3,0.1,9.4,14.0,4.7,0.4,0.9,3.3,16.0,3,0.0,-,-,72.7,좋음
NE,20210716,PM,25.7,15.2,6.7,11.9,26.4,7.2,0.2,9.4,14.0,4.7,0.4,0.9,2.2,16.0,3,0.0,-,-,71.3,좋음
NE,20210717,DY,25.9,14.9,7.5,10.6,25.0,8.1,0.5,11.0,15.0,5.9,0.4,0.9,3.0,16.0,3,0.0,-,-,73.4,좋음
NE,20210718,DY,26.0,14.7,7.4,10.8,24.3,8.6,0.8,8.8,1.0,5.9,0.4,0.9,4.0,6.9,3,0.0,-,-,62.6,보통
NE,20210719,DY,25.9,14.9,7.0,11.4,24.4,8.5,0.9,8.1,2.0,5.9,0.4,0.9,4.0,6.9,3,0.0,-,-,62.6,보통
NE,20210720,DY,25.8,15.0,10.7,5.4,23.8,8.9,1.2,5.9,3.0,5.9,0.4,0.9,3.2,16.0,3,0.0,-,-,64.0,보통
SE,20210714,AM,27.4,12.9,5.4,14.6,25.5,5.6,0.7,6.9,12.0,4.4,0.2,3.4,3.4,18.4,3,0.0,-,-,72.2,좋음
SE,20210714,PM,27.5,12.7,5.7,14.1,25.9,5.4,0.6,7.4,12.0,4.4,0.3,2.3,3.2,18.4,3,0.0,-,-,70.7,좋음
SE,20210715,AM,27.1,13.4,4.2,16.6,25.8,5.5,0.4,6.7,13.0,4.4,0.2,3.4,3.7,7.9,3,0.0,-,-,63.9,보통
SE,20210715,PM,27.1,13.4,4.3,16.5,26.5,5.1,0.4,6.7,13.0,4.4,0.2,3.4,2.9,18.4,3,0.0,-,-,73.9,좋음
SE,20210716,AM,27.2,13.2,3.8,17.3,26.4,5.2,0.3,6.7,14.0,4.4,0.2,3.4,3.0,18.4,3,0.0,-,-,74.6,좋음
SE,20210716,PM,27.4,12.9,4.6,16.0,27.0,4.9,0.4,6.7,14.0,4.4,0.2,3.4,2.2,18.4,3,0.0,-,-,72.7,좋음
SE,20210717,DY,27.2,13.2,5.2,14.9,27.3,4.7,0.5,7.9,15.0,5.5,0.2,3.4,3.0,18.4,3,0.0,-,-,74.0,좋음
SE,20210718,DY,27.6,12.6,5.2,14.9,27.8,4.5,0.8,6.3,1.0,5.5,0.2,3.4,4.0,7.9,3,0.0,-,-,61.1,보통
SE,20210719,DY,27.5,12.7,6.3,13.1,27.7,4.5,1.0,5.3,2.0,5.5,0.2,3.4,4.0,7.9,3,0.0,-,-,58.4,보통
SE,20210720,DY,27.0,13.6,10.1,6.6,27.4,4.7,1.1,4.8,3.0,5.5,0.3,2.3,3.2,18.4,3,0.0,-,-,61.9,보통
