NAME,Date_time,SST,WHT
상왕등도,2021-08-30 09,25.59299087524414,0.11999999731779099
상왕등도,2021-08-30 12,25.66514778137207,0.12999999523162842
상왕등도,2021-08-30 15,25.689985275268555,0.14000000059604645
상왕등도,2021-08-30 18,25.632495880126953,0.14000000059604645
상왕등도,2021-08-31 21,25.568082809448242,0.1899999976158142
상왕등도,2021-08-31 00,25.634132385253906,0.23999999463558197
상왕등도,2021-08-31 03,25.59601593017578,0.1599999964237213
상왕등도,2021-08-31 06,25.540721893310547,0.09000000357627869
상왕등도,2021-08-31 09,25.622060775756836,0.12999999523162842
상왕등도,2021-08-31 12,25.872974395751953,0.28999999165534973
상왕등도,2021-08-31 15,25.960025787353516,0.27000001072883606
상왕등도,2021-08-31 18,25.684589385986328,0.25999999046325684
상왕등도,2021-09-01 21,25.677043914794922,0.25
상왕등도,2021-09-01 00,25.604965209960938,0.25999999046325684
상왕등도,2021-09-01 03,25.55424690246582,0.25999999046325684
상왕등도,2021-09-01 06,25.548263549804688,0.25999999046325684
상왕등도,2021-09-01 09,25.567293167114258,0.18000000715255737
상왕등도,2021-09-01 12,25.703243255615234,0.15000000596046448
상왕등도,2021-09-01 15,25.815269470214844,0.1599999964237213
상왕등도,2021-09-01 18,25.700666427612305,0.15000000596046448
추자도,2021-08-30 09,26.043535232543945,0.33000001311302185
추자도,2021-08-30 12,26.43577003479004,0.28999999165534973
추자도,2021-08-30 15,27.034408569335938,0.25
추자도,2021-08-30 18,27.18524932861328,0.20999999344348907
추자도,2021-08-31 21,27.06876564025879,0.1899999976158142
추자도,2021-08-31 00,26.949352264404297,0.1599999964237213
추자도,2021-08-31 03,26.957836151123047,0.15000000596046448
추자도,2021-08-31 06,26.930095672607422,0.15000000596046448
추자도,2021-08-31 09,27.002172470092773,0.15000000596046448
추자도,2021-08-31 12,27.579965591430664,0.17000000178813934
추자도,2021-08-31 15,28.05027198791504,0.20000000298023224
추자도,2021-08-31 18,27.842464447021484,0.27000001072883606
추자도,2021-09-01 21,27.415538787841797,0.4000000059604645
추자도,2021-09-01 00,27.177396774291992,0.6000000238418579
추자도,2021-09-01 03,27.000654220581055,0.6899999976158142
추자도,2021-09-01 06,26.835205078125,0.8299999833106995
추자도,2021-09-01 09,26.765771865844727,0.8100000023841858
