FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
NW,20210830,AM,26.1,16.0,2.5,20.7,27.5,3.9,0.1,6.4,15.0,4.8,0.1,3.8,2.6,18.6,6,0.0,-,-,86.2,매우좋음
NW,20210830,PM,26.3,15.6,2.8,20.1,28.1,3.6,0.1,6.4,15.0,4.8,0.1,3.8,1.4,26.5,6,0.0,-,-,92.8,매우좋음
NW,20210831,AM,26.5,15.3,3.9,18.2,27.7,3.8,0.1,6.4,1.0,4.8,0.1,3.8,2.3,18.6,6,0.0,-,-,82.9,매우좋음
NW,20210831,PM,26.6,15.1,4.5,17.1,28.3,3.6,0.1,6.4,1.0,4.8,0.1,3.8,2.5,18.6,6,0.0,-,-,81.4,매우좋음
NW,20210901,AM,27.2,14.0,7.9,11.0,27.9,3.7,0.3,6.4,2.0,4.8,0.2,2.9,3.1,18.6,4,0.0,-,-,69.4,좋음
NW,20210901,PM,27.4,13.7,7.9,11.0,28.2,3.6,0.3,6.4,2.0,4.8,0.2,2.9,3.8,8.0,4,0.0,-,-,58.4,보통
NW,20210902,DY,27.0,14.4,7.7,11.3,27.9,3.7,1.0,5.0,3.0,4.8,0.2,2.9,4.0,8.0,4,0.0,-,-,58.1,보통
NW,20210903,DY,25.3,17.4,2.9,20.0,28.4,3.5,0.5,7.5,4.0,3.8,0.2,2.9,3.0,18.6,4,0.0,-,-,81.7,매우좋음
NW,20210904,DY,26.9,14.6,8.0,10.8,25.9,4.5,0.3,6.4,5.0,3.8,0.2,2.9,4.0,8.0,4,0.0,-,-,59.0,보통
NW,20210905,DY,26.8,14.7,6.4,13.7,26.6,4.2,0.5,7.5,6.0,3.8,0.2,2.9,4.0,8.0,4,0.0,-,-,62.8,보통
SW,20210830,AM,26.5,14.7,3.2,18.7,27.5,4.6,0.2,7.8,15.0,5.2,0.4,1.2,2.5,17.4,6,0.0,-,-,81.6,매우좋음
SW,20210830,PM,26.3,15.0,3.2,18.7,28.0,4.3,0.2,7.8,15.0,5.2,0.3,2.2,1.0,24.8,6,0.0,-,-,90.0,매우좋음
SW,20210831,AM,25.9,15.7,3.1,18.8,28.0,4.3,0.2,7.8,1.0,5.2,0.3,2.2,2.2,17.4,6,0.0,-,-,83.4,매우좋음
SW,20210831,PM,25.7,16.1,3.5,18.1,28.4,4.1,0.2,7.8,1.0,5.2,0.3,2.2,1.2,24.8,6,0.0,-,-,90.3,매우좋음
SW,20210901,AM,25.8,15.9,4.5,16.4,27.9,4.4,0.4,7.8,2.0,5.2,0.5,0.1,3.6,7.5,4,0.0,-,-,65.3,좋음
SW,20210901,PM,26.1,15.4,4.7,16.1,28.0,4.3,0.4,7.8,2.0,5.2,0.4,1.2,4.0,7.5,4,0.8,-,-,60.0,보통
SW,20210902,DY,25.5,16.4,6.1,13.6,27.4,4.6,1.1,5.5,3.0,5.2,0.5,0.1,4.0,7.5,4,0.0,-,-,60.9,보통
SW,20210903,DY,25.1,17.1,2.8,19.3,27.2,4.7,0.3,7.8,4.0,4.2,0.4,1.2,3.0,17.4,4,0.0,-,-,79.7,매우좋음
SW,20210904,DY,25.8,15.9,6.7,12.6,27.5,4.6,0.4,7.8,5.0,4.2,0.4,1.2,4.0,7.5,4,0.0,-,-,61.8,보통
SW,20210905,DY,25.4,16.6,6.8,12.4,27.7,4.5,0.6,8.5,6.0,4.2,0.4,1.2,4.0,7.5,4,0.0,-,-,62.9,보통
NE,20210830,AM,25.9,14.9,3.5,17.2,27.5,6.4,0.0,9.4,15.0,5.9,0.3,1.8,3.5,6.9,6,0.0,-,-,74.5,좋음
NE,20210830,PM,26.0,14.7,2.7,18.5,27.9,6.2,0.0,9.4,15.0,5.9,0.2,2.6,3.1,16.0,6,1.6,-,-,60.0,보통
NE,20210831,AM,25.8,15.0,2.2,19.3,27.8,6.2,0.0,9.4,1.0,5.9,0.2,2.6,3.9,6.9,6,0.0,-,-,77.3,매우좋음
NE,20210831,PM,26.1,14.5,3.4,17.3,28.4,5.8,0.0,9.4,1.0,5.9,0.3,1.8,3.7,6.9,6,0.0,-,-,73.6,좋음
NE,20210901,AM,26.6,13.7,4.2,16.0,26.7,7.0,0.2,9.4,2.0,5.9,0.5,0.1,1.5,22.9,4,0.0,-,-,83.0,매우좋음
NE,20210901,PM,27.0,13.1,6.7,11.9,27.5,6.4,0.2,9.4,2.0,5.9,0.3,1.8,2.7,16.0,4,0.0,-,-,72.5,좋음
NE,20210902,DY,27.3,12.6,7.8,10.1,27.7,6.3,0.7,9.5,3.0,5.9,0.5,0.1,4.0,6.9,4,0.0,-,-,59.4,보통
NE,20210903,DY,25.3,15.9,3.3,17.5,28.3,5.9,0.4,9.4,4.0,4.7,0.3,1.8,3.0,16.0,4,0.0,-,-,79.2,매우좋음
NE,20210904,DY,26.0,14.7,9.8,6.9,26.1,7.4,0.9,8.1,5.0,4.7,0.4,0.9,4.0,6.9,4,0.0,-,-,57.6,보통
NE,20210905,DY,26.1,14.5,8.9,8.3,24.5,8.5,1.2,5.9,6.0,4.7,0.5,0.1,4.0,6.9,4,0.0,-,-,56.9,보통
SE,20210830,AM,26.5,14.4,3.3,18.2,27.2,4.8,0.2,6.7,15.0,5.5,0.3,2.3,2.6,18.4,6,0.0,-,-,82.3,매우좋음
SE,20210830,PM,26.1,15.1,2.4,19.7,27.7,4.5,0.2,6.7,15.0,5.5,0.2,3.4,1.9,26.2,6,0.5,-,-,60.0,보통
SE,20210831,AM,26.4,14.6,3.2,18.3,27.7,4.5,0.2,6.7,1.0,5.5,0.3,2.3,2.7,18.4,6,0.0,-,-,82.3,매우좋음
SE,20210831,PM,26.5,14.4,4.7,15.8,28.2,4.3,0.2,6.7,1.0,5.5,0.2,3.4,1.6,26.2,6,0.0,-,-,88.3,매우좋음
SE,20210901,AM,27.3,13.1,6.3,13.1,27.2,4.8,0.3,6.7,2.0,5.5,0.4,1.2,3.0,18.4,4,0.0,-,-,70.8,좋음
SE,20210901,PM,27.7,12.4,6.0,13.6,27.5,4.6,0.3,6.7,2.0,5.5,0.3,2.3,3.6,7.9,4,0.5,-,-,60.0,보통
SE,20210902,DY,27.1,13.4,6.8,12.2,27.2,4.8,0.9,5.8,3.0,5.5,0.4,1.2,4.0,7.9,4,0.0,-,-,58.8,보통
SE,20210903,DY,25.3,16.5,2.7,19.2,27.2,4.8,0.3,6.7,4.0,4.4,0.2,3.4,3.0,18.4,4,0.0,-,-,81.4,매우좋음
