NAME,Date_time,WHT,SST
상왕등도,2021-08-30 09,0.21,25.31
상왕등도,2021-08-30 12,-0.0,25.3
상왕등도,2021-08-30 15,0.17,25.79
상왕등도,2021-08-30 18,0.12,25.39
상왕등도,2021-08-31 21,0.25,25.5
상왕등도,2021-08-31 00,0.15,25.19
상왕등도,2021-08-31 03,0.16,25.26
상왕등도,2021-08-31 06,0.14,25.41
상왕등도,2021-08-31 09,0.1,25.3
상왕등도,2021-08-31 12,0.31,25.62
상왕등도,2021-08-31 15,0.18,25.89
상왕등도,2021-08-31 18,0.27,25.61
상왕등도,2021-09-01 21,0.17,25.84
상왕등도,2021-09-01 00,0.12,25.23
상왕등도,2021-09-01 03,0.05,25.6
상왕등도,2021-09-01 06,0.34,25.68
상왕등도,2021-09-01 09,0.24,25.25
상왕등도,2021-09-01 12,0.18,25.3
상왕등도,2021-09-01 15,0.22,25.79
상왕등도,2021-09-01 18,0.07,25.47
추자도,2021-08-30 09,0.34,26.0
추자도,2021-08-30 12,0.36,26.11
추자도,2021-08-30 15,0.21,26.7
추자도,2021-08-30 18,0.08,26.75
추자도,2021-08-31 21,0.22,26.89
추자도,2021-08-31 00,0.28,26.54
추자도,2021-08-31 03,0.11,26.78
추자도,2021-08-31 06,0.2,26.6
추자도,2021-08-31 09,0.1,26.72
추자도,2021-08-31 12,0.18,27.24
추자도,2021-08-31 15,0.1,27.28
추자도,2021-08-31 18,0.22,27.6
추자도,2021-09-01 21,0.24,26.85
추자도,2021-09-01 00,0.62,27.0
추자도,2021-09-01 03,0.68,26.78
추자도,2021-09-01 06,0.91,26.56
추자도,2021-09-01 09,0.87,26.55
추자도,2021-09-01 12,0.69,26.18
추자도,2021-09-01 15,0.89,26.44
추자도,2021-09-01 18,0.84,25.82
울진후정,2021-08-30 09,0.01,25.34
울진후정,2021-08-30 12,0.11,25.36
울진후정,2021-08-30 15,0.1,25.83
울진후정,2021-08-30 18,0.1,25.58
울진후정,2021-08-31 21,0.1,25.47
울진후정,2021-08-31 00,0.15,25.65
울진후정,2021-08-31 03,0.1,25.61
울진후정,2021-08-31 06,0.14,25.59
울진후정,2021-08-31 09,0.15,25.34
울진후정,2021-08-31 12,0.27,25.69
울진후정,2021-08-31 15,0.38,25.84
울진후정,2021-08-31 18,0.24,25.72
울진후정,2021-09-01 21,0.1,25.98
울진후정,2021-09-01 00,0.07,25.76
울진후정,2021-09-01 03,0.23,26.1
울진후정,2021-09-01 06,0.67,25.69
울진후정,2021-09-01 09,0.7,25.43
울진후정,2021-09-01 12,0.63,25.31
울진후정,2021-09-01 15,0.77,25.04
울진후정,2021-09-01 18,0.81,25.26
동명항,2021-08-30 09,0.1,22.85
동명항,2021-08-30 12,0.08,23.95
동명항,2021-08-30 15,0.06,24.22
동명항,2021-08-30 18,0.05,24.88
동명항,2021-08-31 21,0.04,24.98
동명항,2021-08-31 00,0.09,24.56
동명항,2021-08-31 03,0.24,24.42
동명항,2021-08-31 06,0.27,23.78
동명항,2021-08-31 09,0.23,23.28
동명항,2021-08-31 12,0.17,23.23
동명항,2021-08-31 15,0.14,22.9
동명항,2021-08-31 18,0.13,22.82
동명항,2021-09-01 21,0.21,23.06
동명항,2021-09-01 00,0.35,22.79
동명항,2021-09-01 03,0.4,22.62
동명항,2021-09-01 06,0.39,22.33
동명항,2021-09-01 09,0.57,21.94
동명항,2021-09-01 12,0.56,21.62
동명항,2021-09-01 15,0.49,21.76
동명항,2021-09-01 18,0.49,21.56
월포해수욕장,2021-08-30 09,0.1,25.0
월포해수욕장,2021-08-30 12,0.2,24.92
월포해수욕장,2021-08-30 15,0.1,25.53
