NAME,Date_time,WHT,SST
월포해수욕장,2021-08-30 18,0.1,25.69
월포해수욕장,2021-08-31 21,0.24,25.52
월포해수욕장,2021-08-31 00,0.19,25.67
월포해수욕장,2021-08-31 03,0.03,24.73
월포해수욕장,2021-08-31 06,0.1,24.97
월포해수욕장,2021-08-31 09,0.08,25.25
월포해수욕장,2021-08-31 12,0.11,25.0
월포해수욕장,2021-08-31 15,0.09,24.86
월포해수욕장,2021-08-31 18,0.09,25.18
월포해수욕장,2021-09-01 21,0.24,24.86
월포해수욕장,2021-09-01 00,0.22,24.7
월포해수욕장,2021-09-01 03,0.34,24.82
월포해수욕장,2021-09-01 06,0.64,25.18
월포해수욕장,2021-09-01 09,1.19,25.18
월포해수욕장,2021-09-01 12,1.48,25.25
월포해수욕장,2021-09-01 15,1.48,25.85
월포해수욕장,2021-09-01 18,1.48,25.42
구조라해수욕장,2021-08-30 09,0.1,24.8
구조라해수욕장,2021-08-30 12,0.05,26.22
구조라해수욕장,2021-08-30 15,0.13,26.97
구조라해수욕장,2021-08-30 18,0.2,26.84
구조라해수욕장,2021-08-31 21,0.1,26.74
구조라해수욕장,2021-08-31 00,0.06,26.26
구조라해수욕장,2021-08-31 03,0.1,26.49
구조라해수욕장,2021-08-31 06,0.1,26.02
구조라해수욕장,2021-08-31 09,0.2,26.29
구조라해수욕장,2021-08-31 12,0.1,27.06
구조라해수욕장,2021-08-31 15,0.02,27.6
구조라해수욕장,2021-08-31 18,0.12,27.94
구조라해수욕장,2021-09-01 21,0.1,27.26
구조라해수욕장,2021-09-01 00,0.09,27.26
구조라해수욕장,2021-09-01 03,0.21,26.78
구조라해수욕장,2021-09-01 06,0.27,26.69
구조라해수욕장,2021-09-01 09,0.3,26.5
구조라해수욕장,2021-09-01 12,0.2,26.36
구조라해수욕장,2021-09-01 15,0.28,25.08
구조라해수욕장,2021-09-01 18,0.24,25.37
문섬,2021-08-30 09,0.07,26.07
문섬,2021-08-30 12,0.21,26.31
문섬,2021-08-30 15,0.25,26.78
문섬,2021-08-30 18,0.34,26.28
문섬,2021-08-31 21,0.17,26.32
문섬,2021-08-31 00,0.28,25.93
문섬,2021-08-31 03,0.38,26.2
문섬,2021-08-31 06,0.13,26.27
문섬,2021-08-31 09,0.18,26.66
문섬,2021-08-31 12,0.29,27.2
문섬,2021-08-31 15,0.39,26.85
문섬,2021-08-31 18,0.36,26.83
문섬,2021-09-01 21,0.24,26.98
문섬,2021-09-01 00,0.21,26.58
문섬,2021-09-01 03,0.26,26.15
문섬,2021-09-01 06,0.27,26.34
문섬,2021-09-01 09,0.47,26.33
문섬,2021-09-01 12,0.38,26.52
문섬,2021-09-01 15,0.27,25.94
문섬,2021-09-01 18,0.63,26.83
