생성시간, 예측시간, 지점코드, 지점이름, 지수, 지수단계, 수정사유
2021-08-30,2021-08-30 00:00,PT_0001,북항로,3,LV2,00
2021-08-30,2021-08-30 06:00,PT_0001,북항로,4,LV1,00
2021-08-30,2021-08-30 12:00,PT_0001,북항로,4,LV1,00
2021-08-30,2021-08-30 18:00,PT_0001,북항로,4,LV1,00
2021-08-30,2021-08-31 00:00,PT_0001,북항로,3,LV2,00
2021-08-30,2021-08-31 06:00,PT_0001,북항로,4,LV1,00
2021-08-30,2021-08-31 12:00,PT_0001,북항로,4,LV1,00
2021-08-30,2021-08-31 18:00,PT_0001,북항로,4,LV1,00
2021-08-30,2021-09-01 00:00,PT_0001,북항로,3,LV2,00
2021-08-30,2021-09-01 06:00,PT_0001,북항로,4,LV1,00
2021-08-30,2021-09-01 12:00,PT_0001,북항로,3,LV2,00
2021-08-30,2021-09-01 18:00,PT_0001,북항로,3,LV2,00
2021-08-30,2021-08-30 00:00,PT_0002,남항로,4,LV1,00
2021-08-30,2021-08-30 06:00,PT_0002,남항로,4,LV1,00
2021-08-30,2021-08-30 12:00,PT_0002,남항로,4,LV1,00
2021-08-30,2021-08-30 18:00,PT_0002,남항로,4,LV1,00
2021-08-30,2021-08-31 00:00,PT_0002,남항로,4,LV1,00
2021-08-30,2021-08-31 06:00,PT_0002,남항로,4,LV1,00
2021-08-30,2021-08-31 12:00,PT_0002,남항로,4,LV1,00
2021-08-30,2021-08-31 18:00,PT_0002,남항로,4,LV1,00
2021-08-30,2021-09-01 00:00,PT_0002,남항로,4,LV1,00
2021-08-30,2021-09-01 06:00,PT_0002,남항로,4,LV1,00
2021-08-30,2021-09-01 12:00,PT_0002,남항로,4,LV1,00
2021-08-30,2021-09-01 18:00,PT_0002,남항로,3,LV2,00
2021-08-30,2021-08-30 00:00,PT_0003,감천항로,3,LV2,00
2021-08-30,2021-08-30 06:00,PT_0003,감천항로,4,LV1,00
2021-08-30,2021-08-30 12:00,PT_0003,감천항로,4,LV1,00
2021-08-30,2021-08-30 18:00,PT_0003,감천항로,4,LV1,00
2021-08-30,2021-08-31 00:00,PT_0003,감천항로,4,LV1,00
2021-08-30,2021-08-31 06:00,PT_0003,감천항로,4,LV1,00
2021-08-30,2021-08-31 12:00,PT_0003,감천항로,4,LV1,00
2021-08-30,2021-08-31 18:00,PT_0003,감천항로,4,LV1,00
2021-08-30,2021-09-01 00:00,PT_0003,감천항로,4,LV1,00
2021-08-30,2021-09-01 06:00,PT_0003,감천항로,4,LV1,00
2021-08-30,2021-09-01 12:00,PT_0003,감천항로,3,LV2,00
2021-08-30,2021-09-01 18:00,PT_0003,감천항로,3,LV2,00
2021-08-30,2021-08-30 00:00,PT_0004,신항항로,4,LV1,00
2021-08-30,2021-08-30 06:00,PT_0004,신항항로,4,LV1,00
2021-08-30,2021-08-30 12:00,PT_0004,신항항로,4,LV1,00
2021-08-30,2021-08-30 18:00,PT_0004,신항항로,4,LV1,00
2021-08-30,2021-08-31 00:00,PT_0004,신항항로,4,LV1,00
2021-08-30,2021-08-31 06:00,PT_0004,신항항로,4,LV1,00
2021-08-30,2021-08-31 12:00,PT_0004,신항항로,4,LV1,00
