STN,NAME,DATE,AM/PM,TEMP_MIN,TEMP_AVE,TEMP_MAX,WIND_MIN,WIND_AVE,WIND_MAX,SKY,RAIN_AMT
TL1,우전마을,20210830,AM,25.0,26.0,27.0,3.2,3.2,3.2,4,0
TL1,우전마을,20210830,PM,26.0,26.7,27.0,3.2,4.5,5.2,4,0
TL1,우전마을,20210831,AM,26.0,26.5,27.0,2.0,2.9,3.7,4,0
TL1,우전마을,20210831,PM,26.0,27.0,28.0,3.7,4.5,5.1,3,0
TL1,우전마을,20210901,AM,26.0,26.5,27.0,8.9,9.2,9.5,4,0
TL1,우전마을,20210901,PM,25.0,26.3,27.0,8.9,9.1,9.5,4,0
TL2,백미리마을,20210830,AM,23.0,24.0,25.0,1.2,2.0,2.8,4,0
TL2,백미리마을,20210830,PM,24.0,24.7,25.0,2.8,4.3,5.2,4,0
TL2,백미리마을,20210831,AM,22.0,22.5,23.0,1.6,2.0,2.5,4,0
TL2,백미리마을,20210831,PM,22.0,22.3,23.0,1.3,2.2,2.8,4,13
TL2,백미리마을,20210901,AM,21.0,21.5,22.0,4.8,5.4,6.1,4,11.6
TL2,백미리마을,20210901,PM,22.0,22.7,24.0,2.0,3.4,4.8,4,20.1
TL3,문항마을,20210830,AM,26.0,27.0,28.0,1.0,1.5,2.0,4,0
TL3,문항마을,20210830,PM,28.0,28.3,29.0,1.0,2.9,4.0,4,0
TL3,문항마을,20210831,AM,26.0,27.0,28.0,1.7,2.9,4.0,4,0
TL3,문항마을,20210831,PM,27.0,27.7,28.0,1.7,2.8,3.4,3,0
TL3,문항마을,20210901,AM,26.0,27.0,28.0,6.4,7.1,7.7,4,0
TL3,문항마을,20210901,PM,27.0,28.0,29.0,7.7,8.0,8.3,4,5.8
TL4,전곡리마을,20210830,AM,23.0,24.0,25.0,1.3,1.9,2.5,4,0
TL4,전곡리마을,20210830,PM,24.0,24.7,25.0,2.5,4.3,5.2,4,0
TL4,전곡리마을,20210831,AM,23.0,23.0,23.0,1.7,2.0,2.4,4,0
TL4,전곡리마을,20210831,PM,22.0,22.7,23.0,1.4,2.2,2.8,4,13
TL4,전곡리마을,20210901,AM,21.0,21.5,22.0,4.9,5.7,6.5,4,11.9
TL4,전곡리마을,20210901,PM,22.0,23.0,24.0,2.4,3.7,4.9,4,19.8
TL5,만돌마을,20210830,AM,24.0,25.0,26.0,2.7,2.7,2.7,4,0
TL5,만돌마을,20210830,PM,25.0,25.7,26.0,2.7,3.7,4.7,4,0
TL5,만돌마을,20210831,AM,24.0,25.0,26.0,1.3,1.6,1.9,4,0
TL5,만돌마을,20210831,PM,26.0,26.3,27.0,1.3,2.1,2.9,4,0
TL5,만돌마을,20210901,AM,25.0,25.5,26.0,6.7,7.3,7.9,4,0
TL5,만돌마을,20210901,PM,25.0,25.7,26.0,5.2,6.8,7.9,4,2.1
TL6,하전마을,20210830,AM,24.0,25.0,26.0,2.2,2.4,2.5,4,0
TL6,하전마을,20210830,PM,24.0,25.3,26.0,2.5,3.1,4.0,4,0
TL6,하전마을,20210831,AM,24.0,25.0,26.0,0.8,1.1,1.4,4,0
TL6,하전마을,20210831,PM,26.0,26.3,27.0,0.8,1.4,1.8,4,0
TL6,하전마을,20210901,AM,25.0,25.5,26.0,5.3,6.0,6.8,4,0
TL6,하전마을,20210901,PM,25.0,25.3,26.0,4.3,5.7,6.8,4,3.5
TL7,궁평마을,20210830,AM,22.0,23.0,24.0,1.1,1.9,2.7,4,0
TL7,궁평마을,20210830,PM,23.0,23.7,24.0,2.7,4.2,5.2,4,0
TL7,궁평마을,20210831,AM,22.0,22.5,23.0,1.6,2.0,2.4,4,0
TL7,궁평마을,20210831,PM,22.0,22.3,23.0,1.7,2.3,2.8,4,15.2
TL7,궁평마을,20210901,AM,21.0,21.5,22.0,4.5,4.8,5.1,4,11.9
TL7,궁평마을,20210901,PM,22.0,22.3,23.0,0.9,2.8,4.5,4,18.6
TL8,신리마을,20210830,AM,25.0,26.0,27.0,1.4,1.5,1.6,3,0
TL8,신리마을,20210830,PM,27.0,27.0,27.0,1.6,2.6,3.3,3,0
TL8,신리마을,20210831,AM,25.0,26.0,27.0,0.5,1.4,2.2,3,0
