FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
SW,20210830,AM,26.3,15.2,2.4,20.2,23.9,6.4,0.1,10.0,15.0,4.9,0.2,1.5,3.8,7.5,1,0.0,-,-,67.7,좋음
SW,20210830,PM,27.0,13.9,2.9,19.3,24.9,5.9,0.1,10.0,15.0,4.9,0.3,1.0,3.5,7.5,1,0.0,-,-,64.5,보통
SW,20210831,AM,26.4,15.0,2.7,19.7,25.0,5.9,0.1,10.0,1.0,4.9,0.1,2.0,2.9,17.4,1,0.0,-,-,76.9,매우좋음
SW,20210831,PM,26.5,14.8,4.3,16.9,25.8,5.5,0.1,10.0,1.0,4.9,0.2,1.5,1.3,24.9,1,0.0,-,-,80.5,매우좋음
SW,20210901,AM,26.4,15.0,6.8,12.5,25.5,5.6,0.4,10.0,2.0,4.9,0.2,1.5,4.0,7.5,1,0.0,-,-,59.0,보통
SW,20210901,PM,26.8,14.3,8.8,9.1,25.1,5.8,0.4,10.0,2.0,4.9,0.4,0.5,4.0,7.5,1,0.1,-,-,60.0,보통
SW,20210902,DY,26.6,14.6,7.0,12.2,23.4,6.6,0.8,9.4,3.0,4.9,0.3,1.0,4.0,7.5,1,0.0,-,-,58.2,보통
SW,20210903,DY,25.7,16.2,7.6,11.1,23.4,6.6,0.7,10.1,4.0,3.9,0.4,0.5,4.0,7.5,1,0.0,-,-,57.9,보통
SW,20210904,DY,25.0,17.4,7.8,10.8,24.7,6.0,0.8,9.4,5.0,3.9,0.4,0.5,3.0,17.4,1,0.0,-,-,67.4,좋음
SW,20210905,DY,25.0,17.4,7.2,11.8,24.9,5.9,0.7,10.1,6.0,3.9,0.4,0.5,3.0,17.4,1,0.0,-,-,69.0,좋음
NE,20210830,AM,25.7,13.4,2.6,16.5,21.4,13.8,0.1,11.8,15.0,10.6,0.2,0.7,3.5,6.1,1,0.0,-,-,74.9,좋음
NE,20210830,PM,26.1,12.8,3.2,15.6,22.5,13.4,0.1,11.8,15.0,10.6,0.1,0.9,3.7,6.1,1,0.0,-,-,73.2,좋음
NE,20210831,AM,25.9,13.1,1.9,17.5,22.8,13.1,0.1,11.8,1.0,10.6,0.1,0.9,3.5,6.1,1,0.0,-,-,75.1,매우좋음
NE,20210831,PM,25.8,13.3,4.1,14.3,23.9,12.1,0.1,11.8,1.0,10.6,0.1,0.9,1.9,20.2,1,0.0,-,-,85.2,매우좋음
NE,20210901,AM,26.0,13.0,8.0,8.7,24.3,11.7,0.4,11.8,2.0,10.6,0.2,0.7,4.0,6.1,1,0.0,-,-,64.6,보통
NE,20210901,PM,26.4,12.4,10.6,4.9,23.9,12.1,0.5,13.8,2.0,10.6,0.3,0.4,4.0,6.1,1,0.2,-,-,60.0,보통
NE,20210902,DY,26.4,12.4,7.6,9.2,21.5,13.8,0.6,12.9,3.0,10.6,0.1,0.9,4.0,6.1,1,0.0,-,-,67.9,좋음
NE,20210903,DY,24.9,14.6,8.8,7.5,22.7,13.2,0.7,12.0,4.0,8.5,0.2,0.7,4.0,6.1,1,0.0,-,-,64.6,보통
NE,20210904,DY,24.5,15.2,8.6,7.8,24.8,11.2,0.7,12.0,5.0,8.5,0.2,0.7,3.0,14.1,1,0.0,-,-,71.5,좋음
NE,20210905,DY,24.8,14.7,7.7,9.1,25.0,11.1,0.7,12.0,6.0,8.5,0.2,0.7,3.0,14.1,1,0.0,-,-,72.2,좋음
