STN,NAME,DATE,AM/PM,TEMP_MIN,TEMP_AVE,TEMP_MAX,WIND_MIN,WIND_AVE,WIND_MAX,SKY,RAIN_AMT
HS1,대천해수욕장,20210830,AM,23.0,24.0,25.0,0.2,1.2,2.1,4,0
HS1,대천해수욕장,20210830,PM,24.0,24.7,25.0,0.2,2.3,3.4,4,0
HS1,대천해수욕장,20210831,AM,22.0,22.5,23.0,1.6,2.5,3.4,4,0
HS1,대천해수욕장,20210831,PM,23.0,23.3,24.0,1.6,2.5,3.0,4,6
HS1,대천해수욕장,20210901,AM,24.0,24.5,25.0,9.6,9.8,10.1,4,17.7
HS1,대천해수욕장,20210901,PM,24.0,25.0,26.0,7.4,8.4,9.6,4,8.9
HS2,춘장대해수욕장,20210830,AM,23.0,24.0,25.0,0.2,1.3,2.4,4,0
HS2,춘장대해수욕장,20210830,PM,24.0,24.7,25.0,0.2,2.0,3.5,4,0
HS2,춘장대해수욕장,20210831,AM,23.0,23.0,23.0,2.2,3.0,3.9,4,0
HS2,춘장대해수욕장,20210831,PM,23.0,24.0,25.0,2.2,3.0,3.7,4,4.5
HS2,춘장대해수욕장,20210901,AM,24.0,24.5,25.0,10.8,11.1,11.3,4,11
HS2,춘장대해수욕장,20210901,PM,24.0,24.7,25.0,9.4,10.1,10.8,4,13.1
HS3,무창포해수욕장,20210830,AM,23.0,24.0,25.0,0.6,1.4,2.2,4,0
HS3,무창포해수욕장,20210830,PM,24.0,24.7,25.0,0.6,2.6,3.9,4,0
HS3,무창포해수욕장,20210831,AM,23.0,23.0,23.0,1.9,2.8,3.8,4,0
HS3,무창포해수욕장,20210831,PM,23.0,23.7,24.0,1.9,2.9,3.6,4,6
HS3,무창포해수욕장,20210901,AM,24.0,24.5,25.0,10.8,11.1,11.4,4,15.3
HS3,무창포해수욕장,20210901,PM,24.0,24.7,25.0,8.5,9.6,10.8,4,9.8
HS4,꽃지해수욕장,20210830,AM,23.0,24.0,25.0,1.2,1.6,2.0,4,0
HS4,꽃지해수욕장,20210830,PM,23.0,24.3,25.0,1.2,3.4,4.8,4,0
HS4,꽃지해수욕장,20210831,AM,22.0,22.0,22.0,1.4,2.5,3.5,4,0
HS4,꽃지해수욕장,20210831,PM,22.0,22.3,23.0,1.4,3.2,4.2,4,13.7
HS4,꽃지해수욕장,20210901,AM,23.0,23.5,24.0,10.4,10.9,11.4,4,17
HS4,꽃지해수욕장,20210901,PM,23.0,24.0,25.0,7.2,8.9,10.4,4,8.3
HS5,만리포해수욕장,20210830,AM,24.0,24.5,25.0,1.3,1.5,1.6,4,0
HS5,만리포해수욕장,20210830,PM,23.0,24.3,25.0,1.6,2.7,3.6,4,0
HS5,만리포해수욕장,20210831,AM,23.0,23.0,23.0,1.4,1.5,1.7,4,0
HS5,만리포해수욕장,20210831,PM,22.0,22.3,23.0,1.4,2.8,3.8,4,57.6
HS5,만리포해수욕장,20210901,AM,23.0,23.0,23.0,3.1,6.5,9.9,4,10.1
HS5,만리포해수욕장,20210901,PM,23.0,23.3,24.0,3.1,4.0,5.5,4,30.9
HS6,몽산포해수욕장,20210830,AM,24.0,24.5,25.0,1.2,1.4,1.5,4,0
HS6,몽산포해수욕장,20210830,PM,24.0,24.7,25.0,1.2,2.9,4.1,4,0
HS6,몽산포해수욕장,20210831,AM,22.0,22.5,23.0,1.1,1.7,2.2,4,0
HS6,몽산포해수욕장,20210831,PM,22.0,22.3,23.0,1.1,2.7,3.6,4,34.9
HS6,몽산포해수욕장,20210901,AM,23.0,23.0,23.0,7.7,9.1,10.5,4,12.2
HS6,몽산포해수욕장,20210901,PM,23.0,23.7,25.0,5.7,7.1,8.0,4,19.3
HS7,우전해수욕장,20210830,AM,25.0,26.0,27.0,3.2,3.2,3.2,4,0
HS7,우전해수욕장,20210830,PM,26.0,26.7,27.0,3.2,4.5,5.2,4,0
HS7,우전해수욕장,20210831,AM,26.0,26.5,27.0,2.0,2.9,3.7,4,0
HS7,우전해수욕장,20210831,PM,26.0,27.0,28.0,3.7,4.5,5.1,3,0
HS7,우전해수욕장,20210901,AM,26.0,26.5,27.0,8.9,9.2,9.5,4,0
HS7,우전해수욕장,20210901,PM,25.0,26.3,27.0,8.9,9.1,9.5,4,0
HS8,연포해수욕장,20210830,AM,24.0,25.0,26.0,1.1,1.3,1.5,4,0
HS8,연포해수욕장,20210830,PM,23.0,24.7,26.0,1.1,2.5,3.4,4,0
HS8,연포해수욕장,20210831,AM,22.0,22.5,23.0,1.2,1.5,1.9,4,0
HS8,연포해수욕장,20210831,PM,22.0,22.3,23.0,1.2,2.3,3.0,4,36.8
HS8,연포해수욕장,20210901,AM,23.0,23.5,24.0,5.6,7.5,9.4,4,10.7
HS8,연포해수욕장,20210901,PM,24.0,24.3,25.0,4.8,5.6,6.5,4,26.9
HS9,어은돌해수욕장,20210830,AM,24.0,24.5,25.0,1.3,1.5,1.6,4,0
HS9,어은돌해수욕장,20210830,PM,23.0,24.3,25.0,1.6,2.7,3.5,4,0
HS9,어은돌해수욕장,20210831,AM,23.0,23.0,23.0,1.5,1.8,2.0,4,0
HS9,어은돌해수욕장,20210831,PM,21.0,22.0,23.0,1.5,2.9,3.7,4,58.8
HS9,어은돌해수욕장,20210901,AM,23.0,23.5,24.0,4.0,7.3,10.7,4,10.6
HS9,어은돌해수욕장,20210901,PM,23.0,24.0,25.0,4.0,5.0,6.5,4,27.7
HS10,신두리해수욕장,20210830,AM,24.0,25.0,26.0,1.3,1.4,1.4,4,0
HS10,신두리해수욕장,20210830,PM,23.0,24.7,26.0,1.3,2.5,3.5,4,0
HS10,신두리해수욕장,20210831,AM,23.0,23.0,23.0,1.2,1.4,1.5,4,0
HS10,신두리해수욕장,20210831,PM,22.0,22.3,23.0,1.2,2.4,3.2,4,59.3
HS10,신두리해수욕장,20210901,AM,23.0,23.5,24.0,2.5,5.4,8.3,4,10.6
HS10,신두리해수욕장,20210901,PM,23.0,24.0,25.0,2.5,3.1,4.2,4,21.7
HS11,학암포해수욕장,20210830,AM,24.0,25.0,26.0,1.4,1.4,1.5,4,0
HS11,학암포해수욕장,20210830,PM,24.0,25.0,26.0,1.5,2.5,3.5,4,0
HS11,학암포해수욕장,20210831,AM,23.0,23.0,23.0,1.1,1.2,1.3,4,0
HS11,학암포해수욕장,20210831,PM,22.0,22.7,23.0,1.1,2.1,2.8,4,55.9
HS11,학암포해수욕장,20210901,AM,23.0,23.0,23.0,1.8,4.2,6.7,4,11.1
