생산일,코드,권역,지역,예측일자,어종,어종타입,물때,물때점수,최소파고,평균파고,최대파고,파고점수,최소수온,평균수온,최대수온,수온점수,최저기온,평균기온,최대기온,기온점수,최소풍속,평균풍속,최대풍속,풍속점수,특보,특보점수,총점수,예보지수
20210830,SF2,황해남부,가거도,20210830,감성돔,BP,15,1,0.7,0.7,0.8,3,22.8,23.1,25.3,2,24.4,24.9,25.2,5,3.6,4.7,6.7,3,-,5,2.56,나쁨
20210830,SF35,남해서부,거문도,20210830,농어,SB,15,1,0.5,0.5,0.6,4,24.5,25.5,26.5,3,25.4,26.0,26.1,5,0.9,2.3,4.1,4,-,5,3.36,보통
20210830,SF37,남해서부,거문도,20210830,참돔,RP,15,1,0.5,0.5,0.6,4,24.5,25.5,26.5,3,25.4,26.0,26.1,5,0.9,2.3,4.1,4,-,5,3.36,보통
20210830,SF38,남해서부,거문도,20210830,감성돔,BP,15,1,0.5,0.5,0.6,4,24.5,25.5,26.5,1,25.4,26.0,26.1,5,0.9,2.3,4.1,4,-,5,2.96,나쁨
20210830,SF39,남해서부,거문도,20210830,우럭,RF,15,5,0.5,0.5,0.6,4,24.5,25.5,26.5,2,25.4,26.0,26.1,5,0.9,2.3,4.1,4,-,5,3.8,보통
20210830,SF14,남해동부,거제도,20210830,우럭,RF,15,5,0.4,0.4,0.5,4,25.1,25.6,25.9,2,25.2,26.1,27.1,5,2.3,3.9,8.2,3,-,5,3.56,보통
20210830,SF11,황해중부,국화도,20210830,우럭,RF,15,5,0.1,0.1,0.2,5,24.2,24.6,24.9,3,23.8,24.2,25.3,5,0.8,3.0,4.2,4,-,5,4.36,좋음
20210830,SF56,제주도,김녕,20210830,벵에돔,OP,15,1,0.4,0.4,0.5,4,26.0,26.4,26.7,1,26.0,26.1,26.5,5,1.8,2.6,4.5,4,-,5,2.96,나쁨
20210830,SF57,제주도,김녕,20210830,농어,SB,15,1,0.4,0.4,0.5,4,26.0,26.4,26.7,2,26.0,26.1,26.5,5,1.8,2.6,4.5,4,-,5,3.16,보통
20210830,SF58,제주도,김녕,20210830,돌돔,RB,15,1,0.4,0.4,0.5,4,26.0,26.4,26.7,4,26.0,26.1,26.5,5,1.8,2.6,4.5,4,-,5,3.56,보통
20210830,SF59,제주도,김녕,20210830,참돔,RP,15,1,0.4,0.4,0.5,4,26.0,26.4,26.7,2,26.0,26.1,26.5,5,1.8,2.6,4.5,4,-,5,3.16,보통
20210830,SF49,황해중부,모항항,20210830,우럭,RF,15,5,0.2,0.2,0.3,5,22.6,23.4,24.9,3,24.1,24.3,25.4,5,1.1,3.1,3.9,4,-,5,4.36,좋음
20210830,SF50,황해중부,모항항,20210830,감성돔,BP,15,1,0.2,0.2,0.3,5,22.6,23.4,24.9,2,24.1,24.3,25.4,5,1.1,3.1,3.9,4,-,5,3.52,보통
20210830,SF51,황해중부,방포항,20210830,우럭,RF,15,5,0.2,0.2,0.3,5,23.8,24.2,24.5,3,24.1,24.3,25.6,5,1.0,3.6,5.0,3,-,5,4.12,좋음
20210830,SF74,남해동부,부산남부,20210830,우럭,RF,15,5,0.4,0.4,0.5,4,22.1,23.9,24.2,3,25.9,27.4,28.6,5,0.5,2.2,3.3,4,-,5,4.0,좋음
20210830,SF75,남해동부,부산남부,20210830,감성돔,BP,15,1,0.4,0.4,0.5,4,22.1,23.9,24.2,2,25.9,27.4,28.6,5,0.5,2.2,3.3,4,-,5,3.16,보통
20210830,SF76,남해동부,부산남부,20210830,돌돔,RB,15,1,0.4,0.4,0.5,4,22.1,23.9,24.2,5,25.9,27.4,28.6,5,0.5,2.2,3.3,4,-,5,3.76,보통
20210830,SF77,남해동부,부산남부,20210830,참돔,RP,15,1,0.4,0.4,0.5,4,22.1,23.9,24.2,4,25.9,27.4,28.6,5,0.5,2.2,3.3,4,-,5,3.56,보통
20210830,SF78,남해동부,부산남부,20210830,벵에돔,OP,15,1,0.4,0.4,0.5,4,22.1,23.9,24.2,3,25.9,27.4,28.6,5,0.5,2.2,3.3,4,-,5,3.36,보통
20210830,SF79,남해동부,부산남부,20210830,농어,SB,15,1,0.4,0.4,0.5,4,22.1,23.9,24.2,3,25.9,27.4,28.6,5,0.5,2.2,3.3,4,-,5,3.36,보통
20210830,SF67,남해동부,부산동부,20210830,우럭,RF,15,5,0.2,0.2,0.3,5,22.4,23.1,23.5,3,24.4,25.3,27.3,5,2.5,3.4,4.8,4,-,5,4.36,좋음
20210830,SF68,남해동부,부산동부,20210830,감성돔,BP,15,1,0.2,0.2,0.3,5,22.4,23.1,23.5,2,24.4,25.3,27.3,5,2.5,3.4,4.8,4,-,5,3.52,보통
20210830,SF69,남해동부,부산동부,20210830,참돔,RP,15,1,0.2,0.2,0.3,5,22.4,23.1,23.5,4,24.4,25.3,27.3,5,2.5,3.4,4.8,4,-,5,3.92,보통
20210830,SF70,남해동부,부산동부,20210830,벵에돔,OP,15,1,0.2,0.2,0.3,5,22.4,23.1,23.5,3,24.4,25.3,27.3,5,2.5,3.4,4.8,4,-,5,3.72,보통
20210830,SF71,남해동부,부산동부,20210830,농어,SB,15,1,0.2,0.2,0.3,5,22.4,23.1,23.5,3,24.4,25.3,27.3,5,2.5,3.4,4.8,4,-,5,3.72,보통
20210830,SF60,남해동부,부산서부,20210830,우럭,RF,15,5,0.4,0.4,0.5,4,23.3,24.3,24.9,3,25.3,26.1,26.9,5,1.2,3.1,4.4,4,-,5,4.0,좋음
20210830,SF61,남해동부,부산서부,20210830,감성돔,BP,15,1,0.4,0.4,0.5,4,23.3,24.3,24.9,2,25.3,26.1,26.9,5,1.2,3.1,4.4,4,-,5,3.16,보통
20210830,SF62,남해동부,부산서부,20210830,돌돔,RB,15,1,0.4,0.4,0.5,4,23.3,24.3,24.9,5,25.3,26.1,26.9,5,1.2,3.1,4.4,4,-,5,3.76,보통
20210830,SF63,남해동부,부산서부,20210830,참돔,RP,15,1,0.4,0.4,0.5,4,23.3,24.3,24.9,3,25.3,26.1,26.9,5,1.2,3.1,4.4,4,-,5,3.36,보통
20210830,SF64,남해동부,부산서부,20210830,벵에돔,OP,15,1,0.4,0.4,0.5,4,23.3,24.3,24.9,2,25.3,26.1,26.9,5,1.2,3.1,4.4,4,-,5,3.16,보통
20210830,SF65,남해동부,부산서부,20210830,농어,SB,15,1,0.4,0.4,0.5,4,23.3,24.3,24.9,3,25.3,26.1,26.9,5,1.2,3.1,4.4,4,-,5,3.36,보통
20210830,SF1,황해남부,상왕등도,20210830,감성돔,BP,15,1,-0.0,0.1,0.2,5,25.3,25.4475,25.79,1,24.1,24.4,24.8,5,1.3,2.1,4.1,4,-,5,3.32,보통
20210830,SF29,황해남부,상태도,20210830,농어,SB,15,1,0.2,0.2,0.5,4,24.3,24.5,24.7,3,24.3,24.7,25.1,5,2.9,4.2,6.8,3,-,5,3.12,보통
20210830,SF31,황해남부,상태도,20210830,참돔,RP,15,1,0.2,0.2,0.5,4,24.3,24.5,24.7,3,24.3,24.7,25.1,5,2.9,4.2,6.8,3,-,5,3.12,보통
20210830,SF32,황해남부,상태도,20210830,돌돔,RB,15,1,0.2,0.2,0.5,4,24.3,24.5,24.7,5,24.3,24.7,25.1,5,2.9,4.2,6.8,3,-,5,3.52,보통
20210830,SF33,황해남부,상태도,20210830,우럭,RF,15,5,0.2,0.2,0.5,4,24.3,24.5,24.7,3,24.3,24.7,25.1,5,2.9,4.2,6.8,3,-,5,3.76,보통
20210830,SF34,황해남부,상태도,20210830,감성돔,BP,15,1,0.2,0.2,0.5,4,24.3,24.5,24.7,2,24.3,24.7,25.1,5,2.9,4.2,6.8,3,-,5,2.92,나쁨
20210830,SF7,제주도,서귀포,20210830,벵에돔,OP,15,1,0.4,0.4,0.5,4,24.8,25.3,25.5,1,26.3,26.5,26.7,5,2.9,4.7,6.2,3,-,5,2.72,나쁨
20210830,SF10,제주도,성산포,20210830,돌돔,RB,15,1,0.2,0.2,0.3,5,25.4,26.0,26.5,4,26.0,26.2,27.0,5,0.7,1.8,3.5,4,-,5,3.92,보통
20210830,SF15,황해남부,신시도,20210830,우럭,RF,15,5,0.5,0.5,0.6,4,25.4,25.9,26.0,2,23.9,24.6,25.0,5,0.9,2.5,4.3,4,-,5,3.8,보통
20210830,SF16,남해서부,신지도,20210830,우럭,RF,15,5,0.2,0.2,0.3,5,24.4,25.1,25.6,2,25.4,25.9,26.4,5,2.5,3.5,4.8,4,-,5,4.16,좋음
20210830,SF54,동해중부,아야진항,20210830,우럭,RF,15,5,0.1,0.1,0.2,5,22.3,22.8,23.5,3,23.3,23.8,24.6,4,1.1,2.6,4.3,4,-,5,4.32,좋음
20210830,SF55,동해중부,아야진항,20210830,감성돔,BP,15,1,0.1,0.1,0.2,5,22.3,22.8,23.5,3,23.3,23.8,24.6,4,1.1,2.6,4.3,4,-,5,3.68,보통
20210830,SF24,황해중부,어청도,20210830,농어,SB,15,1,0.5,0.5,0.6,4,24.5,24.8,25.5,3,24.4,24.6,24.8,5,1.3,2.0,3.8,4,-,5,3.36,보통
20210830,SF25,황해중부,어청도,20210830,참돔,RP,15,1,0.5,0.5,0.6,4,24.5,24.8,25.5,3,24.4,24.6,24.8,5,1.3,2.0,3.8,4,-,5,3.36,보통
20210830,SF26,황해중부,어청도,20210830,돌돔,RB,15,1,0.5,0.5,0.6,4,24.5,24.8,25.5,5,24.4,24.6,24.8,5,1.3,2.0,3.8,4,-,5,3.76,보통
20210830,SF27,황해중부,어청도,20210830,우럭,RF,15,5,0.5,0.5,0.6,4,24.5,24.8,25.5,3,24.4,24.6,24.8,5,1.3,2.0,3.8,4,-,5,4.0,좋음
20210830,SF28,황해중부,어청도,20210830,감성돔,BP,15,1,0.5,0.5,0.6,4,24.5,24.8,25.5,2,24.4,24.6,24.8,5,1.3,2.0,3.8,4,-,5,3.16,보통
20210830,SF4,남해서부,연도,20210830,감성돔,BP,15,1,0.1,0.2,0.2,5,25.0,25.6,25.9,1,25.8,26.1,26.5,5,0.7,2.7,5.8,3,-,5,3.08,보통
20210830,SF47,황해중부,영흥도,20210830,우럭,RF,15,5,0.3,0.3,0.4,4,23.1,24.0,24.5,3,23.5,23.8,24.5,4,1.5,2.9,4.2,4,-,5,3.96,보통
20210830,SF48,황해중부,영흥도,20210830,농어,SB,15,1,0.3,0.3,0.4,4,23.1,24.0,24.5,3,23.5,23.8,24.5,4,1.5,2.9,4.2,4,-,5,3.32,보통
20210830,SF52,동해중부,외옹치항,20210830,우럭,RF,15,5,0.1,0.1,0.2,5,22.3,22.7,23.9,3,23.4,23.9,24.7,4,0.6,2.8,4.2,4,-,5,4.32,좋음
20210830,SF53,동해중부,외옹치항,20210830,감성돔,BP,15,1,0.1,0.1,0.2,5,22.3,22.7,23.9,3,23.4,23.9,24.7,4,0.6,2.8,4.2,4,-,5,3.68,보통
20210830,SF8,남해동부,욕지도,20210830,벵에돔,OP,15,1,0.1,0.1,0.2,5,26.0,26.4,26.6,1,25.5,26.3,26.9,5,0.5,2.8,5.8,3,-,5,3.08,보통
20210830,SF5,동해남부,울산,20210830,감성돔,BP,15,1,0.2,0.2,0.3,5,22.4,23.7,24.4,2,25.5,25.9,26.7,5,1.7,2.8,3.5,4,-,5,3.52,보통
20210830,SF6,동해남부,울진후정,20210830,감성돔,BP,15,1,0.0,0.1,0.1,5,25.34,25.5275,25.83,1,24.0,25.4,26.1,5,2.0,4.2,7.6,3,-,5,3.08,보통
20210830,SF3,남해서부,추자도,20210830,감성돔,BP,15,1,0.1,0.2,0.4,4,26.0,26.39,26.75,1,25.1,25.6,25.9,5,1.0,2.3,3.6,4,-,5,2.96,나쁨
20210830,SF40,동해남부,포항,20210830,농어,SB,15,1,0.2,0.2,0.3,5,24.8,25.1,25.5,3,24.1,25.4,26.8,5,1.5,3.5,5.9,3,-,5,3.48,보통
