STN,NAME,DATE,AM/PM,TEMP_MIN,TEMP_AVE,TEMP_MAX,WIND_MIN,WIND_AVE,WIND_MAX,SKY,RAIN_AMT
SF2,가거도,20210830,AM,25.0,25.5,26.0,2.8,3.0,3.2,4,0.5
SF2,가거도,20210830,PM,25.0,25.7,26.0,2.3,2.9,3.2,4,1.1
SF2,가거도,20210831,AM,26.0,26.5,27.0,4.2,4.9,5.6,3,0
SF2,가거도,20210831,PM,27.0,27.0,27.0,4.9,5.2,5.6,3,0
SF2,가거도,20210901,AM,27.0,27.0,27.0,8.5,8.8,9.2,3,0
SF2,가거도,20210901,PM,27.0,27.0,27.0,8.9,9.0,9.2,3,0
SF21,거문도,20210830,AM,26.0,26.0,26.0,0.7,1.1,1.6,4,0
SF21,거문도,20210830,PM,26.0,26.7,27.0,0.7,1.7,2.3,4,0
SF21,거문도,20210831,AM,26.0,26.0,26.0,0.3,0.8,1.3,3,0
SF21,거문도,20210831,PM,26.0,26.7,27.0,0.1,1.1,2.8,4,0
SF21,거문도,20210901,AM,26.0,26.5,27.0,4.6,5.4,6.2,3,0
SF21,거문도,20210901,PM,27.0,27.0,27.0,3.5,4.1,4.6,3,0
SF35,거문도,20210830,AM,26.0,26.0,26.0,0.7,1.1,1.6,4,0
SF35,거문도,20210830,PM,26.0,26.7,27.0,0.7,1.7,2.3,4,0
SF35,거문도,20210831,AM,26.0,26.0,26.0,0.3,0.8,1.3,3,0
SF35,거문도,20210831,PM,26.0,26.7,27.0,0.1,1.1,2.8,4,0
SF35,거문도,20210901,AM,26.0,26.5,27.0,4.6,5.4,6.2,3,0
SF35,거문도,20210901,PM,27.0,27.0,27.0,3.5,4.1,4.6,3,0
SF36,거문도,20210830,AM,26.0,26.0,26.0,0.7,1.1,1.6,4,0
SF36,거문도,20210830,PM,26.0,26.7,27.0,0.7,1.7,2.3,4,0
SF36,거문도,20210831,AM,26.0,26.0,26.0,0.3,0.8,1.3,3,0
SF36,거문도,20210831,PM,26.0,26.7,27.0,0.1,1.1,2.8,4,0
SF36,거문도,20210901,AM,26.0,26.5,27.0,4.6,5.4,6.2,3,0
SF36,거문도,20210901,PM,27.0,27.0,27.0,3.5,4.1,4.6,3,0
SF37,거문도,20210830,AM,26.0,26.0,26.0,0.7,1.1,1.6,4,0
SF37,거문도,20210830,PM,26.0,26.7,27.0,0.7,1.7,2.3,4,0
SF37,거문도,20210831,AM,26.0,26.0,26.0,0.3,0.8,1.3,3,0
SF37,거문도,20210831,PM,26.0,26.7,27.0,0.1,1.1,2.8,4,0
SF37,거문도,20210901,AM,26.0,26.5,27.0,4.6,5.4,6.2,3,0
SF37,거문도,20210901,PM,27.0,27.0,27.0,3.5,4.1,4.6,3,0
SF38,거문도,20210830,AM,26.0,26.0,26.0,0.7,1.1,1.6,4,0
SF38,거문도,20210830,PM,26.0,26.7,27.0,0.7,1.7,2.3,4,0
SF38,거문도,20210831,AM,26.0,26.0,26.0,0.3,0.8,1.3,3,0
SF38,거문도,20210831,PM,26.0,26.7,27.0,0.1,1.1,2.8,4,0
SF38,거문도,20210901,AM,26.0,26.5,27.0,4.6,5.4,6.2,3,0
SF38,거문도,20210901,PM,27.0,27.0,27.0,3.5,4.1,4.6,3,0
SF39,거문도,20210830,AM,26.0,26.0,26.0,0.7,1.1,1.6,4,0
SF39,거문도,20210830,PM,26.0,26.7,27.0,0.7,1.7,2.3,4,0
SF39,거문도,20210831,AM,26.0,26.0,26.0,0.3,0.8,1.3,3,0
SF39,거문도,20210831,PM,26.0,26.7,27.0,0.1,1.1,2.8,4,0
SF39,거문도,20210901,AM,26.0,26.5,27.0,4.6,5.4,6.2,3,0
SF39,거문도,20210901,PM,27.0,27.0,27.0,3.5,4.1,4.6,3,0
SF14,거제도,20210830,AM,26.0,27.0,28.0,1.0,1.2,1.4,4,0
SF14,거제도,20210830,PM,27.0,27.7,28.0,1.0,1.6,2.0,4,0
SF14,거제도,20210831,AM,26.0,26.5,27.0,2.6,3.0,3.4,4,0
SF14,거제도,20210831,PM,25.0,26.3,27.0,3.0,3.2,3.4,4,2.5
SF14,거제도,20210901,AM,26.0,26.5,27.0,4.5,5.0,5.4,4,0
