월포해수욕장,25.8,0.2,동해
오산항,25.0,0.2,동해
구조라해수욕장,25.6,0.4,남해
울릉도,24.2,0.2,동해
어영,26.1,-999.0,남해
홍도,24.5,0.7,서해
성산일출봉,26.0,0.2,남해
거문도,25.5,0.5,남해
문섬,25.3,0.4,남해
남애항,21.1,0.1,동해
동명항,22.8,0.1,동해
강문해변,24.6,0.1,동해
미조도,27.2,0.2,남해
