생산일,코드,해수욕장,예측일자,시간,평균기온,기온점수,평균수온,수온점수,최대풍속,풍속점수,최대파고,파고점수,총점수
20210830,HS1,대천해수욕장,20210829,AM,23.1,3,25.3,5,6.0,3,0.3,5,4.30
20210830,HS1,대천해수욕장,20210829,PM,22.9,3,25.4,5,8.6,2,0.3,5,4.00
20210830,HS2,춘장대해수욕장,20210829,AM,24.1,4,25.3,5,5.7,3,0.3,5,4.35
20210830,HS2,춘장대해수욕장,20210829,PM,24.1,4,25.4,5,6.6,3,0.3,5,4.35
20210830,HS3,무창포해수욕장,20210829,AM,23.5,3,25.3,5,6.2,3,0.3,5,4.30
20210830,HS3,무창포해수욕장,20210829,PM,23.5,3,25.4,5,7.6,3,0.3,5,4.30
20210830,HS4,꽃지해수욕장,20210829,AM,22.8,3,-999.0,0,6.2,3,-999.0,0,0.00
20210830,HS4,꽃지해수욕장,20210829,PM,22.2,3,25.5,5,7.9,3,0.2,5,4.30
20210830,HS5,만리포해수욕장,20210829,AM,22.5,3,23.4,5,7.2,3,0.2,5,4.30
20210830,HS5,만리포해수욕장,20210829,PM,21.7,2,23.2,5,8.0,2,0.2,5,3.95
20210830,HS6,몽산포해수욕장,20210829,AM,22.9,3,23.4,5,8.2,2,0.2,5,4.00
20210830,HS6,몽산포해수욕장,20210829,PM,22.4,3,23.2,5,8.0,2,0.2,5,4.00
20210830,HS7,우전해수욕장,20210829,AM,26.2,4,24.8,5,7.6,3,0.5,4,3.80
20210830,HS7,우전해수욕장,20210829,PM,26.0,4,25.5,5,7.3,3,0.4,5,4.35
20210830,HS8,연포해수욕장,20210829,AM,22.9,3,23.4,5,7.8,3,0.2,5,4.30
20210830,HS8,연포해수욕장,20210829,PM,22.3,3,23.2,5,8.5,2,0.2,5,4.00
20210830,HS9,어은돌해수욕장,20210829,AM,22.8,3,23.4,5,8.5,2,0.2,5,4.00
20210830,HS9,어은돌해수욕장,20210829,PM,22.2,3,23.2,5,9.4,2,0.2,5,4.00
20210830,HS10,신두리해수욕장,20210829,AM,22.6,3,23.1,5,7.5,3,0.2,5,4.30
20210830,HS10,신두리해수욕장,20210829,PM,21.9,2,23.7,5,8.0,2,0.2,5,3.95
20210830,HS11,학암포해수욕장,20210829,AM,22.6,3,23.1,5,9.2,2,0.2,5,4.00
20210830,HS11,학암포해수욕장,20210829,PM,22.3,3,23.7,5,9.6,2,0.2,5,4.00
20210830,HS12,가마미해수욕장,20210829,AM,26.0,4,24.8,5,7.6,3,0.7,4,3.80
20210830,HS12,가마미해수욕장,20210829,PM,25.7,4,25.6,5,8.1,2,0.6,4,3.50
20210830,HS15,가계해수욕장,20210829,AM,26.0,4,25.0,5,6.7,3,0.4,5,4.35
20210830,HS15,가계해수욕장,20210829,PM,25.9,4,24.8,5,7.6,3,0.3,5,4.35
20210830,HS16,을왕리해수욕장,20210829,AM,21.7,2,25.0,5,6.0,3,0.3,5,4.25
20210830,HS16,을왕리해수욕장,20210829,PM,22.2,3,25.3,5,6.4,3,0.2,5,4.30
20210830,HS17,만성리해수욕장,20210829,AM,26.5,4,27.4,5,7.7,3,0.3,5,4.35
20210830,HS17,만성리해수욕장,20210829,PM,26.4,4,27.5,5,9.1,2,0.3,5,4.05
20210830,HS18,상주해수욕장,20210829,AM,27.9,5,27.4,5,5.5,3,0.4,5,4.40
20210830,HS18,상주해수욕장,20210829,PM,27.1,5,27.5,5,6.5,3,0.4,5,4.40
20210830,HS19,명사십리해수욕장,20210829,AM,26.0,4,25.0,5,6.3,3,0.4,5,4.35
