STN,AREA,NAME,LON,LAT,ROMS_X,ROMS_Y,WRF_X,WRF_Y,WW3_X,WW3_Y,CWW3_X,CWW3_Y,CWWR_LOC,RWW3_X,RWW3_Y,MOHID_X,MOHID_Y,CITY_X,CITY_Y,WARN_AREA,AGENCY1,MWHT_STN1,AGENCY2,MWHT_STN2,AGENCY3,SST_STN1,AGENCY4,SST_STN2,CITY_MID
SS14,남해동부,태종대,129.0775,35.0598,365,425,173,129,145,181,249,233,4,169,179,1318,616,98,73,부산앞바다,파고부이,오륙도,파고부이,다대포,조위관측,부산항,조위관측,감천항,11H20000
