STN,CODE,AREA,NAME,LON,LAT,ROMS_X,ROMS_Y,WRF_X,WRF_Y,WW3_X,WW3_Y,CWW3_X,CWW3_Y,CWWR_LOC,RWW3_X,RWW3_Y,MOHID_X,MOHID_Y,CITY_X,CITY_Y,WARN_SEA,BEACH_DIR
SW,SR1,부산,송정해수욕장,129.199713,35.178613,369,430,176,127,146,182,265,219,4,170,178,1354,651,100,76,부산앞바다,50
