STN,NAME,DATE,AM/PM,TEMP_MIN,TEMP_AVE,TEMP_MAX,WIND_MIN,WIND_AVE,WIND_MAX,SKY,RAIN_AMT
TL1,우전마을,20210825,AM,26.0,26.0,26.0,3.0,4.9,6.8,4,0
TL1,우전마을,20210825,PM,26.0,26.7,27.0,2.7,4.5,6.8,4,1.8
TL1,우전마을,20210826,AM,26.0,27.0,28.0,3.7,4.3,4.9,3,0
TL1,우전마을,20210826,PM,27.0,27.7,28.0,3.6,4.5,5.1,3,0
TL1,우전마을,20210827,AM,26.0,26.5,27.0,1.4,1.6,1.8,4,3
TL1,우전마을,20210827,PM,26.0,27.0,28.0,1.8,4.3,7.7,4,3.4
TL2,백미리마을,20210825,AM,25.0,25.0,25.0,2.2,3.7,5.2,4,3
TL2,백미리마을,20210825,PM,25.0,25.3,26.0,0.7,3.3,5.2,4,8.1
TL2,백미리마을,20210826,AM,25.0,26.0,27.0,4.8,5.0,5.3,4,0
TL2,백미리마을,20210826,PM,25.0,26.3,27.0,4.5,5.0,5.6,4,0
TL2,백미리마을,20210827,AM,24.0,24.0,24.0,2.6,3.8,5.1,4,0
TL2,백미리마을,20210827,PM,22.0,23.3,24.0,2.1,4.3,5.6,4,5.1
TL3,문항마을,20210825,AM,26.0,26.5,27.0,1.7,2.8,3.9,4,0
TL3,문항마을,20210825,PM,27.0,27.3,28.0,3.9,7.7,11.5,4,3.1
TL3,문항마을,20210826,AM,26.0,27.5,29.0,1.2,1.9,2.5,1,0
TL3,문항마을,20210826,PM,28.0,28.7,29.0,2.5,3.5,4.1,3,0
TL3,문항마을,20210827,AM,26.0,27.5,29.0,1.7,2.8,3.8,4,0
TL3,문항마을,20210827,PM,28.0,29.0,30.0,3.8,5.3,6.2,4,0
TL4,전곡리마을,20210825,AM,25.0,25.5,26.0,2.2,3.9,5.6,4,2.6
TL4,전곡리마을,20210825,PM,26.0,26.0,26.0,1.0,3.7,5.6,4,10.1
TL4,전곡리마을,20210826,AM,25.0,26.0,27.0,5.1,5.3,5.6,4,0
TL4,전곡리마을,20210826,PM,26.0,26.7,27.0,4.9,5.3,5.9,4,0
TL4,전곡리마을,20210827,AM,24.0,24.0,24.0,3.0,4.3,5.7,4,0
TL4,전곡리마을,20210827,PM,23.0,23.7,24.0,2.4,4.7,6.0,4,4.8
TL5,만돌마을,20210825,AM,26.0,26.0,26.0,2.3,2.5,2.8,4,0
TL5,만돌마을,20210825,PM,26.0,26.3,27.0,1.3,2.3,2.8,4,4.6
TL5,만돌마을,20210826,AM,27.0,28.0,29.0,3.2,3.5,3.8,3,0
TL5,만돌마을,20210826,PM,27.0,28.3,29.0,2.9,3.7,4.4,3,0
TL5,만돌마을,20210827,AM,25.0,25.5,26.0,0.7,1.3,1.9,4,1.8
TL5,만돌마을,20210827,PM,25.0,26.0,27.0,0.7,3.2,4.6,4,7.6
TL6,하전마을,20210825,AM,25.0,25.5,26.0,1.9,2.2,2.6,4,0
TL6,하전마을,20210825,PM,26.0,26.0,26.0,0.9,2.0,2.6,4,5.7
TL6,하전마을,20210826,AM,27.0,28.0,29.0,2.7,3.0,3.2,3,0
TL6,하전마을,20210826,PM,27.0,28.3,29.0,2.5,3.2,3.8,3,0
TL6,하전마을,20210827,AM,25.0,25.5,26.0,0.6,1.1,1.7,4,1.1
TL6,하전마을,20210827,PM,25.0,26.0,27.0,0.6,2.5,3.5,4,8.1
TL7,궁평마을,20210825,AM,24.0,24.5,25.0,2.2,3.6,4.9,4,1.1
TL7,궁평마을,20210825,PM,25.0,25.3,26.0,0.4,3.0,4.9,4,7.3
TL7,궁평마을,20210826,AM,25.0,25.5,26.0,4.9,5.0,5.1,4,0
TL7,궁평마을,20210826,PM,25.0,25.7,26.0,4.2,4.9,5.5,4,0
TL7,궁평마을,20210827,AM,23.0,23.0,23.0,2.6,3.3,4.1,4,0
TL7,궁평마을,20210827,PM,22.0,22.7,23.0,1.8,3.8,5.4,4,6.1
TL8,신리마을,20210825,AM,25.0,25.5,26.0,1.0,4.2,7.5,4,0
TL8,신리마을,20210825,PM,26.0,26.0,26.0,4.6,6.6,7.8,4,1.8
TL8,신리마을,20210826,AM,25.0,26.0,27.0,0.9,1.4,2.0,3,0
TL8,신리마을,20210826,PM,26.0,27.0,28.0,2.0,2.7,3.6,3,0
TL8,신리마을,20210827,AM,25.0,26.5,28.0,4.6,4.9,5.2,4,1.3
TL8,신리마을,20210827,PM,26.0,27.3,28.0,5.2,5.5,6.2,3,2
TL9,월하성마을,20210825,AM,26.0,26.5,27.0,4.5,4.5,4.6,4,0
TL9,월하성마을,20210825,PM,26.0,26.0,26.0,3.0,3.6,4.5,4,12.5
TL9,월하성마을,20210826,AM,27.0,27.5,28.0,4.8,5.0,5.3,3,0
TL9,월하성마을,20210826,PM,26.0,27.0,28.0,4.3,4.8,5.4,4,0
TL9,월하성마을,20210827,AM,25.0,25.5,26.0,2.4,3.3,4.2,4,0
TL9,월하성마을,20210827,PM,24.0,25.0,26.0,4.2,6.0,9.1,4,1.8
TL10,선감마을,20210825,AM,26.0,26.5,27.0,2.1,4.0,5.8,4,3.1
TL10,선감마을,20210825,PM,26.0,26.7,27.0,1.2,3.9,5.8,4,10.8
TL10,선감마을,20210826,AM,26.0,26.5,27.0,5.2,5.6,5.9,4,0
TL10,선감마을,20210826,PM,26.0,26.7,27.0,5.2,5.5,6.1,4,0
TL10,선감마을,20210827,AM,25.0,25.0,25.0,3.0,4.9,6.8,4,0
TL10,선감마을,20210827,PM,23.0,24.3,25.0,2.8,5.3,6.8,4,3.8
TL11,선유도마을,20210825,AM,26.0,26.5,27.0,3.9,4.5,5.0,4,0
TL11,선유도마을,20210825,PM,26.0,26.7,27.0,3.5,4.0,5.0,4,8.4
TL11,선유도마을,20210826,AM,27.0,27.5,28.0,5.9,5.9,5.9,3,0
TL11,선유도마을,20210826,PM,26.0,27.3,28.0,4.8,5.8,6.7,3,0
TL11,선유도마을,20210827,AM,25.0,25.5,26.0,2.5,3.0,3.4,4,0
TL11,선유도마을,20210827,PM,25.0,25.7,26.0,3.4,7.7,11.9,4,8.4
TL12,무창포마을,20210825,AM,26.0,26.5,27.0,4.0,4.4,4.8,4,0
TL12,무창포마을,20210825,PM,26.0,26.3,27.0,2.6,3.5,4.0,4,10.4
TL12,무창포마을,20210826,AM,27.0,27.0,27.0,6.0,6.2,6.3,4,0
TL12,무창포마을,20210826,PM,26.0,26.7,27.0,4.5,5.3,6.0,4,0
TL12,무창포마을,20210827,AM,25.0,25.5,26.0,2.3,4.2,6.1,4,0.5
TL12,무창포마을,20210827,PM,24.0,25.0,26.0,4.2,6.4,9.0,4,3.1
TL13,돌머리마을,20210825,AM,25.0,25.5,26.0,2.1,3.2,4.4,4,0
TL13,돌머리마을,20210825,PM,26.0,26.0,26.0,1.1,3.0,4.4,4,9.3
TL13,돌머리마을,20210826,AM,26.0,27.0,28.0,2.3,2.6,2.9,3,0
TL13,돌머리마을,20210826,PM,27.0,28.0,29.0,2.7,3.3,4.2,3,0
TL13,돌머리마을,20210827,AM,25.0,26.0,27.0,1.7,1.8,1.9,4,2.8
TL13,돌머리마을,20210827,PM,26.0,26.7,27.0,0.5,2.7,5.9,4,4.5
TL14,모항마을,20210825,AM,25.0,25.0,25.0,2.1,2.1,2.1,4,0
TL14,모항마을,20210825,PM,25.0,25.7,26.0,1.4,2.1,2.7,4,8.5
TL14,모항마을,20210826,AM,26.0,27.0,28.0,3.3,3.5,3.8,3,0
TL14,모항마을,20210826,PM,26.0,27.3,28.0,3.0,3.7,4.4,3,0
TL14,모항마을,20210827,AM,24.0,24.5,25.0,0.6,1.1,1.7,4,0.8
TL14,모항마을,20210827,PM,24.0,24.7,25.0,0.6,3.7,6.1,4,9.2
TL15,종현마을,20210825,AM,26.0,26.5,27.0,2.0,4.3,6.7,4,1.7
TL15,종현마을,20210825,PM,26.0,26.7,27.0,2.1,4.8,6.7,4,12.2
TL15,종현마을,20210826,AM,26.0,26.5,27.0,6.1,6.3,6.6,4,0
TL15,종현마을,20210826,PM,26.0,26.7,27.0,6.1,6.7,7.2,4,0
TL15,종현마을,20210827,AM,25.0,25.0,25.0,3.7,6.1,8.4,4,0
TL15,종현마을,20210827,PM,24.0,24.7,25.0,3.8,6.5,8.4,4,4.2
TL16,수문마을,20210825,AM,25.0,25.5,26.0,0.9,3.1,5.2,4,0
TL16,수문마을,20210825,PM,26.0,26.7,27.0,3.8,5.3,6.9,4,7.1
TL16,수문마을,20210826,AM,26.0,27.5,29.0,0.3,1.1,1.9,3,0
TL16,수문마을,20210826,PM,27.0,28.3,29.0,1.9,2.6,3.3,3,0
TL16,수문마을,20210827,AM,26.0,27.5,29.0,3.5,4.0,4.6,4,1.4
TL16,수문마을,20210827,PM,27.0,28.3,29.0,4.6,4.8,5.2,4,2.7
TL17,신시도마을,20210825,AM,26.0,26.5,27.0,3.9,4.2,4.4,4,0
TL17,신시도마을,20210825,PM,26.0,26.7,27.0,3.0,3.7,4.4,4,7.7
TL17,신시도마을,20210826,AM,27.0,27.5,28.0,5.1,5.3,5.5,3,0
TL17,신시도마을,20210826,PM,27.0,27.7,28.0,4.5,5.3,6.4,3,0
TL17,신시도마을,20210827,AM,25.0,25.5,26.0,2.3,2.6,2.9,4,0
TL17,신시도마을,20210827,PM,25.0,25.7,26.0,2.9,7.4,11.5,4,8.3
TL18,대야도마을,20210825,AM,26.0,26.0,26.0,1.4,2.7,4.0,4,0
TL18,대야도마을,20210825,PM,25.0,25.7,26.0,1.4,2.2,3.5,4,11.1
TL18,대야도마을,20210826,AM,26.0,26.5,27.0,6.7,6.8,6.9,4,0
TL18,대야도마을,20210826,PM,26.0,26.7,27.0,4.7,5.6,6.7,4,0
TL18,대야도마을,20210827,AM,25.0,25.0,25.0,1.7,4.1,6.6,4,3.3
TL18,대야도마을,20210827,PM,23.0,24.3,25.0,3.1,4.8,6.6,4,19.3
TL19,장자도마을,20210825,AM,26.0,26.0,26.0,3.7,4.1,4.4,4,0
TL19,장자도마을,20210825,PM,26.0,26.3,27.0,3.4,3.8,4.4,4,9.1
TL19,장자도마을,20210826,AM,27.0,27.5,28.0,5.8,5.8,5.8,3,0
TL19,장자도마을,20210826,PM,26.0,27.3,28.0,4.6,5.7,6.8,3,0
TL19,장자도마을,20210827,AM,25.0,25.5,26.0,2.4,2.6,2.8,4,0
TL19,장자도마을,20210827,PM,25.0,25.7,26.0,2.8,7.7,12.1,4,10.5
TL20,다대마을,20210825,AM,25.0,25.5,26.0,2.5,7.1,11.7,4,0
TL20,다대마을,20210825,PM,26.0,26.3,27.0,11.0,12.1,13.7,4,3.2
